Word,Socialness,Concreteness
courtyard,3.619047619047620,4.57
cousin,5.954545454545450,3.7
covenant,3.590909090909090,2.69
coverage,3.15,2.7
covert,3.5217391304347800,1.72
covet,3.2,1.93
coveted,3.5714285714285700,1.89
coward,4.478260869565220,2.93
cowardice,4.304347826086960,2.1
cowardly,4.181818181818180,1.96
cowgirl,4.863636363636360,4.63
coy,5,1.89
coyote,1.7826086956521700,4.96
cozy,2.619047619047620,2.61
crab,1.6521739130434800,4.9
crabby,3.047619047619050,2.12
cracker,2.2916666666666700,4.96
crackle,2,3.46
crackpot,3.16,3.26
craft,3.5217391304347800,3.48
craftsman,4.95,4
craftsmanship,3.8947368421052600,2.64
crafty,4.260869565217390,2.45
cram,1.9473684210526300,2.71
cranberry,1.181818181818180,4.96
cranial,2.857142857142860,3.5
crank,2.136363636363640,4.5
cranky,3.85,2.15
crappy,2.6956521739130400,1.67
crave,3.1666666666666700,2.52
crayon,1.9565217391304300,4.87
craziness,4.6521739130434800,2.36
crazy,4.217391304347830,2.37
creaking,1.681818181818180,3.36
creamed,2.05,3
creamer,1.68,4.66
creamy,1.72,3.62
create,4.380952380952380,2.62
creation,4.619047619047620,2.15
creative,4.875,1.93
creator,4.863636363636360,3.07
creature,2.8260869565217400,4.07
credibility,5.285714285714290,2.29
credible,3.5454545454545500,1.72
credit,4.409090909090910,2.71
creed,4.333333333333330,2.1
creep,3.7,3.38
creeper,3.4347826086956500,3.48
creepy,4.086956521739130,2.33
cremation,3.7083333333333300,3.69
crescent,2.090909090909090,4.04
cretin,4.619047619047620,3.45
crevice,2.090909090909090,4.43
crewman,4.625,4.39
cricket,4.714285714285710,4.77
crime,5.304347826086960,3.03
criminal,5.761904761904760,3.48
cringe,4.842105263157900,3.34
cripple,4.2272727272727300,3.78
crippling,3.1578947368421100,2.77
crisis,5.045454545454550,2.33
critical,3.608695652173910,2.14
criticism,5.666666666666670,2.07
critique,5.304347826086960,2.55
critter,1.95,4.19
crocodile,1.0869565217391300,4.83
croissant,1.4285714285714300,4.96
crooked,3,3.79
crop,2.9545454545454500,4.24
croquet,3.2857142857142900,4.59
crossbow,2.6666666666666700,4.77
crossfire,3.772727272727270,3.38
crossover,3.7142857142857100,2.65
crosswalk,3.9047619047619000,4.62
crossword,2.380952380952380,4.48
crowded,6,3.28
crucial,2.608695652173910,2.08
crucifix,3.45,4.45
crucifixion,4.954545454545450,4
crucify,3.8421052631578900,3.45
crud,2.5789473684210500,3.46
crude,2.4761904761904800,1.96
cruel,4.791666666666670,2.11
cruelty,4.708333333333330,2.04
crummy,2.6818181818181800,2.57
crunch,2.5,3.36
crusade,4.904761904761910,2.78
crusher,2.4583333333333300,4
crusty,1.9047619047619000,4.14
crybaby,3.727272727272730,3.29
cryptic,2.5,2.36
crystal,1.7391304347826100,4.58
cubic,1.391304347826090,2.97
cucumber,1.3478260869565200,4.83
cuddle,6.5,3.83
cue,3.25,3.31
culinary,3.4782608695652200,2.96
culprit,4.95,3.39
cult,6.416666666666670,2.71
cultivate,4,3.14
culture,6.416666666666670,2.04
cultured,5,2.2
cunning,4.363636363636360,2.12
cupboard,1.4761904761904800,4.79
cure,4.157894736842110,2.41
curfew,4.666666666666670,2.73
curiosity,4.809523809523810,1.61
current,3.5,3.16
curriculum,4.55,3.23
curse,3.260869565217390,2.39
curt,4.894736842105260,2.35
curtain,1.5454545454545500,4.82
curve,1.75,4.41
curved,1.7083333333333300,3.35
cushion,2.3333333333333300,4.68
cuss,4,3.14
custard,1.761904761904760,4.85
custodial,4.826086956521740,2.12
custodian,4.619047619047620,4.64
custody,4.136363636363640,3.03
custom,3.3181818181818200,2.68
customary,4.565217391304350,1.85
customized,2.739130434782610,2.81
cute,4.9523809523809500,2.76
cutie,4.714285714285710,2.89
cutthroat,3.952380952380950,2.55
cyberspace,4.782608695652170,2.54
cyclone,2.95,4.48
cylinder,1.565217391304350,4.64
cynic,4.7727272727272700,2.64
cynicism,4,1.78
dab,3.4761904761904800,3.6
daddy,6,4.24
daily,3.238095238095240,3.15
damage,2.8333333333333300,3.2
damnation,4.318181818181820,1.56
damper,2.409090909090910,3.13
dance,5.608695652173910,4.32
dancer,5.363636363636360,4.75
dandruff,1.6842105263157900,4.79
dandy,3.9130434782608700,2.73
danger,4.045454545454550,2.68
dangerous,3.65,2.13
dangle,2.1818181818181800,3.36
dare,4.333333333333330,2.28
daredevil,3.869565217391300,3.76
daresay,3.2222222222222200,1.93
darken,1.9565217391304300,3.3
darkened,2.1904761904761900,3.48
darkness,2.0869565217391300,3.85
darkroom,2.090909090909090,4.45
darling,5.2727272727272700,2.54
darn,2.1904761904761900,3
dash,2.375,3.39
dashboard,1.5454545454545500,4.61
dashing,3.869565217391300,2.44
date,5.173913043478260,3.9
dawdle,4.444444444444450,2.22
daybreak,2.227272727272730,4.21
daydream,3.347826086956520,2.79
daylight,2.8260869565217400,4.1
daze,3,2.52
dazzle,3.263157894736840,2.52
deactivate,2,3
deadline,3.9166666666666700,2.66
deadly,3.75,2.7
deaf,3.8260869565217400,3.27
deafening,2.782608695652170,2.68
deal,4.695652173913040,3.1
deathbed,4.291666666666670,3.83
deathly,3.92,2
debacle,3.65,2.29
debatable,4.565217391304350,2.04
debate,6.181818181818180,3.18
debauchery,4.571428571428570,2.22
debrief,4.136363636363640,2.57
debriefing,4.130434782608700,3.21
debris,1.318181818181820,4.69
debt,5.190476190476190,2.72
debut,3.5454545454545500,1.83
decade,2.9,3.19
decadence,3.3333333333333300,2.22
decadent,3,2.21
decathlon,4.25,4.08
decaying,3.1904761904761900,3.28
deceit,5.75,2.37
deceitful,4.8,2.13
deceive,5.2727272727272700,1.68
decency,4.739130434782610,2
decent,4.739130434782610,2.04
deception,4.521739130434780,1.86
deceptive,5,1.78
decide,3.6666666666666700,1.92
decipher,2.9473684210526300,2.83
decision,3.9583333333333300,2.19
decisive,4.458333333333330,2.16
declaration,5,2.52
declare,4.045454545454550,2
decline,2.9565217391304300,2.76
decode,2.5238095238095200,3
decoder,2.857142857142860,3.56
decompose,1.826086956521740,3
decomposition,2.260869565217390,3.1
decompress,3.0952380952381000,2.59
decompression,2.3333333333333300,3.07
decontamination,3.619047619047620,2.78
decor,3.1739130434782600,3.77
decorate,3.0434782608695700,3.4
decoration,2.363636363636360,3.53
decorative,3.695652173913040,2.59
decorator,3.347826086956520,3.86
decorum,4.052631578947370,2.36
decrease,2.260869565217390,2.68
decree,3.772727272727270,2.68
decryption,2.909090909090910,2.83
dedicate,4.375,2.69
deduce,2.4166666666666700,1.61
deduct,2.3043478260869600,2.31
deductible,2.857142857142860,2.74
deduction,2.652173913043480,2.19
deem,2.761904761904760,2.1
deep,2.5,3.38
default,2.8095238095238100,2
defeat,4.64,2.96
defeated,3.5454545454545500,2.59
defect,1.8333333333333300,2.48
defective,2.090909090909090,2.56
defend,5.083333333333330,2.31
defendant,4.681818181818180,3.8
defender,5.217391304347830,3.19
defense,4.7727272727272700,2.45
defer,3.526315789473680,1.92
defiance,5.608695652173910,2.17
defiant,4.35,2.07
deficient,3.1818181818181800,1.89
deficit,3,2.21
define,2.952380952380950,2.15
definite,2.409090909090910,2.07
definition,2.4782608695652200,3.07
definitive,2.142857142857140,1.83
deflect,3,3.25
deformity,3.28,3.59
defuse,2.6666666666666700,2.54
defy,4.478260869565220,1.86
degrade,4.454545454545450,1.64
degree,3.380952380952380,3
dehydration,1.818181818181820,3.52
delay,2.590909090909090,2.79
delegate,5.5,3.07
delegation,5.157894736842110,2.7
delete,2.5652173913043500,3.48
delicacy,4.2727272727272700,2.81
delicate,3,2.3
delight,4.130434782608700,2.3
delighted,3.8333333333333300,2.86
delightful,4,2.38
deliver,4.631578947368420,3.12
delta,1.7916666666666700,3.21
delusion,2.6956521739130400,2.3
demand,4.916666666666670,2.2
demeanor,5.130434782608700,2.44
demented,4.681818181818180,1.69
demise,3.727272727272730,2.31
democracy,6.6521739130434800,1.78
democrat,6.363636363636360,3.96
democratic,6.142857142857140,1.74
demolish,2.2,3.46
demolition,2.65,3.38
demon,3.130434782608700,3.32
demonic,3.4,2.17
demonstrate,5.105263157894740,2.53
demonstration,5.76,3.75
denial,3.4583333333333300,2.46
denim,1.7727272727272700,4.77
denominator,2.1904761904761900,3.36
denounce,3.75,1.83
dense,2.8260869565217400,3.14
density,1.7727272727272700,2.52
dent,2,4.63
dental,3.380952380952380,3.08
dentist,5.2727272727272700,4.93
deny,3.772727272727270,2.2
deodorant,3.3043478260869600,5
depart,3.0869565217391300,2.86
department,4.111111111111110,3.3
departmental,3.6666666666666700,1.9
departure,3.952380952380950,3.07
depend,4,1.89
dependency,5.545454545454550,1.93
depict,3.130434782608700,2.13
deploy,4.333333333333330,2.96
deployment,4.238095238095240,2.9
deport,4.714285714285710,3.41
depose,3.95,2.52
deposit,2.6956521739130400,3.92
deposition,3.5,2.92
depository,2.6,3.37
depravity,4.095238095238100,2.17
depress,3.952380952380950,2.29
deprive,3.7142857142857100,2.21
depth,2.6,3.11
derail,2.347826086956520,3.55
derive,2.9411764705882400,2
dermatologist,4.521739130434780,4.21
descend,2.9583333333333300,3.18
descendant,4.090909090909090,3.53
descent,2.5,3
describe,4.095238095238100,2.18
description,2.9583333333333300,2.43
desert,1.9473684210526300,4.86
deserter,3.28,3.32
desertion,3.4782608695652200,1.93
deserve,3.6666666666666700,1.69
design,3.260869565217390,3.27
designate,4.142857142857140,3.14
designer,4,3.78
desirable,5.045454545454550,1.92
desire,5.238095238095240,1.7
desolate,3.363636363636360,2.17
despair,4.1,2.21
desperado,3.4761904761904800,3.44
desperation,3.727272727272730,1.9
despicable,4.904761904761910,1.43
despise,5.208333333333330,2.12
dessert,2.5,4.93
destination,3.952380952380950,3.82
destiny,4.291666666666670,1.67
destitute,3.608695652173910,2.08
destroy,4.2631578947368400,3.08
destroyer,4.478260869565220,3.59
destruct,2.863636363636360,2.96
destruction,3.727272727272730,3.21
destructive,3.863636363636360,2.17
detach,3.3043478260869600,2.9
detached,4.05,2.56
detail,2.8260869565217400,2.5
detain,4.541666666666670,2.74
detect,3.25,2.19
detection,3.090909090909090,2.57
detective,5.363636363636360,4.21
detector,2.4782608695652200,3.7
detention,5.5,3.26
deter,3.761904761904760,2.33
detergent,1.6,4.77
deteriorate,2.4285714285714300,3
deteriorating,2.5454545454545500,3.38
determine,2.85,2.13
deterrent,3.05,2.63
detest,5,2.36
detonate,2,3.19
detonation,2.2857142857142900,3.15
detonator,2.217391304347830,4.76
detriment,3.3181818181818200,1.77
deuce,2.4,3.04
devastation,4.92,2.76
develop,4.1,1.87
developer,4.2105263157894700,3.54
development,4.478260869565220,2.41
deviant,4.043478260869570,2.04
deviate,3.1818181818181800,2.1
deviation,2.9473684210526300,2.96
device,2.590909090909090,3.97
devil,3.4347826086956500,3.41
devilish,4.260869565217390,1.82
devious,4.478260869565220,2.18
devise,3.5238095238095200,2
devoid,2.9166666666666700,1.85
devote,4.541666666666670,2
devoted,5.173913043478260,1.88
devotion,4.739130434782610,2.36
devour,3,3.14
devout,4.142857142857140,2.46
dexterity,2.9545454545454500,2.72
diabetes,3.0833333333333300,3.83
diabetic,3.0454545454545500,3.38
diabolical,3.5714285714285700,1.5
diagnose,4.05,1.92
diagnosis,3.8,2.63
diagram,1.5769230769230800,4.36
dialect,5.523809523809520,2.67
dialogue,6.3478260869565200,3
dialysis,2.5652173913043500,3.54
diameter,1.6,4.03
diamond,3.0454545454545500,4.89
diaphragm,2.32,3.93
diarrhea,1.380952380952380,4.52
dicey,2.9130434782608700,1.9
dickhead,4.956521739130440,3.27
dictate,4.291666666666670,3.15
dictation,4.318181818181820,2.75
dictatorship,6.285714285714290,2.77
diction,4.318181818181820,2.64
dictionary,2.863636363636360,4.62
die,3.75,3.07
diesel,2.2777777777777800,3.88
diet,3.391304347826090,3.21
differ,3.9583333333333300,1.59
difference,3,2.15
differential,2.608695652173910,2.36
diffuse,3.772727272727270,2.46
digest,2.5,3.07
digestion,2.3333333333333300,3.66
digestive,2,2.67
dignified,5.095238095238100,1.57
dignify,5.173913043478260,1.71
dignity,5.434782608695650,2.03
dildo,2.5294117647058800,4.7
dilemma,3.8,2
diligence,4.454545454545450,1.97
diligent,4.086956521739130,1.69
dim,2.047619047619050,3.31
dimension,2.4347826086956500,2.5
diminish,2.7142857142857100,2.5
dimwit,4.0476190476190500,2.56
dine,4.96,3.37
dinner,4.904761904761910,4.5
dinosaur,1.5833333333333300,4.87
dioxide,1.3636363636363600,2.81
diploma,3.9583333333333300,4.93
diplomacy,5.7727272727272700,2.04
dipstick,2,3.81
dire,3.142857142857140,1.8
direction,2.75,2.79
directive,4.25,2.72
directory,4.045454545454550,4.25
disability,3.761904761904760,3.46
disable,4,3.42
disabled,4.434782608695650,3.21
disagree,5.04,2.77
disagreement,6.086956521739130,2.97
disappear,2.652173913043480,2.86
disappointment,4.476190476190480,1.93
disapproval,5.043478260869570,2.32
disarm,4.4,3.55
disaster,3.142857142857140,3.07
disband,3.9565217391304300,2.62
disbelief,3.5555555555555600,1.89
discard,2.857142857142860,3.04
discharge,2.608695652173910,3.83
disciple,5.25,3.29
discipline,5.304347826086960,2.24
disclose,3.739130434782610,2.37
disclosure,3.4545454545454500,2.18
discoloration,1.5454545454545500,3.19
discomfort,3.6666666666666700,2.28
disconnect,3.2,2.74
discontinue,2.227272727272730,2.5
discord,5.3125,2.26
discount,3.25,2.79
discourage,4.826086956521740,1.9
discouraging,4.380952380952380,1.83
discourse,4.55,2.87
discover,4.75,2.37
discredit,4.28,2.28
discreet,4.25,2.11
discrepancy,3.9,2.54
discretion,4,1.6
discriminate,6.260869565217390,2.54
discuss,6.478260869565220,3.17
discussion,6.434782608695650,3.07
disdain,4.190476190476190,1.83
disease,4.25,3.45
diseased,3.4347826086956500,3.36
disembodied,2.952380952380950,2.59
disengage,4.2727272727272700,2.69
disgrace,4.363636363636360,2.11
disguise,3.739130434782610,3.97
disgust,4.523809523809520,2.19
disgusted,3.8260869565217400,2.34
dishonor,4.826086956521740,1.72
dishwasher,1.7083333333333300,4.86
disinfect,2.2857142857142900,3.4
disintegrate,2.45,2.68
dislike,4.2272727272727300,1.7
disloyal,5.313543599257890,1.64
dismal,3.047619047619050,2.38
dismantle,1.9130434782608700,3.7
dismay,4.043478260869570,2.29
dismiss,3.9166666666666700,2.39
dismissal,4.619047619047620,2
disobedience,6,2.52
disobey,5.333333333333330,2.42
disorder,3.739130434782610,3.1
disorderly,4.72,2.71
disown,4.761904761904760,1.56
disparage,4.2,1.83
dispatch,3.4347826086956500,2.93
dispensary,4.173913043478260,3.41
dispense,2.8095238095238100,3.26
dispenser,2.625,3.84
dispersal,3.347826086956520,2.78
disperse,3.4285714285714300,2.85
displace,3.047619047619050,2.57
displacement,3,2.72
displease,5.666666666666670,1.71
disposal,3.217391304347830,2.89
disprove,4.285714285714290,2.59
dispute,5.32,2.9
disqualify,4.318181818181820,2.39
disregard,3.5454545454545500,1.9
disrupt,3.7916666666666700,2.45
disruption,4,2.39
disruptive,4.619047619047620,1.81
dissect,2.8333333333333300,3.21
dissection,1.736842105263160,3.48
dissent,4.5,2.17
dissertation,3.619047619047620,2.81
dissolve,2.2083333333333300,3.15
dissuade,3.7142857142857100,2.24
distance,2.652173913043480,3.17
distant,2.72,2.75
distasteful,3.2916666666666700,1.83
distilled,2.0625,2.93
distinguish,3.9545454545454500,2.2
distort,3.0869565217391300,2.66
distorted,2.6315789473684200,2.57
distortion,2.863636363636360,2.3
distract,3.863636363636360,2.33
distraction,2.9444444444444400,2.46
distress,4.434782608695650,2.66
distribute,4.16,2.77
distribution,4.619047619047620,3.33
distributor,4.363636363636360,3.9
district,4.25,3.29
distrust,5,1.44
disturb,4.863636363636360,3.04
disturbance,4,2.7
diverse,4.954545454545450,2.24
diversion,4.8,2.67
diversity,5.875,2.28
divert,3.25,2.86
divide,3.8181818181818200,2.86
division,3.8260869565217400,2.8
divorce,5.666666666666670,3.25
divorcee,4.913043478260870,3.8
divulge,3.909090909090910,2.23
dizziness,2.28,3.07
dizzy,2.611111111111110,2.59
docile,3.608695652173910,2.21
docking,2.8421052631578900,3.25
doctor,5.714285714285710,4.69
doctorate,4.090909090909090,3.4
doctrine,4.578947368421050,2.12
document,2.590909090909090,4.41
documentary,3.4347826086956500,3.78
documentation,3.619047619047620,3.55
dodger,3.5,3.63
dodgy,4.2272727272727300,2.04
doer,5,2.76
dogface,2.1904761904761900,3.15
doghouse,2.5,4.79
dollhouse,2.6666666666666700,4.86
domain,4.7727272727272700,3.4
domestic,4.782608695652170,2.57
domesticated,4.315789473684210,2.88
dominance,5.6521739130434800,2.53
dominant,4.875,1.66
dominate,5.826086956521740,2.12
domination,5.590909090909090,2.81
dominion,4.818181818181820,1.96
domino,2.1904761904761900,4.59
donate,5.181818181818180,2.88
donation,5.565217391304350,3.32
donkey,2.0869565217391300,5
donor,5.391304347826090,3.54
doom,3.391304347826090,1.5
doomsday,3.5238095238095200,2.36
door,1.6363636363636400,4.81
doorbell,3.136363636363640,4.82
doorknob,1.5909090909090900,4.97
doorman,5.2272727272727300,4.79
doornail,1.7,4.9
doorstep,1.9545454545454500,5
dope,2.5454545454545500,3
dopey,3.3684210526315800,2.3
dork,4.5,3.1
dorky,3.636363636363640,2.77
dormant,2.64,2.47
dormitory,5,4.64
dorsal,1.55,4.07
dotted,2,3.81
double,3.0833333333333300,3.37
doubt,4.4,1.79
doubtful,4.217391304347830,1.73
douse,2.3684210526315800,3.27
downer,3.9565217391304300,2.71
downfall,3.1739130434782600,2.31
download,2.96,3.12
downriver,1.85,3.47
downward,2.2916666666666700,3.16
doze,2.3157894736842100,3.46
dozen,2.08,4.66
draft,2.761904761904760,3.15
drafty,1.6363636363636400,2.97
dragonfly,1.181818181818180,4.83
drainage,1.6666666666666700,3.96
drainpipe,1.72,4.86
drama,5.7727272727272700,2.34
dramatic,3.7777777777777800,2.12
drape,1.894736842105260,4.5
drastic,3.2857142857142900,1.58
draught,3.25,3.46
drawback,2.7083333333333300,2.52
drawbridge,2.136363636363640,4.89
dread,3.5652173913043500,1.86
dreaded,2.9545454545454500,2.11
dreadful,2.909090909090910,2.23
dream,3.9166666666666700,2.6
dreamboat,3.3043478260869600,2.78
dreamer,4.285714285714290,2.19
dreamland,3.3043478260869600,1.73
dreamy,3.8095238095238100,2.21
dredge,2.6818181818181800,3.04
dresser,2.863636363636360,4.96
dressmaker,4.2631578947368400,4.64
dressy,4.095238095238100,2.75
dribble,2.2916666666666700,3.83
drift,2.5,3.07
drifter,3.4285714285714300,3.54
driftwood,1.5909090909090900,4.88
drinker,4.217391304347830,3.32
driver,4.72,4.71
drizzle,1.5263157894736800,4.21
droopy,2.2941176470588200,3.32
dropout,5.083333333333330,3.52
drowsy,1.9523809523809500,2.62
drugstore,3.347826086956520,4.82
drunk,5.523809523809520,3.48
drunkard,5.304347826086960,3.77
drunken,4.782608695652170,3.3
drunkenness,4.6,3.16
dual,2.869565217391300,3.07
dub,3.6842105263157900,3
dubious,4.086956521739130,1.52
duckling,2.05,4.93
ducky,1.9523809523809500,3.03
due,3.136363636363640,3.21
duffel,1.9090909090909100,4.12
dumbbell,3.05,4.69
dumpling,2.142857142857140,4.65
dungeon,3.0526315789473700,4.32
dupe,3.3,2.23
duplex,3.1,4.18
duplicate,1.9565217391304300,3.46
duration,1.7826086956521700,2.08
duster,1.761904761904760,4.64
duty,5.208333333333330,2.19
dwell,4,2.62
dwelling,4.55,4.14
dynamite,2.272727272727270,4.68
dynamo,2.3333333333333300,2.71
dynasty,5.571428571428570,2.46
dysentery,1.9523809523809500,3.45
eager,4.090909090909090,1.93
earful,3.5238095238095200,1.96
earl,4.1,2.85
earn,4.458333333333330,2.39
earnings,3.3043478260869600,4.39
earpiece,1.9565217391304300,4.79
earthling,4.375,3.85
earthly,4.238095238095240,2.41
earthquake,3.8181818181818200,3.97
earthy,3.0869565217391300,2.15
ease,2.608695652173910,2.32
east,2,3.04
eastbound,1.818181818181820,3.22
eastern,2.727272727272730,3.11
easy,3.5454545454545500,2.07
easygoing,4.913043478260870,1.59
eater,3.5714285714285700,3.75
eavesdrop,4.894736842105260,2.85
ebony,2.8,4
eccentric,4.9,1.81
eclectic,3.35,2.26
ecological,4.904761904761910,2.62
economic,5.181818181818180,2.2
economics,4.818181818181820,1.77
economy,5.2727272727272700,2.57
ecosystem,4.166666666666670,4.11
ecstasy,3.782608695652170,2.04
ecstatic,3.3043478260869600,2.41
edgy,4.7727272727272700,1.87
edit,2.782608695652170,3.28
editing,2.6315789473684200,3.17
edition,2.636363636363640,3.21
editor,4.619047619047620,4.25
editorial,3.695652173913040,3.44
educate,6.142857142857140,2.12
education,6.125,2.93
educator,6.291666666666670,4
effect,3.238095238095240,1.8
efficiency,3.8,2.15
efficient,3.0833333333333300,1.82
effort,4.363636363636360,2.33
egghead,2.6666666666666700,3.17
eggplant,1.8095238095238100,4.97
eggshell,1.826086956521740,4.77
ego,5.25,1.74
eighty,2,3.41
ejaculate,3.8333333333333300,4.31
ejaculation,3.7916666666666700,4.17
eject,3.0434782608695700,3.22
ejection,3.0833333333333300,3.03
elaborate,4.043478260869570,2.68
elastic,1.5,3.73
election,5.84,3.17
elective,4.130434782608700,2.38
electoral,4.695652173913040,2.24
electric,2.0416666666666700,3.56
electrical,1.7826086956521700,3.39
electrician,4.7272727272727300,4.21
electricity,1.681818181818180,3.9
electrocute,2.5,3.82
electrocution,2.5,3.81
electromagnetic,1.95,2.9
electron,2.047619047619050,2.96
electronic,2.272727272727270,3.3
electronics,3.363636363636360,4.37
elegance,4.238095238095240,2.18
elegant,4.5,2.31
elemental,2.1052631578947400,2.08
elephant,2.047619047619050,5
elevate,3.047619047619050,3.37
elevation,2.380952380952380,3.79
elevator,3.391304347826090,4.79
elicit,3.590909090909090,1.73
eligible,3.782608695652170,2.46
eliminate,3.619047619047620,2.77
elite,5.28,2.19
elitist,5.444444444444450,2.42
eloquence,5.545454545454550,1.88
eloquent,4.5,1.93
elude,4.1,2.65
elusive,4.2272727272727300,1.9
emancipation,5,2.37
embargo,3.9565217391304300,3
embark,3.631578947368420,2.48
embarrass,5.545454545454550,2.14
embattled,4.428571428571430,1.96
embezzlement,4.315789473684210,2.67
emblem,3.3043478260869600,4.3
embrace,5.44,3.38
embroidery,2.111111111111110,4.63
emerge,2.391304347826090,2.27
eminence,3.4347826086956500,1.95
emissary,4.571428571428570,3.09
emission,2.25,3.33
emit,2.9047619047619000,3.22
emotion,5,2.44
empathy,6.2,1.63
emperor,5.166666666666670,4.35
emphasis,3.5,2.12
emphasize,3.5,2
empire,4.7272727272727300,3
empirical,3.5,1.96
employ,5.130434782608700,2.41
employee,6.260869565217390,4.1
employer,6.190476190476190,3.81
employment,5.454545454545450,3.3
emporium,4,3.86
emptiness,3,2.32
empty,1.7826086956521700,3.43
emulate,4.409090909090910,2.37
enable,3.36,2.03
enamel,1.9444444444444400,4.21
enchanted,3.5416666666666700,2.07
enchanting,4.333333333333330,2.07
enchantress,3.4583333333333300,2.84
enclosure,2.608695652173910,4.04
encore,4,2.81
encounter,5.666666666666670,2.93
encourage,5.363636363636360,2.61
encouraging,5.583333333333330,2
encryption,2.652173913043480,3.29
encyclopedia,3.739130434782610,4.79
end,2.636363636363640,3.14
endanger,3.6666666666666700,1.96
endeavor,3.8421052631578900,2.21
ending,2.090909090909090,2.31
endless,2.260869565217390,1.82
endorse,5.416666666666670,2.41
endorsement,4.217391304347830,2.53
endurance,3.863636363636360,2
endure,3.25,2
enduring,3.65,2.14
enemy,6.12,2.83
energetic,4.541666666666670,2.83
energize,4.217391304347830,2.46
energy,3.8260869565217400,3.11
enforce,4.0476190476190500,2.4
enforcer,4.6521739130434800,3.23
engage,5.1,2.07
engaged,6,2.37
engagement,6.2727272727272700,2.75
engineer,4.809523809523810,4.64
engineering,4.217391304347830,2.69
engraving,2.9583333333333300,4.28
enhance,2.5238095238095200,2.21
enhancement,3.2857142857142900,2.29
enigma,2.4545454545454500,1.79
enjoy,5.3478260869565200,2.29
enjoyable,4.791666666666670,2.04
enjoyment,4.818181818181820,2.17
enlarge,2.6,3.17
enlargement,2.5833333333333300,3.38
enlighten,4.695652173913040,1.48
enlist,3.238095238095240,2.71
enormous,2.36,2.9
enraged,4.190476190476190,2.58
enroll,3.789473684210530,2.59
enrollment,4.583333333333330,2.96
enslave,5.391304347826090,2.36
ensure,2.9565217391304300,1.68
entail,2.869565217391300,1.84
enter,2.739130434782610,3.12
enterprise,4.2727272727272700,2.04
entertain,6,2.55
entertainer,6.238095238095240,4.17
entertainment,5.6521739130434800,2.92
enthusiastic,4.2727272727272700,2.76
entice,4.368421052631580,2
entirety,3.12,3.07
entitle,4.434782608695650,2.25
entity,3.391304347826090,2.68
entourage,5,3.46
entrails,1.9,4.58
entrance,3,4.23
entrapment,2.761904761904760,2.31
entrepreneur,5.545454545454550,3.07
entrust,5.782608695652170,2.16
envelope,2.1,4.93
envious,5,1.76
environment,5.3478260869565200,3.74
environmental,4.863636363636360,2.63
envision,4.2,2.38
envoy,4.95,3.5
envy,5.8,1.69
enzyme,1.681818181818180,3.57
epidemic,5.909090909090910,3.23
epidural,2.1739130434782600,3.41
epilepsy,2.772727272727270,3.29
epileptic,3.4347826086956500,3.1
epiphany,3.12,1.6
episode,3.363636363636360,3.22
epitaph,2.9444444444444400,3.74
epitome,2.863636363636360,1.8
equal,4.782608695652170,2.56
equality,6.00556586270872,1.41
equalizer,3.217391304347830,2.54
equate,3.090909090909090,1.93
equation,1.826086956521740,3.65
equator,2.45,3.85
equilibrium,2.6666666666666700,2.62
equipment,2.375,4.83
equity,4.409090909090910,2.22
equivalent,2.863636363636360,2.57
era,3.2,2.24
eradicate,3.3333333333333300,3
eraser,1.8,4.74
erectile,3.0434782608695700,2.46
erection,4.5,4.22
erotic,5.541666666666670,2.26
erotica,4.782608695652170,3.28
errand,2.96,3.37
errant,3.35,2.04
erratic,4.04,1.73
error,2.95,2.68
erupt,3.272727272727270,3.7
eruption,2.5652173913043500,3.56
escalate,3.4583333333333300,2.39
escalator,2.1052631578947400,5
escape,3.4583333333333300,3.34
escort,5.130434782608700,4.3
espionage,4.823529411764710,2.53
espresso,2.8333333333333300,4.41
essence,3.25,1.66
establish,4.619047619047620,2
esteem,5.217391304347830,1.83
esteemed,4.12,1.96
estimate,2.272727272727270,2.65
estimation,3.652173913043480,1.97
eternal,2.6470588235294100,1.76
eternity,3.090909090909090,1.46
ethical,5.55,1.3
ethics,5.695652173913040,2.28
ethnic,5.545454545454550,2.47
etiquette,5.190476190476190,2.15
eucalyptus,1.05,4.77
eulogy,5,3.48
euphemism,3.9,1.74
euphoria,4,1.47
euphoric,4.956521739130440,2.18
euthanasia,4.523809523809520,3.08
evacuate,4.956521739130440,3.3
evacuation,4.818181818181820,3.44
evade,4.217391304347830,2.67
evaluate,4.714285714285710,1.85
evaluation,4,3
evaporate,1.7826086956521700,3.29
evasion,4.0476190476190500,2.46
evasive,4.666666666666670,1.97
evening,3.590909090909090,3.26
event,5.130434782608700,2.69
eventual,3.04,1.81
everlasting,3.636363636363640,1.89
evict,5.416666666666670,3.18
eviction,4.2727272727272700,3.13
evident,2.217391304347830,2.04
evolution,4.85,2.61
evolve,4,1.96
ex,5.333333333333330,2.58
exact,2.85,2.54
examination,4.15,3.93
examine,3.761904761904760,2.86
examiner,4.904761904761910,3.57
example,3.12,3.03
excavation,2.5652173913043500,3.23
exceed,3.1739130434782600,1.76
excel,3.695652173913040,2.15
excellence,4.217391304347830,2.2
exception,2.7105751391465700,1.85
excess,3.3333333333333300,2.5
excessive,3.4545454545454500,2.25
exchange,5.24,2.74
excitable,4.7272727272727300,2.41
excite,4.565217391304350,1.97
exclamation,3,2.48
