Word,Socialness,Concreteness
servitude,4.368421052631580,2.32
sesame,1.52,4.5
session,3.652173913043480,2.58
set,2.5454545454545500,3.41
setback,3.619047619047620,1.97
settle,3.0454545454545500,2.31
settlement,4.571428571428570,3.07
setup,3.4166666666666700,3.5
seventeen,2.1818181818181800,3.19
seventy,2.5,3.36
sever,3.789473684210530,4
severance,2.95,2.68
severe,2.4782608695652200,2.43
severity,3.28,1.76
sewage,2.136363636363640,4.52
sewing,3,4.4
sexual,6.409090909090910,2.5
sexuality,6.238095238095240,2.61
sexy,5.590909090909090,2.64
shabby,2.45,2.81
shade,1.8095238095238100,3.38
shadowy,2.1818181818181800,2.92
shady,3.35,2.96
shaft,1.9523809523809500,4.71
shakedown,3.6842105263157900,2.73
shaker,2.736842105263160,4.11
shaky,2.5833333333333300,3.4
shall,2.95,2.33
shallow,3.2083333333333300,3.45
shallows,2.347826086956520,3.33
sham,3.6818181818181800,3.07
shame,4.7727272727272700,2.24
shameful,4.818181818181820,1.71
shameless,4,1.89
shampoo,1.434782608695650,4.68
shape,1.7727272727272700,3.14
shard,1.7727272727272700,4.21
share,5.954545454545450,2.96
shareholder,4.5,3.72
shark,1.2083333333333300,4.93
sharpen,2.260869565217390,3.72
sharpshooter,3.8181818181818200,4.59
shattering,2.5,3.43
shear,1.8333333333333300,3.37
sheepdog,2.652173913043480,4.72
sheer,2.739130434782610,3.35
sheik,3.45,4.6
shellfish,2.217391304347830,4.53
shepherd,4.7272727272727300,4.67
shift,2.95,2.81
shifty,3.9,1.91
shimmer,2.136363636363640,3.28
shimmering,2.5454545454545500,2.76
shining,2.391304347826090,3.39
shiny,1.9130434782608700,3.33
shipment,3.3333333333333300,4.48
shipping,2.789473684210530,3.59
shipshape,2.65,2.76
shipwreck,2.217391304347830,4.3
shipyard,2.2777777777777800,4.79
shirt,2.0434782608695700,4.94
shitfaced,4,2.97
shitload,2.5789473684210500,2.96
shitty,3.1818181818181800,2.58
shiver,2.130434782608700,3.88
shocker,3.4545454545454500,2.71
shoddy,2.952380952380950,2.87
shoelace,1.619047619047620,5
shoemaker,4.173913043478260,4.54
shoeshine,2.130434782608700,4.21
shooter,4.045454545454550,4.14
shopkeeper,5.818181818181820,4.43
shoplifter,4.8,4.32
shoplifting,4.521739130434780,3.33
shopper,5.380952380952380,4.44
shoreline,1.8636363636363600,4.87
shortage,2.3333333333333300,2.46
shortcake,2.0869565217391300,4.41
shortcut,1.9473684210526300,3.2
shorten,1.818181818181820,3.11
shorthand,3,3.57
shortness,2.5,3.14
shorts,2.0454545454545500,4.82
shortwave,2.6315789473684200,2.85
shoulder,1.7727272727272700,4.93
show,4.714285714285710,3.97
showbiz,5.666666666666670,3.48
showboat,3.260869565217390,3.67
showcase,4.545454545454550,3.39
showdown,5.391304347826090,3.21
shower,3.238095238095240,4.89
showgirl,4.863636363636360,4.44
showoff,5.291666666666670,2.71
showroom,3.636363636363640,4.54
shriek,2.95,3.97
shrivel,1.3888888888888900,3.57
shrug,3.2916666666666700,4.21
shrunken,1.3333333333333300,2.93
shudder,2.9473684210526300,3.41
shuffle,2.857142857142860,3.83
shuffling,3.090909090909090,3.25
shunt,1.8823529411764700,3.5
shut,2.35,3.38
shutdown,2.7916666666666700,3.85
shutter,2.142857142857140,4.38
shy,4.92,2.52
shyness,4.875,2
sibling,6.333333333333330,4.37
sick,3.570631970260220,2.97
sickly,2.4285714285714300,2.6
sickness,4.391304347826090,3.45
sidebar,2.090909090909090,3.21
sideburns,2.347826086956520,4.96
sidecar,2.260869565217390,4.82
sidekick,5.571428571428570,3.24
sideshow,3.95,4.03
sidewalk,4,4.96
siege,5.05,3.18
siesta,3.15,3.89
sight,4.0476190476190500,3.21
sighting,3.5714285714285700,3.14
sightseeing,4.095238095238100,3.11
sigma,2.5789473684210500,2.76
signal,4.2272727272727300,3.86
signature,3.391304347826090,4.43
significance,3.6666666666666700,1.68
significant,3.0952380952381000,1.67
signify,3.375,1.73
silence,3.347826086956520,3.33
silencer,2.8095238095238100,4.19
silhouette,2.590909090909090,4.57
silicone,1.5217391304347800,4.33
silken,2.210526315789470,2.8
silky,1.9523809523809500,4.12
silliness,4.523809523809520,2.75
silverware,2.3,4.66
silvery,1.3333333333333300,3.04
similar,3.272727272727270,2.46
similarity,3.9545454545454500,1.9
simmer,2.2,3.88
simpleton,4.4,3.12
simplicity,2.772727272727270,1.96
simplify,2.761904761904760,1.89
simulate,3,2.31
simulation,2.7916666666666700,3.03
simulator,3.0416666666666700,3.89
sin,4.863636363636360,1.85
sincere,5.238095238095240,1.81
sincerity,5.142857142857140,1.97
sinful,4.434782608695650,1.87
single,4.434782608695650,3.27
sinker,2.411764705882350,3.85
sinner,5.818181818181820,3.07
sir,5.76,3.1
sissy,3.739130434782610,2.63
sister,6.647058823529410,4
sisterhood,6.666666666666670,2.53
site,3.391304347826090,4.56
situation,3.875,2.03
six,2,3.43
sizable,2.8181818181818200,2.7
size,2.3,3.13
sizzle,2.0869565217391300,3.48
skateboard,2.5,4.86
skeletal,2.3,3.67
skeleton,1.6521739130434800,4.97
skeptical,4.083333333333330,1.7
skepticism,4.5,2.14
sketch,3.45,4.56
sketchy,3.227272727272730,1.96
skewer,2.3333333333333300,4.46
skid,1.6363636363636400,4.07
skiing,4.523809523809520,4.42
skilled,3.695652173913040,1.96
skillet,1.95,4.73
skillful,4.916666666666670,1.93
skimpy,3.2857142857142900,2.74
skinny,3.217391304347830,3.57
skip,2.0833333333333300,4.07
skirmish,4.65,2.69
skylight,1.8695652173913000,4.79
skyscraper,3.85,4.76
slack,3,3.15
slammer,3.619047619047620,3.46
slander,4.684210526315790,2.33
slang,5.791666666666670,2.48
slant,1.8421052631578900,3.08
slash,1.9166666666666700,3.52
slate,1.6363636363636400,4.58
slaughter,4.681818181818180,3.68
slaughterhouse,2.782608695652170,4.83
slave,4.75,4.38
slavery,6.35,3.11
slay,4.2272727272727300,3.1
sleazy,4.545454545454550,2.48
sledge,1.85,4.11
sledgehammer,1.5,4.89
sleek,2.9545454545454500,3
sleep,2.909090909090910,4.44
sleeper,3,3.4
sleepless,2.2857142857142900,2.68
sleepover,4.92,3.39
sleepy,3.2083333333333300,2.77
sleepyhead,4.636363636363640,3.39
sleeve,1.1666666666666700,4.84
sleigh,2.4545454545454500,4.71
slicker,2.0555555555555600,3.38
slide,2.608695652173910,4.48
slimy,2.9166666666666700,3.26
sling,1.9473684210526300,4.52
slingshot,1.6956521739130400,4.87
sliver,1.818181818181820,3.88
slob,3.789473684210530,3.22
slobber,2.238095238095240,4.33
slogan,4.4,3.03
slop,2.1666666666666700,3.44
slope,1.7391304347826100,4.07
sloppy,2.772727272727270,2.44
slouch,2.869565217391300,3.56
slow,2.272727272727270,3.28
sludge,1.8636363636363600,4.23
sluggish,2.9047619047619000,2.93
slum,4.777777777777780,4.03
slumber,3,3.32
slump,3.1818181818181800,3.32
slur,4.608695652173910,3.31
slurp,2.272727272727270,3.83
slush,1.7391304347826100,4.04
slut,5.619047619047620,3.19
small,2.380952380952380,3.22
smallpox,3.4545454545454500,4.25
smartass,4.809523809523810,2.72
smash,3.25,3.79
smear,2.380952380952380,3.66
smell,2.5652173913043500,3.7
smelly,3.6818181818181800,3.07
smidgen,2.136363636363640,3
smite,3.8095238095238100,2.31
smoky,2.0416666666666700,4.04
smoothie,1.9545454545454500,4.62
smother,3.6842105263157900,3.1
smudge,2.0952380952381000,4.5
smug,4.684210526315790,1.83
smuggle,3.652173913043480,3
smuggler,3.782608695652170,4.31
snail,1.391304347826090,4.93
snappy,3.2857142857142900,2.65
snapshot,2.857142857142860,4.68
snatcher,4.2727272727272700,3.6
snazzy,3.952380952380950,1.77
sneak,3.2916666666666700,2.82
sneaker,2.12,4.69
sneaky,3.5416666666666700,1.97
snide,4.545454545454550,2.04
sniff,2.5,4.17
snippy,3.739130434782610,2.68
snob,5.476190476190480,2.7
snoop,3.652173913043480,3
snoopy,3.869565217391300,2.93
snooty,4.55,2.42
snooze,2.1739130434782600,3.31
snort,2.238095238095240,4.18
snot,1.7142857142857100,4.48
snotty,3.6666666666666700,2.39
snout,1.7142857142857100,4.89
snowball,2.391304347826090,4.93
snowfall,1.8095238095238100,4.66
snowflake,2.65,4.76
snowman,2.3043478260869600,4.64
snowstorm,1.5238095238095200,4.86
snowy,2.1666666666666700,4.25
snug,2.9545454545454500,2.54
snuggle,4.681818181818180,3.52
sober,4.45,2.86
sobriety,4.590909090909090,2.52
sociable,6.68,2.03
socialism,6.75,2.21
socialist,5.809523809523810,3.19
socialite,6.043478260869570,3.93
socialize,7,2.41
society,6.608695652173910,2.54
sociology,5.2105263157894700,1.79
sociopath,6.1,2.5
softball,3.1,4.89
soften,2.5833333333333300,2.57
softener,1.818181818181820,3.38
softness,3.136363636363640,3.1
software,3.1739130434782600,4.08
soggy,1.318181818181820,3.28
solace,4.565217391304350,2.04
solarium,1.9523809523809500,4.04
soldier,5.260869565217390,4.72
solemn,3.9545454545454500,1.52
solicit,4.619047619047620,2.83
solicitation,5,2.96
solicitor,5.590909090909090,3.92
solidarity,6.380952380952380,1.9
solitaire,3.1739130434782600,3.7
solitary,4.25,3.31
solitude,5,2.07
solo,2.636363636363640,2.79
solution,2.952380952380950,2.61
solve,2.5454545454545500,2.1
somersault,1.7272727272727300,4.79
sonic,2.25,2.29
soothe,3.2,2.14
sophisticated,4.0476190476190500,1.88
sophomore,3.611111111111110,3.45
sorcerer,3.8260869565217400,4.47
sorcery,3.4347826086956500,2
sore,1.7916666666666700,3.23
sorority,6,3.48
sorrow,4.32,2.36
sorrowful,3.6818181818181800,1.74
soul,4.0476190476190500,1.86
soulful,4.782608695652170,2.24
soulless,3.55,1.52
soundproof,2.0833333333333300,3.38
soundtrack,3.772727272727270,4.34
sour,2.409090909090910,3.14
source,2.5652173913043500,2.96
southbound,1.761904761904760,3.18
southern,3.090909090909090,2.62
southpaw,2.5238095238095200,3.78
southwest,1.7916666666666700,3.25
soviet,4.291666666666670,3.15
soybean,2,4.82
space,2.84,3.54
spacecraft,3.35,4.8
spaceship,3.263157894736840,4.48
spacing,2.6956521739130400,3.15
spacious,1.9565217391304300,2.56
spaghetti,1.6521739130434800,5
span,2.5454545454545500,3
spar,4.52,3.52
spare,2.5416666666666700,3.48
sparkle,2.391304347826090,3.81
sparkling,2.8421052631578900,3.31
sparkly,2.3043478260869600,3.54
spatial,2.25,1.96
speak,6.181818181818180,3.7
speakeasy,4.454545454545450,3.59
specialist,4.571428571428570,3
specialize,3.4347826086956500,1.7
specialty,3.619047619047620,2.43
species,4.590909090909090,3.36
specify,2.9,2.3
speck,1.95,4.46
specs,2.272727272727270,3.04
spectacle,3.772727272727270,3.45
spectator,5.958333333333330,4.07
spectrum,3.05,2.97
speculate,4,1.68
speech,6.08,3.37
speedboat,2.130434782608700,4.87
speedway,4.318181818181820,4.57
speedy,2.5652173913043500,2.93
spell,3.25,3.32
spelling,2.782608695652170,3.63
spend,3.3181818181818200,2.93
spender,4.130434782608700,3.48
spew,2.142857142857140,3.2
sphinx,2.4285714285714300,4.83
spicy,1.6363636363636400,3.31
spinach,1.2222222222222200,4.77
spinal,1.761904761904760,3.62
spineless,3.0833333333333300,2.25
spinner,1.4444444444444400,3.83
spirit,3.636363636363640,1.6
spirited,3.3,1.67
spiritual,5.545454545454550,1.79
spirituality,5.15,1.07
spit,3.4761904761904800,4.71
spiteful,3.9047619047619000,2.34
splatter,3.15,3.82
splendid,3,1.79
splendor,3.619047619047620,1.59
splint,2.636363636363640,4.69
splinter,1.8095238095238100,4.41
spoil,3.55,2.82
spoils,2.727272727272730,2.83
spokesman,5.958333333333330,4.11
sponge,1.4761904761904800,5
sponsor,4.523809523809520,3.28
sponsorship,5.304347826086960,2.6
spook,3.5238095238095200,3.14
spooky,3.363636363636360,2.25
spoonful,1.6363636363636400,4.43
sport,5.761904761904760,3.48
sporting,4.782608695652170,2.93
sportsman,4.875,4.44
sportsmanship,6.166666666666670,1.97
sportswriter,5.2,3.93
sporty,5.086956521739130,2.62
spotless,2.0454545454545500,3.34
spotlight,3.260869565217390,4.63
spotty,2.1818181818181800,2.96
spousal,5.782608695652170,2.52
spout,2.2,4.67
spreader,3.4,3.72
spree,3.5,2.92
spring,2.652173913043480,3.89
springtime,2.782608695652170,3.09
sprinkler,2.090909090909090,4.89
sprint,2.782608695652170,4.14
spunk,4.05,2.44
spunky,4.761904761904760,1.97
squabble,4.818181818181820,2.63
squadron,4.85,3.48
squash,2.95,4.7
squawk,2.15,3.73
squeaky,1.8571428571428600,3.07
squeal,2.391304347826090,3.42
squeeze,2.136363636363640,3.75
squirrel,1.9,4.89
stab,5,4.07
stability,3.4285714285714300,2.41
stabilize,3.363636363636360,2.72
stabilizer,1.8333333333333300,3.25
stagecoach,3.090909090909090,4.93
stagger,2.45,3.57
stagnant,2.75,3.07
stainless,1.5454545454545500,3.29
stair,1.5238095238095200,4.93
staircase,1.619047619047620,4.66
stairwell,2.2083333333333300,4.85
stakeout,3.272727272727270,3.38
stale,2.4782608695652200,3.48
stalemate,4.631578947368420,2.41
stalk,4.708333333333330,3.5
stallion,2.263157894736840,4.72
stamina,3.590909090909090,2.81
stampede,4.052631578947370,3.89
standardized,3,1.93
standby,2.380952380952380,2.34
standoff,4.428571428571430,2.93
standpoint,3.8260869565217400,1.71
standstill,2.863636363636360,2.39
stardom,5.238095238095240,2.26
stardust,2.272727272727270,3.08
starfish,1.608695652173910,4.9
starlet,3.3181818181818200,4.46
starlight,1.5238095238095200,4.34
starry,2.8,4.08
start,2.3333333333333300,2.71
starter,2.9166666666666700,3.38
startle,3.55,2.13
startling,3.85,2.54
starvation,4.291666666666670,2.42
starve,3.4545454545454500,3.48
starving,3.347826086956520,2.89
stat,2.4545454545454500,3.19
state,4.32,3.52
stately,2.9411764705882400,1.83
statement,4,2.96
stateroom,3.3529411764705900,4.5
stateside,3,3.08
statesman,5.454545454545450,3.76
static,2.409090909090910,3.32
station,3.9609665427509300,4.32
stationary,2.090909090909090,3.95
stationery,2.142857142857140,4.29
statistic,3.625,2.88
stature,3.952380952380950,2.32
status,5.375,2.24
statutory,3.380952380952380,1.75
stay,2.6818181818181800,2.15
stead,2.388888888888890,2.76
steadfast,3.952380952380950,1.92
stealing,4.863636363636360,3.28
stealth,2.85,2.76
steamboat,2.238095238095240,4.9
steaming,2.125,3.79
steering,2.380952380952380,4
stellar,2.5789473684210500,2.45
stepdaughter,5.7727272727272700,4.07
stepfather,6.636363636363640,4
stepmother,5.136363636363640,4.23
stepson,5.083333333333330,3.68
stereo,3.1818181818181800,4.63
stereotype,4.458333333333330,2
sterile,2.6956521739130400,2.67
sterilize,2.9545454545454500,2.97
sterling,2.263157894736840,3.93
stern,3.909090909090910,2.86
steroid,2,3.97
stethoscope,1.9047619047619000,4.86
steward,4.791666666666670,4.07
stewardess,5.913043478260870,4.31
stickler,4.05,2.46
stickup,4.315789473684210,3.5
sticky,2,3.59
stigma,4.086956521739130,1.76
stillness,2.48,2.4
stimulant,3.25,4.08
stimulate,4,3.22
stimulation,2.85,2.44
stimulus,3,3.04
stingy,3.75,2
stinker,2.869565217391300,2.81
stipulate,3.863636363636360,2.04
stitching,2.636363636363640,4.48
stock,2.238095238095240,4.19
stockbroker,3.9583333333333300,4.32
stockholder,3.9166666666666700,3.97
stocking,1.9166666666666700,4.86
stockings,2.608695652173910,4.62
stockpile,1.761904761904760,3.83
stockroom,2.44,4.61
stomach,2.347826086956520,4.89
stomachache,2.5,3.46
stomp,2.8095238095238100,4.41
stonewall,2.48,3.56
stony,2.1904761904761900,3.57
stop,2.3043478260869600,3.68
stopwatch,1.8333333333333300,4.92
storage,2.0833333333333300,3.47
storefront,3.952380952380950,4
storeroom,1.826086956521740,4.5
stormy,3.16,3.96
story,4.818181818181820,3.3
storybook,3.7,4.92
storyteller,5.44,3.88
stout,3.764705882352940,3.41
stove,1.9090909090909100,4.96
stow,2.409090909090910,3.08
stowaway,4.181818181818180,3.72
straddle,2.7142857142857100,3.74
straighten,2,3.72
strain,2.260869565217390,3
straitjacket,2.52,4.73
strand,1.95,4.1
strangulation,4.05,3.95
strapless,2.380952380952380,3.93
strapping,2,2.8
strategist,4.454545454545450,3.14
strategy,3.695652173913040,1.93
stratosphere,1.565217391304350,3.46
strawberry,1.7142857142857100,5
stray,3.3043478260869600,2.76
streak,2.909090909090910,3.67
streamline,2.5789473684210500,2.61
streetcar,2.857142857142860,4.89
streetlight,2,4.82
strength,3.9130434782608700,2.96
strengthen,4.24,2.5
strenuous,3.4347826086956500,2.55
stress,4.217391304347830,2.62
stressful,3.9545454545454500,1.89
stretch,2.090909090909090,3.62
stretcher,2.4761904761904800,4.56
strict,3.8260869565217400,2.72
stride,2.6842105263157900,3.81
strife,4.636363636363640,2.2
striker,4.190476190476190,3.73
string,2.5217391304347800,4.76
strings,1.9047619047619000,4.75
stringy,2.4285714285714300,3.5
stripe,1.9565217391304300,4.72
stripper,5.913043478260870,4.78
striptease,5.333333333333330,3.72
strive,3.9047619047619000,2.07
stroller,3.4545454545454500,4.96
strong,3.347826086956520,3.14
stronghold,3.772727272727270,2.81
structural,2.7142857142857100,2.69
structure,2.8260869565217400,4.03
struggle,3.6875,2.79
stubborn,4.521739130434780,2.18
student,6.130434782608700,4.92
stuff,2.5,3.13
stuffy,2.4761904761904800,2.61
stun,3,3.14
stunner,3.761904761904760,3.25
stunt,3.047619047619050,3.24
stupendous,3.391304347826090,1.54
stupidity,4.391304347826090,2.55
sturdy,2.875,2.86
style,3.5217391304347800,2.67
styling,3.5217391304347800,3.03
stylish,4.954545454545450,2.14
sub,2.5789473684210500,3.46
subatomic,1.85,2.85
subcommittee,5.409090909090910,3.55
subdivision,3.2083333333333300,3.89
subdue,3.5416666666666700,2.24
subdued,4.055555555555560,1.97
subject,3.2857142857142900,3.14
sublet,2.9047619047619000,3.04
sublevel,1.7894736842105300,3.14
subliminal,2.9047619047619000,1.93
submarine,3.0555555555555600,4.8
submerge,2.130434782608700,3.39
submersible,2.272727272727270,3.04
submission,4.7727272727272700,3
submit,2.8333333333333300,2.68
subordinate,4.958333333333330,2.73
subscriber,5.818181818181820,3.31
subscription,3.9545454545454500,3.22
subside,2.590909090909090,2.26
subsidiary,3,2.96
substance,2.65,3.44
substantial,2.625,2.03
substation,2.789473684210530,3.88
substitute,4.130434782608700,2.82
substitution,3.5652173913043500,2.52
subterranean,1.6111111111111100,3.4
subtext,2.8260869565217400,2.59
subtitle,2.130434782608700,3.84
subtle,2.8947368421052600,1.72
subtlety,3.1666666666666700,1.54
subtract,1.818181818181820,3.82
suburb,5,3.76
suburban,4.173913043478260,3.27
suburbia,4.705882352941180,3.31
succeed,4.458333333333330,2.33
success,5.086956521739130,2.21
successful,5,2.07
successor,5.2727272727272700,3.29
succulent,1.55,2.75
suck,2.608695652173910,3.46
suction,1.7,3.96
sue,4.521739130434780,3.07
suffer,4.0476190476190500,2.28
suffice,2.375,1.72
suffocate,2.863636363636360,3.74
suffocation,3.0869565217391300,3.41
suggest,4.136363636363640,1.8
suggestive,3.8095238095238100,2
suicidal,3.952380952380950,2.27
suicide,4.043478260869570,3.59
suitable,3.2941176470588200,1.93
suitcase,2.3684210526315800,4.97
suite,2.88,4.16
sulfur,1.0952380952381000,4.43
sullen,2.8947368421052600,2.47
sum,1.6956521739130400,2.89
summarize,2.75,2.32
summary,2.5238095238095200,3.03
summation,2.95,2.35
summerhouse,4.35,4.54
summertime,4.541666666666670,2.96
summon,4.45,2.79
summons,3.6,2.97
sunburn,3.619047619047620,4.57
sunflower,1.2083333333333300,4.8
sunglasses,2,4.83
sunken,2.05,3.72
sunlight,2.217391304347830,4.45
sunrise,2.0869565217391300,4.69
sunroof,1.5833333333333300,4.68
sunset,2.625,4.54
sunshine,1.875,4.21
superb,2.96,1.62
superficial,3.6666666666666700,1.85
superhuman,4.217391304347830,2.59
superintendent,5.05,4.21
superman,4.666666666666670,3.41
supermarket,5.473684210526320,4.57
supernova,1.7083333333333300,3.78
superpower,3.8333333333333300,2.87
superstar,6.25,3.36
supervise,5.318181818181820,2.48
supervisor,5.458333333333330,4.26
supper,4.363636363636360,4.63
supplement,2.9565217391304300,3.07
supplier,4.782608695652170,3.41
supply,3.952380952380950,3.43
support,6.142857142857140,2.83
supporter,6.083333333333330,3.26
suppress,3.5416666666666700,2.22
suppression,4.05,2.31
supremacy,5.5,1.9
supreme,3.136363636363640,2
surface,2.047619047619050,4.26
surfboard,2.409090909090910,4.57
surfer,4,4.73
surge,3,2.78
surgeon,4.842105263157900,4.54
surgery,4.64,4.34
surgical,3.2916666666666700,2.89
surname,4.636363636363640,2.79
surplus,2.952380952380950,3.33
surprise,4.7272727272727300,3.24
surprised,4.363636363636360,2.5
surreal,2.625,1.3
surrender,5.666666666666670,2.63
surrogate,4.105263157894740,2.83
surround,4.136363636363640,2.81
surroundings,3.4545454545454500,3.88
surveillance,4.583333333333330,3.11
survey,4.454545454545450,4.08
survival,4.3,2.34
survive,3.76,2.55
survivor,4.6,3.33
suspect,5.045454545454550,2.59
suspend,2.608695652173910,2.74
suspense,3.3043478260869600,1.85
suspension,3.130434782608700,3.17
sustain,3.4545454545454500,2.17
sustenance,3.5833333333333300,2.26
swag,4.75,3.14
swallow,1.84,3.89
swear,4.125,2.45
sweater,1.8571428571428600,4.78
sweatshirt,2.526315789473680,4.93
sweatshop,4.318181818181820,4.07
sweetheart,5.857142857142860,2.79
sweetie,4.636363636363640,2.54
sweetness,2.9130434782608700,2.83
swell,2.090909090909090,3.31
swift,2.3181818181818200,3.04
swimsuit,2.1818181818181800,4.78
swindle,5.105263157894740,2.68
swindler,5.2272727272727300,3.37
swinger,5.086956521739130,3.29
swirl,1.7272727272727300,3.93
swish,2.0952380952381000,3.04
switch,2.2857142857142900,4.07
switchblade,2,5
switchboard,2.4545454545454500,4.61
swoon,4.095238095238100,3
swoop,2.05,3.19
sword,2.52,4.93
swordfish,1.5,4.89
swordplay,4.5,4.09
swordsman,3.36,4.7
syllable,1.380952380952380,3.26
syllabus,3.409090909090910,4.07
symbol,2.9583333333333300,3.11
symbolic,3.652173913043480,2.11
symbolism,4.304347826086960,1.41
symbolize,3.5454545454545500,2.4
symmetrical,2.347826086956520,3.61
symmetry,1.7391304347826100,2.79
sympathetic,5.2727272727272700,1.77
sympathize,5.818181818181820,1.54
sympathy,6.136363636363640,1.88
symphonic,3.25,2.83
symphony,4.8,4.21
symposium,5.714285714285710,3.58
symptom,3.5238095238095200,3.19
symptomatic,4.142857142857140,2.04
synagogue,5.7727272727272700,4.54
synaptic,2.3684210526315800,2.54
sync,3.5833333333333300,2.38
synchronize,4.086956521739130,2.73
syndicate,5.904761904761910,2.33
syndrome,3.636363636363640,2.48
synonymous,2.3043478260869600,2.22
synthesizer,2.3043478260869600,4.04
synthetic,2,3
syphilis,3.75,3.93
syrup,1.4583333333333300,4.76
system,4.208333333333330,2.94
systematic,3.12,2
tabasco,1.7272727272727300,4.59
table,2.375,4.9
tablecloth,2.1904761904761900,4.85
tablet,3.1904761904761900,4.82
tabloid,4.590909090909090,4.07
taboo,5.75,1.67
tackle,3.3333333333333300,4.28
tacky,3.217391304347830,2.58
tact,3.5238095238095200,1.76
tactful,4.478260869565220,2.21
tactic,3.6666666666666700,2.1
tactical,2.9565217391304300,2.08
taffy,2.5,4.79
tailgate,3.4210526315789500,3.93
taint,2.6666666666666700,2.19
take,3.8095238095238100,3.06
takeoff,2.5,3.41
takeover,4.12,2.83
taker,4.454545454545450,2.3
tale,3.72,3.23
talent,4.5,2.19
talented,4.826086956521740,2.04
talisman,2.863636363636360,4.15
talkative,5.904761904761910,3
talker,6.05,4.39
tall,3.0434782608695700,3.36
tally,2.5714285714285700,3.07
talon,1.9,4.8
tambourine,1.9565217391304300,4.86
tamer,3.772727272727270,2.64
tamper,4.105263157894740,3.04
tangerine,2.1739130434782600,4.81
tangible,3.136363636363640,2.77
tangle,2.473684210526320,3.96
tantrum,4.15,3.37
tapestry,1.4782608695652200,4.52
tapeworm,1.5909090909090900,4.93
tapioca,1.8636363636363600,4.64
tar,1.2777777777777800,4.78
tarantula,1.9545454545454500,4.83
tardiness,4.111111111111110,2.47
tardy,4,2.31
tarot,3.9473684210526300,3.4
tart,2.6,3.27
task,3.636363636363640,2.84
tassel,1.2777777777777800,4.73
tasteful,3.5217391304347800,2.21
tasteless,2.6666666666666700,2.54
tasty,3.0434782608695700,2.86
tattoo,3.4,4.71
taunt,5.526315789473680,2.93
taxpayer,5.041666666666670,4.14
teach,6.28,3.15
teahouse,4.545454545454550,4.57
teammate,6.590909090909090,4.15
teamwork,6.72,2.37
teapot,2.363636363636360,4.96
tearful,4.130434782608700,3.5
tease,5.545454545454550,2.59
teaspoon,1.3478260869565200,4.76
teatime,4.708333333333330,3.11
tech,3,3.03
technical,2.909090909090910,1.97
technician,4.291666666666670,4.1
technique,3.1052631578947400,2.4
techno,3.0434782608695700,2.96
technological,3.739130434782610,2.08
technology,4.590909090909090,3.24
tedious,2.9545454545454500,1.97
teenage,5.086956521739130,3.52
teenager,5.541666666666670,4.34
teensy,3.363636363636360,3
teeny,2.772727272727270,3.17
teething,2,3.58
telegram,4.666666666666670,4.63
telegraph,3.45,4.59
telekinesis,4.125,2.64
telepathic,5.333333333333330,1.93
telepathy,4.2272727272727300,2.17
telescope,1.818181818181820,5
televised,5.125,3.63
television,4.621973929236500,4.83
tell,5.238095238095240,2.9
temper,3.85,2.56
temperance,4.277777777777780,2.1
temperature,2.909090909090910,3.71
tempest,2.65,3.17
template,2.4545454545454500,4.19
tempo,3.047619047619050,2.81
tempt,4,2.1
temptation,4.08,1.84
temptress,5.086956521739130,3.08
ten,1.565217391304350,3.39
tenant,5.095238095238100,4.55
tend,4.5,2
tendency,3.347826086956520,1.83
tender,3.9545454545454500,2.58
tenderfoot,2.2777777777777800,2.74
tenderness,4.173913043478260,2.06
tendon,1.3157894736842100,4.47
tenor,2.6,3.04
tension,4.2727272727272700,2.6
tentative,3.375,2.03
tenure,3.85,2.42
term,2.5238095238095200,2.82
terminate,2.8095238095238100,2.29
termite,1.631578947368420,4.7
terrible,3.2083333333333300,2.04
terrier,2.0555555555555600,4.62
terrific,3.28,2.07
terrify,4.105263157894740,2.71
territorial,4.217391304347830,2.71
territory,5.68,3.41
terror,4.583333333333330,2.43
terrorism,5.2727272727272700,2.79
terrorize,5.363636363636360,2.84
testament,3.9565217391304300,2.7
testicle,2.090909090909090,4.59
testicular,1.608695652173910,3.71
testify,4.875,2.67
testimonial,4.818181818181820,2.92
testimony,4.043478260869570,3.21
textile,2.1739130434782600,4.23
texture,1.6666666666666700,3.83
thank,6.380952380952380,3
thankful,4.909090909090910,1.69
thankless,3.6666666666666700,1.89
thanksgiving,6.25,3.33
theater,5.818181818181820,4.92
theatrical,4.380952380952380,2.18
theft,4,2.93
theme,2.875,2.72
theology,4.142857142857140,1.93
theory,3.65,1.47
therapist,5.333333333333330,4.52
therapy,5.818181818181820,2.85
thermal,1.9166666666666700,3.21
thermometer,2,4.96
thermos,1.4705882352941200,4.67
thermostat,1.8095238095238100,4.87
thickness,1.9047619047619000,3.37
thing,1.894736842105260,3.17
thingy,2.619047619047620,2.5
thinker,4.869565217391310,2.54
third,2.15,3.44
thirst,3.136363636363640,3.04
thorny,1.9090909090909100,4.26
thorough,2.7083333333333300,1.66
thoroughbred,3.5,3.37
thousand,1.6521739130434800,3.08
thrash,2.782608695652170,3.59
thread,2.130434782608700,4.83
threat,5.380952380952380,2.52
threaten,5.5,2.63
threesome,5.333333333333330,3.52
threshold,2.380952380952380,3.48
thrift,4.130434782608700,2.36
thrill,4.826086956521740,2.46
thriller,3.2083333333333300,2.21
thrive,4.5,2.21
