participant,Word,ACC,RT,PoS,Socialness,Concreteness
R_1pYD7QKz5G1Tu7B,talker,1,NA,Noun,Social,4.39
R_1pYD7QKz5G1Tu7B,magnetism,1,NA,Noun,Nonsocial,2.54
R_1pYD7QKz5G1Tu7B,banish,1,1.1581,Verb,Social,2.41
R_1pYD7QKz5G1Tu7B,cooperate,1,1.3845,Verb,Social,1.87
R_1pYD7QKz5G1Tu7B,untie,1,1.9013,Verb,Nonsocial,3.89
R_1pYD7QKz5G1Tu7B,option,1,NA,Noun,Nonsocial,2.39
R_1pYD7QKz5G1Tu7B,job,1,NA,Noun,Social,3.19
R_1pYD7QKz5G1Tu7B,finalize,1,1.4498,Verb,Nonsocial,2.14
R_1pYD7QKz5G1Tu7B,refuel,1,1.4155,Verb,Nonsocial,3.53
R_1pYD7QKz5G1Tu7B,absorb,1,1.0851,Verb,Nonsocial,3.11
R_1pYD7QKz5G1Tu7B,deduct,1,0.8654,Verb,Nonsocial,2.31
R_1pYD7QKz5G1Tu7B,aggressor,1,NA,Noun,Social,3.29
R_1pYD7QKz5G1Tu7B,solitude,1,NA,Noun,Social,2.07
R_1pYD7QKz5G1Tu7B,speech,1,NA,Noun,Social,3.37
R_1pYD7QKz5G1Tu7B,royalty,1,NA,Noun,Social,3.11
R_1pYD7QKz5G1Tu7B,excursion,1,NA,Noun,Social,2.93
R_1pYD7QKz5G1Tu7B,esteem,0,1.5161,Noun,Social,1.83
R_1pYD7QKz5G1Tu7B,avenge,1,1.1509,Verb,Social,2.07
R_1pYD7QKz5G1Tu7B,medley,1,NA,Noun,Nonsocial,2.93
R_1pYD7QKz5G1Tu7B,delusion,1,NA,Noun,Nonsocial,2.3
R_1pYD7QKz5G1Tu7B,dynasty,1,NA,Noun,Social,2.46
R_1pYD7QKz5G1Tu7B,brainwash,1,0.8323,Verb,Social,2.21
R_1pYD7QKz5G1Tu7B,summarize,1,0.8185,Verb,Nonsocial,2.32
R_1pYD7QKz5G1Tu7B,greet,1,0.6999,Verb,Social,2.96
R_1pYD7QKz5G1Tu7B,savior,1,NA,Noun,Social,3.04
R_1pYD7QKz5G1Tu7B,deteriorate,1,1.1682,Verb,Nonsocial,3
R_1pYD7QKz5G1Tu7B,artistry,1,NA,Noun,Social,2
R_1pYD7QKz5G1Tu7B,cherish,1,1.019,Verb,Social,1.73
R_1pYD7QKz5G1Tu7B,layer,0,1.7332,Noun,Nonsocial,3.52
R_1pYD7QKz5G1Tu7B,preach,1,1.2848,Verb,Social,3.37
R_1pYD7QKz5G1Tu7B,foreigner,1,NA,Noun,Social,3.32
R_1pYD7QKz5G1Tu7B,privilege,0,1.4782,Noun,Social,1.93
R_1pYD7QKz5G1Tu7B,bleeder,1,NA,Noun,Nonsocial,3.5
R_1pYD7QKz5G1Tu7B,retain,1,1.4114,Verb,Nonsocial,2.32
R_1pYD7QKz5G1Tu7B,patriot,1,NA,Noun,Social,3.36
R_1pYD7QKz5G1Tu7B,standstill,1,NA,Noun,Nonsocial,2.39
R_1pYD7QKz5G1Tu7B,lighten,1,1.645,Verb,Nonsocial,2.93
R_1pYD7QKz5G1Tu7B,reinforce,1,0.7362,Verb,Nonsocial,2.32
R_1pYD7QKz5G1Tu7B,finale,1,NA,Noun,Nonsocial,2.76
R_1pYD7QKz5G1Tu7B,jiffy,1,NA,Noun,Nonsocial,2.33
R_1pYD7QKz5G1Tu7B,motivate,1,0.7658,Verb,Social,2.07
R_1pYD7QKz5G1Tu7B,chapter,0,2.298,Noun,Nonsocial,3.43
R_1pYD7QKz5G1Tu7B,rearrange,1,1.3508,Verb,Nonsocial,3.26
R_1pYD7QKz5G1Tu7B,invite,1,0.6189,Verb,Social,3
R_1pYD7QKz5G1Tu7B,precedent,1,NA,Noun,Nonsocial,1.63
R_1pYD7QKz5G1Tu7B,detail,0,0.9047,Noun,Nonsocial,2.5
R_1pYD7QKz5G1Tu7B,size,0,1.3921,Noun,Nonsocial,3.13
R_1pYD7QKz5G1Tu7B,radiate,1,1.8518,Verb,Nonsocial,2.93
R_1pYD7QKz5G1Tu7B,fraction,1,NA,Noun,Nonsocial,3.1
R_1pYD7QKz5G1Tu7B,soften,1,1.3018,Verb,Nonsocial,2.57
R_1pYD7QKz5G1Tu7B,impress,1,1.4716,Verb,Social,2.07
R_1pYD7QKz5G1Tu7B,openness,1,NA,Noun,Social,1.9
R_1pYD7QKz5G1Tu7B,distortion,1,NA,Noun,Nonsocial,2.3
R_1pYD7QKz5G1Tu7B,liberate,1,0.5806,Verb,Social,2.29
R_1pYD7QKz5G1Tu7B,sterilize,1,1.3347,Verb,Nonsocial,2.97
R_1pYD7QKz5G1Tu7B,onset,1,NA,Noun,Nonsocial,2.14
R_1pYD7QKz5G1Tu7B,enhance,1,0.798,Verb,Nonsocial,2.21
R_1pYD7QKz5G1Tu7B,befriend,1,1.9898,Verb,Social,2.36
R_1pYD7QKz5G1Tu7B,decompose,1,1.5875,Verb,Nonsocial,3
R_1pYD7QKz5G1Tu7B,metaphor,1,NA,Noun,Nonsocial,1.94
R_1pYD7QKz5G1Tu7B,allergy,1,NA,Noun,Nonsocial,3.68
R_1pYD7QKz5G1Tu7B,agility,1,NA,Noun,Nonsocial,2.38
R_1pYD7QKz5G1Tu7B,recreate,1,1.0445,Verb,Nonsocial,2.41
R_1pYD7QKz5G1Tu7B,goodwill,1,NA,Noun,Social,2.54
R_1pYD7QKz5G1Tu7B,advertise,1,0.6676,Verb,Social,2.81
R_1pYD7QKz5G1Tu7B,colony,1,NA,Noun,Social,3.77
R_1pYD7QKz5G1Tu7B,unravel,1,1.0419,Verb,Nonsocial,2.59
R_1pYD7QKz5G1Tu7B,category,1,NA,Noun,Nonsocial,2.82
R_1pYD7QKz5G1Tu7B,accompany,1,1.5586,Verb,Social,3.07
R_1pYD7QKz5G1Tu7B,engage,1,1.5165,Verb,Social,2.07
R_1pYD7QKz5G1Tu7B,activate,1,0.6656,Verb,Nonsocial,2.97
R_1pYD7QKz5G1Tu7B,derive,1,1.2357,Verb,Nonsocial,2
R_1pYD7QKz5G1Tu7B,hometown,1,NA,Noun,Social,3.33
R_1pYD7QKz5G1Tu7B,dialect,1,NA,Noun,Social,2.67
R_1pYD7QKz5G1Tu7B,maintain,1,1.258,Verb,Nonsocial,2.32
R_1pYD7QKz5G1Tu7B,consult,1,1.116,Verb,Social,3.04
R_1pYD7QKz5G1Tu7B,monogamy,1,NA,Noun,Social,1.7
R_1pYD7QKz5G1Tu7B,fidelity,1,NA,Noun,Social,1.87
R_1pYD7QKz5G1Tu7B,confront,1,1.3335,Verb,Social,2.43
R_1pYD7QKz5G1Tu7B,reunite,1,1.4428,Verb,Social,2.86
R_1pYD7QKz5G1Tu7B,propose,1,1.8997,Verb,Social,2.19
R_1pYD7QKz5G1Tu7B,hierarchy,1,NA,Noun,Social,2.59
R_1pYD7QKz5G1Tu7B,dignify,1,1.0671,Verb,Social,1.71
R_1pYD7QKz5G1Tu7B,freshen,0,NA,Verb,Nonsocial,2.17
R_1pYD7QKz5G1Tu7B,etiquette,1,NA,Noun,Social,2.15
R_1pYD7QKz5G1Tu7B,replicate,1,1.1995,Verb,Nonsocial,3.33
R_1pYD7QKz5G1Tu7B,endorse,1,0.6171,Verb,Social,2.41
R_1pYD7QKz5G1Tu7B,environment,1,NA,Noun,Social,3.74
R_1pYD7QKz5G1Tu7B,arise,1,0.5363,Verb,Nonsocial,3.17
R_1pYD7QKz5G1Tu7B,management,1,NA,Noun,Social,2.72
R_1pYD7QKz5G1Tu7B,install,1,0.7224,Verb,Nonsocial,3.19
R_1pYD7QKz5G1Tu7B,dioxide,1,NA,Noun,Nonsocial,2.81
R_1pYD7QKz5G1Tu7B,compound,0,0.8052,Noun,Nonsocial,3.03
R_1pYD7QKz5G1Tu7B,foresight,1,NA,Noun,Nonsocial,1.79
R_1pYD7QKz5G1Tu7B,confess,1,0.7876,Verb,Social,2.57
R_1pYD7QKz5G1Tu7B,extend,1,0.5933,Verb,Nonsocial,2.93
R_1pYD7QKz5G1Tu7B,ventilation,1,NA,Noun,Nonsocial,3.48
R_1pYD7QKz5G1Tu7B,nightfall,1,NA,Noun,Nonsocial,3.79
R_1pYD7QKz5G1Tu7B,guidance,1,NA,Noun,Social,2.46
R_1pYD7QKz5G1Tu7B,reflect,1,0.7179,Verb,Nonsocial,2.81
R_1pYD7QKz5G1Tu7B,restore,1,0.8447,Verb,Nonsocial,2.79
R_1pYD7QKz5G1Tu7B,pacify,1,0.7326,Verb,Social,2.04
R_1pYD7QKz5G1Tu7B,teamwork,1,NA,Noun,Social,2.37
R_1pYD7QKz5G1Tu7B,outcome,1,NA,Noun,Nonsocial,2.27
R_1pYD7QKz5G1Tu7B,decipher,1,0.8403,Verb,Nonsocial,2.83
R_1pYD7QKz5G1Tu7B,postpone,1,0.8699,Verb,Nonsocial,2.29
R_1pYD7QKz5G1Tu7B,reconstruct,1,0.6836,Verb,Nonsocial,3.2
R_1pYD7QKz5G1Tu7B,cleanse,1,0.5855,Verb,Nonsocial,3.31
R_1pYD7QKz5G1Tu7B,confide,1,0.7676,Verb,Social,1.81
R_1pYD7QKz5G1Tu7B,wrapper,1,NA,Noun,Nonsocial,4.39
R_1pYD7QKz5G1Tu7B,implore,1,0.6672,Verb,Social,1.61
R_1Q4UCO8Qw3QKCfq,dynamo,1,NA,Noun,Nonsocial,2.71
R_1Q4UCO8Qw3QKCfq,infiltrate,1,1.4485,Verb,Social,2.71
R_1Q4UCO8Qw3QKCfq,jiffy,1,NA,Noun,Nonsocial,2.33
R_1Q4UCO8Qw3QKCfq,renew,1,0.6583,Verb,Nonsocial,2.07
R_1Q4UCO8Qw3QKCfq,enter,1,0.5503,Verb,Nonsocial,3.12
R_1Q4UCO8Qw3QKCfq,lighten,1,0.5792,Verb,Nonsocial,2.93
R_1Q4UCO8Qw3QKCfq,volumes,1,NA,Noun,Nonsocial,3.03
R_1Q4UCO8Qw3QKCfq,unload,1,0.7499,Verb,Nonsocial,3.21
R_1Q4UCO8Qw3QKCfq,implore,1,0.5927,Verb,Social,1.61
R_1Q4UCO8Qw3QKCfq,replenish,1,0.924,Verb,Nonsocial,2.18
R_1Q4UCO8Qw3QKCfq,donate,1,0.6569,Verb,Social,2.88
R_1Q4UCO8Qw3QKCfq,decipher,1,0.8468,Verb,Nonsocial,2.83
R_1Q4UCO8Qw3QKCfq,fidelity,1,NA,Noun,Social,1.87
R_1Q4UCO8Qw3QKCfq,confide,1,1.444,Verb,Social,1.81
R_1Q4UCO8Qw3QKCfq,adulthood,1,NA,Noun,Social,2.5
R_1Q4UCO8Qw3QKCfq,pronounce,1,0.7449,Verb,Nonsocial,2.63
R_1Q4UCO8Qw3QKCfq,fireside,1,NA,Noun,Nonsocial,3.84
R_1Q4UCO8Qw3QKCfq,unhook,1,2.1031,Verb,Nonsocial,3.34
R_1Q4UCO8Qw3QKCfq,derive,1,0.8074,Verb,Nonsocial,2
R_1Q4UCO8Qw3QKCfq,feedback,1,NA,Noun,Social,2.48
R_1Q4UCO8Qw3QKCfq,persuade,1,0.7484,Verb,Social,2.07
R_1Q4UCO8Qw3QKCfq,engage,1,0.7515,Verb,Social,2.07
R_1Q4UCO8Qw3QKCfq,magnetism,1,NA,Noun,Nonsocial,2.54
R_1Q4UCO8Qw3QKCfq,make,1,0.644,Verb,Nonsocial,2.67
R_1Q4UCO8Qw3QKCfq,event,1,NA,Noun,Social,2.69
R_1Q4UCO8Qw3QKCfq,deteriorate,1,0.7223,Verb,Nonsocial,3
R_1Q4UCO8Qw3QKCfq,congratulate,1,1.0248,Verb,Social,3.04
R_1Q4UCO8Qw3QKCfq,percentage,1,NA,Noun,Nonsocial,2.9
R_1Q4UCO8Qw3QKCfq,trajectory,1,NA,Noun,Nonsocial,3.1
R_1Q4UCO8Qw3QKCfq,outcome,1,NA,Noun,Nonsocial,2.27
R_1Q4UCO8Qw3QKCfq,array,1,NA,Noun,Nonsocial,2.54
R_1Q4UCO8Qw3QKCfq,summarize,1,0.7157,Verb,Nonsocial,2.32
R_1Q4UCO8Qw3QKCfq,goodwill,1,NA,Noun,Social,2.54
R_1Q4UCO8Qw3QKCfq,teamwork,1,NA,Noun,Social,2.37
R_1Q4UCO8Qw3QKCfq,environment,1,NA,Noun,Social,3.74
R_1Q4UCO8Qw3QKCfq,fluke,1,NA,Noun,Nonsocial,2.34
R_1Q4UCO8Qw3QKCfq,manipulate,1,1.2475,Verb,Social,2.55
R_1Q4UCO8Qw3QKCfq,openness,1,NA,Noun,Social,1.9
R_1Q4UCO8Qw3QKCfq,alignment,1,NA,Noun,Nonsocial,3.26
R_1Q4UCO8Qw3QKCfq,impress,1,2.4745,Verb,Social,2.07
R_1Q4UCO8Qw3QKCfq,fraction,1,NA,Noun,Nonsocial,3.1
R_1Q4UCO8Qw3QKCfq,sinner,1,NA,Noun,Social,3.07
R_1Q4UCO8Qw3QKCfq,assess,0,NA,Verb,Nonsocial,2.26
R_1Q4UCO8Qw3QKCfq,summary,1,NA,Noun,Nonsocial,3.03
R_1Q4UCO8Qw3QKCfq,enhance,1,1.6581,Verb,Nonsocial,2.21
R_1Q4UCO8Qw3QKCfq,replicate,1,2.4745,Verb,Nonsocial,3.33
R_1Q4UCO8Qw3QKCfq,ventilation,1,NA,Noun,Nonsocial,3.48
R_1Q4UCO8Qw3QKCfq,commandeer,0,NA,Verb,Social,3.7
R_1Q4UCO8Qw3QKCfq,cleanse,1,1.7564,Verb,Nonsocial,3.31
R_1Q4UCO8Qw3QKCfq,wrapper,1,NA,Noun,Nonsocial,4.39
R_1Q4UCO8Qw3QKCfq,colony,1,NA,Noun,Social,3.77
R_1Q4UCO8Qw3QKCfq,metaphor,1,NA,Noun,Nonsocial,1.94
R_1Q4UCO8Qw3QKCfq,seduce,1,1.4626,Verb,Social,2.18
R_1Q4UCO8Qw3QKCfq,onset,1,NA,Noun,Nonsocial,2.14
R_1Q4UCO8Qw3QKCfq,mankind,1,NA,Noun,Social,2.97
R_1Q4UCO8Qw3QKCfq,allergy,1,NA,Noun,Nonsocial,3.68
R_1Q4UCO8Qw3QKCfq,contain,0,NA,Verb,Nonsocial,2.74
R_1Q4UCO8Qw3QKCfq,bribery,1,NA,Noun,Social,2.89
R_1Q4UCO8Qw3QKCfq,preach,1,2.2234,Verb,Social,3.37
R_1Q4UCO8Qw3QKCfq,deduct,1,1.2026,Verb,Nonsocial,2.31
R_1Q4UCO8Qw3QKCfq,dignify,0,NA,Verb,Social,1.71
R_1Q4UCO8Qw3QKCfq,participate,1,1.7079,Verb,Social,2.59
R_1Q4UCO8Qw3QKCfq,endorse,1,1.6105,Verb,Social,2.41
R_1Q4UCO8Qw3QKCfq,terminate,1,1.6174,Verb,Nonsocial,2.29
R_1Q4UCO8Qw3QKCfq,dissolve,1,0.662,Verb,Nonsocial,3.15
R_1Q4UCO8Qw3QKCfq,lend,1,0.6052,Verb,Social,3.07
R_1Q4UCO8Qw3QKCfq,rearrange,1,0.6668,Verb,Nonsocial,3.26
R_1Q4UCO8Qw3QKCfq,foresight,1,NA,Noun,Nonsocial,1.79
R_1Q4UCO8Qw3QKCfq,artistry,1,NA,Noun,Social,2
R_1Q4UCO8Qw3QKCfq,layer,1,NA,Noun,Nonsocial,3.52
R_1Q4UCO8Qw3QKCfq,straighten,1,1.1193,Verb,Nonsocial,3.72
R_1Q4UCO8Qw3QKCfq,supervise,1,1.7454,Verb,Social,2.48
R_1Q4UCO8Qw3QKCfq,hypnotize,1,1.5488,Verb,Social,2.48
R_1Q4UCO8Qw3QKCfq,connect,1,0.6655,Verb,Social,2.88
R_1Q4UCO8Qw3QKCfq,tourism,1,NA,Noun,Social,3
R_1Q4UCO8Qw3QKCfq,solitude,1,NA,Noun,Social,2.07
R_1Q4UCO8Qw3QKCfq,impregnate,1,1.1717,Verb,Social,3.29
R_1Q4UCO8Qw3QKCfq,option,1,NA,Noun,Nonsocial,2.39
R_1Q4UCO8Qw3QKCfq,reviewer,1,NA,Noun,Social,3.67
R_1Q4UCO8Qw3QKCfq,extend,1,1.0562,Verb,Nonsocial,2.93
R_1Q4UCO8Qw3QKCfq,gravity,1,NA,Noun,Nonsocial,2.86
R_1Q4UCO8Qw3QKCfq,job,1,NA,Noun,Social,3.19
R_1Q4UCO8Qw3QKCfq,negotiate,1,1.0876,Verb,Social,2
R_1Q4UCO8Qw3QKCfq,variation,1,NA,Noun,Nonsocial,2.46
R_1Q4UCO8Qw3QKCfq,reunite,1,1.0705,Verb,Social,2.86
R_1Q4UCO8Qw3QKCfq,amendment,1,NA,Noun,Nonsocial,2.44
R_1Q4UCO8Qw3QKCfq,agility,1,NA,Noun,Nonsocial,2.38
R_1Q4UCO8Qw3QKCfq,retain,1,0.6136,Verb,Nonsocial,2.32
R_1Q4UCO8Qw3QKCfq,warfare,1,NA,Noun,Social,3.03
R_1Q4UCO8Qw3QKCfq,catalyst,1,NA,Noun,Nonsocial,2.85
R_1Q4UCO8Qw3QKCfq,compound,1,NA,Noun,Nonsocial,3.03
R_1Q4UCO8Qw3QKCfq,manhood,1,NA,Noun,Social,2.59
R_1Q4UCO8Qw3QKCfq,maintain,0,NA,Verb,Nonsocial,2.32
R_1Q4UCO8Qw3QKCfq,nightfall,1,NA,Noun,Nonsocial,3.79
R_1Q4UCO8Qw3QKCfq,reconcile,1,0.6954,Verb,Social,1.79
R_1Q4UCO8Qw3QKCfq,tolerate,1,1.2421,Verb,Social,1.78
R_1Q4UCO8Qw3QKCfq,migraine,1,NA,Noun,Nonsocial,3.2
R_1Q4UCO8Qw3QKCfq,genie,1,NA,Noun,Nonsocial,3.25
R_1Q4UCO8Qw3QKCfq,ingredient,0,1.6993,Noun,Nonsocial,3.84
R_1Q4UCO8Qw3QKCfq,arise,1,0.6319,Verb,Nonsocial,3.17
R_1Q4UCO8Qw3QKCfq,dioxide,1,NA,Noun,Nonsocial,2.81
R_1Q4UCO8Qw3QKCfq,excursion,1,NA,Noun,Social,2.93
R_1Q4UCO8Qw3QKCfq,conspire,1,0.8354,Verb,Social,2.67
R_1Q4UCO8Qw3QKCfq,install,1,0.5704,Verb,Nonsocial,3.19
R_1Q4UCO8Qw3QKCfq,exhibition,1,NA,Noun,Social,3.52
R_1Q4UCO8Qw3QKCfq,anomaly,1,NA,Noun,Nonsocial,1.79
R_1Q4UCO8Qw3QKCfq,invade,1,0.6528,Verb,Social,3.28
R_1Q4UCO8Qw3QKCfq,postpone,1,0.6671,Verb,Nonsocial,2.29
R_1Q4UCO8Qw3QKCfq,activate,1,0.506,Verb,Nonsocial,2.97
R_1Q4UCO8Qw3QKCfq,decompose,1,0.5996,Verb,Nonsocial,3
R_1Q4UCO8Qw3QKCfq,authorize,1,0.6513,Verb,Social,2.22
R_1Q4UCO8Qw3QKCfq,liberate,1,0.5843,Verb,Social,2.29
R_1Q4UCO8Qw3QKCfq,monogamy,1,NA,Noun,Social,1.7
R_1Q4UCO8Qw3QKCfq,attend,1,0.5891,Verb,Social,3.17
R_1Q4UCO8Qw3QKCfq,conjure,1,0.6315,Verb,Nonsocial,2.3
R_1Q4UCO8Qw3QKCfq,uprising,1,NA,Noun,Social,2.41
R_1Q4UCO8Qw3QKCfq,discontinue,1,0.794,Verb,Nonsocial,2.5
R_1Q4UCO8Qw3QKCfq,countdown,1,NA,Noun,Nonsocial,3.3
R_1Q4UCO8Qw3QKCfq,immigration,1,NA,Noun,Social,3.03
R_1Q4UCO8Qw3QKCfq,attract,1,0.6141,Verb,Social,2.73
R_1Q4UCO8Qw3QKCfq,simplicity,1,NA,Noun,Nonsocial,1.96
R_1Q4UCO8Qw3QKCfq,untie,1,0.8615,Verb,Nonsocial,3.89
R_1Q4UCO8Qw3QKCfq,reinforce,1,0.9306,Verb,Nonsocial,2.32
R_1Q4UCO8Qw3QKCfq,potency,1,NA,Noun,Nonsocial,2.32
R_1Q4UCO8Qw3QKCfq,calculate,1,0.98740000000000006,Verb,Nonsocial,2.74
R_1Q4UCO8Qw3QKCfq,dynasty,1,NA,Noun,Social,2.46
R_1Q4UCO8Qw3QKCfq,befriend,1,1.034,Verb,Social,2.36
R_1Q4UCO8Qw3QKCfq,scramble,1,0.8253,Verb,Nonsocial,3.31
R_1Q4UCO8Qw3QKCfq,timing,1,NA,Noun,Nonsocial,2.86
R_1Q4UCO8Qw3QKCfq,hometown,1,NA,Noun,Social,3.33
R_1Q4UCO8Qw3QKCfq,mingle,1,0.9798,Verb,Social,3.17
R_1Q4UCO8Qw3QKCfq,hierarchy,1,NA,Noun,Social,2.59
R_1Q4UCO8Qw3QKCfq,reconstruct,1,1.4923,Verb,Nonsocial,3.2
R_1Q4UCO8Qw3QKCfq,communicate,1,0.6791,Verb,Social,3.43
R_1Q4UCO8Qw3QKCfq,privilege,1,NA,Noun,Social,1.93
R_1Q4UCO8Qw3QKCfq,generate,1,0.6591,Verb,Nonsocial,2.23
R_1Q4UCO8Qw3QKCfq,sterilize,1,0.9516,Verb,Nonsocial,2.97
R_1Q4UCO8Qw3QKCfq,finale,1,NA,Noun,Nonsocial,2.76
R_1Q4UCO8Qw3QKCfq,distortion,1,NA,Noun,Nonsocial,2.3
R_1Q4UCO8Qw3QKCfq,dialect,1,NA,Noun,Social,2.67
R_1Q4UCO8Qw3QKCfq,freshen,1,1.8204,Verb,Nonsocial,2.17
R_1Q4UCO8Qw3QKCfq,size,1,NA,Noun,Nonsocial,3.13
R_1Q4UCO8Qw3QKCfq,soften,1,1.9665,Verb,Nonsocial,2.57
R_1Q4UCO8Qw3QKCfq,shallows,1,NA,Noun,Nonsocial,3.33
R_1Q4UCO8Qw3QKCfq,mutiny,1,NA,Noun,Social,2.24
R_1Q4UCO8Qw3QKCfq,accelerate,1,1.6309,Verb,Nonsocial,3.48
R_1Q4UCO8Qw3QKCfq,govern,1,1.0308,Verb,Social,2.21
R_1Q4UCO8Qw3QKCfq,terrorize,1,0.9812,Verb,Social,2.84
R_1Q4UCO8Qw3QKCfq,hover,1,1.195,Verb,Nonsocial,3.17
R_1Q4UCO8Qw3QKCfq,diplomacy,1,NA,Noun,Social,2.04
R_1Q4UCO8Qw3QKCfq,greet,1,0.7488,Verb,Social,2.96
R_1Q4UCO8Qw3QKCfq,bicker,0,NA,Verb,Social,3.15
R_1Q4UCO8Qw3QKCfq,tremble,1,0.6802,Verb,Nonsocial,3.61
R_1Q4UCO8Qw3QKCfq,propose,1,0.7208,Verb,Social,2.19
R_1Q4UCO8Qw3QKCfq,drawback,1,NA,Noun,Nonsocial,2.52
R_1Q4UCO8Qw3QKCfq,persuasion,1,NA,Noun,Social,1.9
R_1Q4UCO8Qw3QKCfq,remarry,1,2.0517,Verb,Social,2.72
R_1Q4UCO8Qw3QKCfq,confess,1,1.3483,Verb,Social,2.57
R_1Q4UCO8Qw3QKCfq,straddle,1,1.7319,Verb,Nonsocial,3.74
R_1Q4UCO8Qw3QKCfq,visualize,1,1.2185,Verb,Nonsocial,2.45
R_1Q4UCO8Qw3QKCfq,brainwash,1,1.8547,Verb,Social,2.21
R_1Q4UCO8Qw3QKCfq,humility,1,NA,Noun,Social,1.75
R_1Q4UCO8Qw3QKCfq,tell,1,1.1465,Verb,Social,2.9
R_1Q4UCO8Qw3QKCfq,pray,1,0.9636,Verb,Social,3.21
R_1Q4UCO8Qw3QKCfq,carpentry,1,NA,Noun,Nonsocial,3.48
R_1Q4UCO8Qw3QKCfq,cherish,1,0.8466,Verb,Social,1.73
R_1Q4UCO8Qw3QKCfq,radiate,1,0.7462,Verb,Nonsocial,2.93
R_1Q4UCO8Qw3QKCfq,career,1,NA,Noun,Social,2.54
R_1Q4UCO8Qw3QKCfq,diversity,1,NA,Noun,Social,2.28
R_1Q4UCO8Qw3QKCfq,patriot,1,NA,Noun,Social,3.36
R_1Q4UCO8Qw3QKCfq,consult,1,0.6409,Verb,Social,3.04
R_1Q4UCO8Qw3QKCfq,volume,1,NA,Noun,Nonsocial,3.07
R_1Q4UCO8Qw3QKCfq,wrestle,1,0.7024,Verb,Social,4.33
R_1Q4UCO8Qw3QKCfq,confine,1,0.6654,Verb,Nonsocial,3.07
R_1Q4UCO8Qw3QKCfq,advise,1,1.1347,Verb,Social,2.03
R_1Q4UCO8Qw3QKCfq,fortnight,1,NA,Noun,Nonsocial,2.71
R_1Q4UCO8Qw3QKCfq,minimize,1,1.4464,Verb,Nonsocial,2.37
R_1Q4UCO8Qw3QKCfq,series,1,NA,Noun,Nonsocial,2.92
R_1Q4UCO8Qw3QKCfq,humanity,1,NA,Noun,Social,2.36
R_1Q4UCO8Qw3QKCfq,morale,1,NA,Noun,Social,1.85
R_1Q4UCO8Qw3QKCfq,cooperate,1,1.1672,Verb,Social,1.87
R_1Q4UCO8Qw3QKCfq,invite,1,0.8334,Verb,Social,3
R_1Q4UCO8Qw3QKCfq,attendance,1,NA,Noun,Social,3.07
R_1Q4UCO8Qw3QKCfq,compete,1,1.5909,Verb,Social,2.57
R_1Q4UCO8Qw3QKCfq,dominate,1,1.3847,Verb,Social,2.12
R_1Q4UCO8Qw3QKCfq,medley,1,NA,Noun,Nonsocial,2.93
R_1Q4UCO8Qw3QKCfq,coexist,1,0.9331,Verb,Social,2.25
R_1Q4UCO8Qw3QKCfq,aggressor,1,NA,Noun,Social,3.29
R_1Q4UCO8Qw3QKCfq,history,1,NA,Noun,Social,2.96
R_1Q4UCO8Qw3QKCfq,temptress,1,NA,Noun,Social,3.08
R_1Q4UCO8Qw3QKCfq,corruption,1,NA,Noun,Social,2.39
R_1Q4UCO8Qw3QKCfq,nobility,1,NA,Noun,Social,2.81
R_1Q4UCO8Qw3QKCfq,impediment,1,NA,Noun,Nonsocial,2.56
R_1Q4UCO8Qw3QKCfq,congress,1,NA,Noun,Social,3.9
R_1Q4UCO8Qw3QKCfq,absorb,1,2.4715,Verb,Nonsocial,3.11
R_1Q4UCO8Qw3QKCfq,interact,1,0.7441,Verb,Social,2.88
R_1Q4UCO8Qw3QKCfq,labor,1,NA,Noun,Social,3.08
R_1Q4UCO8Qw3QKCfq,guidance,1,NA,Noun,Social,2.46
R_1Q4UCO8Qw3QKCfq,reflect,1,0.8939,Verb,Nonsocial,2.81
R_1Q4UCO8Qw3QKCfq,accompany,1,0.8876,Verb,Social,3.07
R_1Q4UCO8Qw3QKCfq,esteem,1,NA,Noun,Social,1.83
R_1Q4UCO8Qw3QKCfq,seminar,1,NA,Noun,Social,3.48
R_1Q4UCO8Qw3QKCfq,confront,1,0.8597,Verb,Social,2.43
R_1Q4UCO8Qw3QKCfq,monarchy,1,NA,Noun,Social,2.55
R_1Q4UCO8Qw3QKCfq,detail,0,1.6401,Noun,Nonsocial,2.5
R_1Q4UCO8Qw3QKCfq,motivate,1,0.6928,Verb,Social,2.07
R_1Q4UCO8Qw3QKCfq,royalty,1,NA,Noun,Social,3.11
R_1Q4UCO8Qw3QKCfq,category,1,NA,Noun,Nonsocial,2.82
R_1Q4UCO8Qw3QKCfq,chapter,1,NA,Noun,Nonsocial,3.43
R_1Q4UCO8Qw3QKCfq,refuel,0,NA,Verb,Nonsocial,3.53
R_1Q4UCO8Qw3QKCfq,dimension,1,NA,Noun,Nonsocial,2.5
R_1Q4UCO8Qw3QKCfq,stardom,1,NA,Noun,Social,2.26
R_1Q4UCO8Qw3QKCfq,management,1,NA,Noun,Social,2.72
R_1Q4UCO8Qw3QKCfq,community,1,NA,Noun,Social,3.52
R_1Q4UCO8Qw3QKCfq,replace,1,0.9626,Verb,Nonsocial,3
R_1Q4UCO8Qw3QKCfq,restore,1,0.8466,Verb,Nonsocial,2.79
R_1Q4UCO8Qw3QKCfq,classify,0,NA,Verb,Nonsocial,2.41
R_1Q4UCO8Qw3QKCfq,presenter,1,NA,Noun,Social,3.96
