participant,Word,ACC,RT,PoS,Socialness,Concreteness
R_2VQNlCk3iZbuFT0,summarize,1,0.6407,Verb,Nonsocial,2.32
R_2VQNlCk3iZbuFT0,impregnate,1,0.5984,Verb,Social,3.29
R_2VQNlCk3iZbuFT0,extend,1,0.5434,Verb,Nonsocial,2.93
R_2VQNlCk3iZbuFT0,stealth,1,NA,Noun,Nonsocial,2.76
R_2VQNlCk3iZbuFT0,impediment,1,NA,Noun,Nonsocial,2.56
R_2VQNlCk3iZbuFT0,endorse,1,0.6307,Verb,Social,2.41
R_2VQNlCk3iZbuFT0,mingle,1,0.6053,Verb,Social,3.17
R_2VQNlCk3iZbuFT0,tremble,1,0.5871,Verb,Nonsocial,3.61
R_2VQNlCk3iZbuFT0,hover,1,0.6976,Verb,Nonsocial,3.17
R_2VQNlCk3iZbuFT0,conclude,1,0.5701,Verb,Nonsocial,1.78
R_2VQNlCk3iZbuFT0,freshen,1,0.5164,Verb,Nonsocial,2.17
R_2VQNlCk3iZbuFT0,diversity,1,NA,Noun,Social,2.28
R_2VQNlCk3iZbuFT0,option,1,NA,Noun,Nonsocial,2.39
R_2VQNlCk3iZbuFT0,lighten,1,0.731,Verb,Nonsocial,2.93
R_2VQNlCk3iZbuFT0,labor,1,NA,Noun,Social,3.08
R_2VQNlCk3iZbuFT0,job,1,NA,Noun,Social,3.19
R_2VQNlCk3iZbuFT0,bicker,1,0.7391,Verb,Social,3.15
R_2VQNlCk3iZbuFT0,straddle,1,0.5854,Verb,Nonsocial,3.74
R_2VQNlCk3iZbuFT0,pray,1,0.527,Verb,Social,3.21
R_2VQNlCk3iZbuFT0,derive,1,0.737,Verb,Nonsocial,2
R_2VQNlCk3iZbuFT0,unravel,1,0.5818,Verb,Nonsocial,2.59
R_2VQNlCk3iZbuFT0,environment,1,NA,Noun,Social,3.74
R_2VQNlCk3iZbuFT0,heroism,1,NA,Noun,Social,2.67
R_2VQNlCk3iZbuFT0,classify,1,0.6982,Verb,Nonsocial,2.41
R_2VQNlCk3iZbuFT0,trajectory,1,NA,Noun,Nonsocial,3.1
R_2VQNlCk3iZbuFT0,make,1,0.5826,Verb,Nonsocial,2.67
R_2VQNlCk3iZbuFT0,ingredient,1,NA,Noun,Nonsocial,3.84
R_2VQNlCk3iZbuFT0,install,1,0.6323,Verb,Nonsocial,3.19
R_2VQNlCk3iZbuFT0,engage,1,0.5862,Verb,Social,2.07
R_2VQNlCk3iZbuFT0,avenge,1,0.6101,Verb,Social,2.07
R_2VQNlCk3iZbuFT0,category,1,NA,Noun,Nonsocial,2.82
R_2VQNlCk3iZbuFT0,community,1,NA,Noun,Social,3.52
R_2VQNlCk3iZbuFT0,radiate,1,0.6414,Verb,Nonsocial,2.93
R_2VQNlCk3iZbuFT0,renew,1,0.5727,Verb,Nonsocial,2.07
R_2VQNlCk3iZbuFT0,stepson,1,NA,Noun,Social,3.68
R_2VQNlCk3iZbuFT0,liberate,1,0.641,Verb,Social,2.29
R_2VQNlCk3iZbuFT0,countdown,1,NA,Noun,Nonsocial,3.3
R_2VQNlCk3iZbuFT0,generate,1,0.5836,Verb,Nonsocial,2.23
R_2VQNlCk3iZbuFT0,mutiny,1,NA,Noun,Social,2.24
R_2VQNlCk3iZbuFT0,outcome,1,NA,Noun,Nonsocial,2.27
R_2VQNlCk3iZbuFT0,allergy,1,NA,Noun,Nonsocial,3.68
R_2VQNlCk3iZbuFT0,dynasty,1,NA,Noun,Social,2.46
R_2VQNlCk3iZbuFT0,immigration,1,NA,Noun,Social,3.03
R_2VQNlCk3iZbuFT0,confide,1,0.5658,Verb,Social,1.81
R_2VQNlCk3iZbuFT0,alignment,1,NA,Noun,Nonsocial,3.26
R_2VQNlCk3iZbuFT0,excavation,1,NA,Noun,Nonsocial,3.23
R_2VQNlCk3iZbuFT0,rebellion,1,NA,Noun,Social,2.93
R_2VQNlCk3iZbuFT0,communicate,1,0.6539,Verb,Social,3.43
R_2VQNlCk3iZbuFT0,enter,1,0.5093,Verb,Nonsocial,3.12
R_2VQNlCk3iZbuFT0,percentage,1,NA,Noun,Nonsocial,2.9
R_2VQNlCk3iZbuFT0,magnetism,1,NA,Noun,Nonsocial,2.54
R_2VQNlCk3iZbuFT0,esteem,1,NA,Noun,Social,1.83
R_2VQNlCk3iZbuFT0,inhabit,1,0.8141,Verb,Social,3.21
R_2VQNlCk3iZbuFT0,negotiate,1,0.5644,Verb,Social,2
R_2VQNlCk3iZbuFT0,excursion,1,NA,Noun,Social,2.93
R_2VQNlCk3iZbuFT0,reinforce,1,0.8197,Verb,Nonsocial,2.32
R_2VQNlCk3iZbuFT0,fireside,1,NA,Noun,Nonsocial,3.84
R_2VQNlCk3iZbuFT0,goodwill,1,NA,Noun,Social,2.54
R_2VQNlCk3iZbuFT0,cooperate,1,0.5921,Verb,Social,1.87
R_2VQNlCk3iZbuFT0,solution,1,NA,Noun,Nonsocial,2.61
R_2VQNlCk3iZbuFT0,reconstruct,1,0.898,Verb,Nonsocial,3.2
R_2VQNlCk3iZbuFT0,talker,1,NA,Noun,Social,4.39
R_2VQNlCk3iZbuFT0,solitude,1,NA,Noun,Social,2.07
R_2VQNlCk3iZbuFT0,exhibition,1,NA,Noun,Social,3.52
R_2VQNlCk3iZbuFT0,summary,1,NA,Noun,Nonsocial,3.03
R_2VQNlCk3iZbuFT0,impress,1,0.6403,Verb,Social,2.07
R_2VQNlCk3iZbuFT0,anomaly,1,NA,Noun,Nonsocial,1.79
R_2VQNlCk3iZbuFT0,unhook,1,0.8523,Verb,Nonsocial,3.34
R_2VQNlCk3iZbuFT0,dominate,1,0.6092,Verb,Social,2.12
R_2VQNlCk3iZbuFT0,potency,1,NA,Noun,Nonsocial,2.32
R_2VQNlCk3iZbuFT0,entrust,1,0.6331,Verb,Social,2.16
R_2VQNlCk3iZbuFT0,accompany,1,0.6987,Verb,Social,3.07
R_2VQNlCk3iZbuFT0,ventilation,1,NA,Noun,Nonsocial,3.48
R_2xLEJgAIIdtiFCa,history,1,NA,Noun,Social,2.96
R_2xLEJgAIIdtiFCa,shallows,1,NA,Noun,Nonsocial,3.33
R_2xLEJgAIIdtiFCa,hover,1,0.692,Verb,Nonsocial,3.17
R_2xLEJgAIIdtiFCa,series,1,NA,Noun,Nonsocial,2.92
R_2xLEJgAIIdtiFCa,consult,1,0.716,Verb,Social,3.04
R_2xLEJgAIIdtiFCa,voucher,1,NA,Noun,Nonsocial,3.81
R_2xLEJgAIIdtiFCa,volumes,1,NA,Noun,Nonsocial,3.03
R_2xLEJgAIIdtiFCa,infiltrate,1,0.701,Verb,Social,2.71
R_2xLEJgAIIdtiFCa,onset,1,NA,Noun,Nonsocial,2.14
R_2xLEJgAIIdtiFCa,presenter,1,NA,Noun,Social,3.96
R_2xLEJgAIIdtiFCa,install,1,0.665,Verb,Nonsocial,3.19
R_2xLEJgAIIdtiFCa,assess,1,0.756,Verb,Nonsocial,2.26
R_2xLEJgAIIdtiFCa,subside,0,NA,Verb,Nonsocial,2.26
R_2xLEJgAIIdtiFCa,hypnotize,1,0.922,Verb,Social,2.48
R_2xLEJgAIIdtiFCa,medley,1,NA,Noun,Nonsocial,2.93
R_2xLEJgAIIdtiFCa,impediment,1,NA,Noun,Nonsocial,2.56
R_2xLEJgAIIdtiFCa,monarchy,1,NA,Noun,Social,2.55
R_2xLEJgAIIdtiFCa,scramble,1,0.845,Verb,Nonsocial,3.31
R_2xLEJgAIIdtiFCa,mankind,1,NA,Noun,Social,2.97
R_2xLEJgAIIdtiFCa,replenish,1,0.893,Verb,Nonsocial,2.18
R_2xLEJgAIIdtiFCa,humility,1,NA,Noun,Social,1.75
R_2xLEJgAIIdtiFCa,mutiny,1,NA,Noun,Social,2.24
R_2xLEJgAIIdtiFCa,soften,1,0.863,Verb,Nonsocial,2.57
R_2xLEJgAIIdtiFCa,hierarchy,1,NA,Noun,Social,2.59
R_2xLEJgAIIdtiFCa,teamwork,1,NA,Noun,Social,2.37
R_2xLEJgAIIdtiFCa,engage,1,0.72,Verb,Social,2.07
R_2xLEJgAIIdtiFCa,brainwash,1,0.942,Verb,Social,2.21
R_2xLEJgAIIdtiFCa,activate,1,0.785,Verb,Nonsocial,2.97
R_2xLEJgAIIdtiFCa,minimize,1,0.911,Verb,Nonsocial,2.37
R_2xLEJgAIIdtiFCa,visualize,1,0.747,Verb,Nonsocial,2.45
R_2xLEJgAIIdtiFCa,cherish,1,0.817,Verb,Social,1.73
R_2xLEJgAIIdtiFCa,talker,1,NA,Noun,Social,4.39
R_2xLEJgAIIdtiFCa,coexist,0,NA,Verb,Social,2.25
R_2xLEJgAIIdtiFCa,countdown,1,NA,Noun,Nonsocial,3.3
R_2xLEJgAIIdtiFCa,finalize,1,0.704,Verb,Nonsocial,2.14
R_2xLEJgAIIdtiFCa,excavation,1,NA,Noun,Nonsocial,3.23
R_2xLEJgAIIdtiFCa,preach,1,0.869,Verb,Social,3.37
R_2xLEJgAIIdtiFCa,endorse,1,0.75,Verb,Social,2.41
R_2xLEJgAIIdtiFCa,impregnate,1,0.807,Verb,Social,3.29
R_2xLEJgAIIdtiFCa,confine,1,0.912,Verb,Nonsocial,3.07
R_2xLEJgAIIdtiFCa,bribery,1,NA,Noun,Social,2.89
R_2xLEJgAIIdtiFCa,calculate,1,0.847,Verb,Nonsocial,2.74
R_2xLEJgAIIdtiFCa,timing,1,NA,Noun,Nonsocial,2.86
R_2xLEJgAIIdtiFCa,dynamo,1,NA,Noun,Nonsocial,2.71
R_2xLEJgAIIdtiFCa,greet,1,0.84,Verb,Social,2.96
R_2xLEJgAIIdtiFCa,ingredient,1,NA,Noun,Nonsocial,3.84
R_2xLEJgAIIdtiFCa,pronounce,1,0.887,Verb,Nonsocial,2.63
R_2xLEJgAIIdtiFCa,supervise,1,0.762,Verb,Social,2.48
R_2xLEJgAIIdtiFCa,tourism,1,NA,Noun,Social,3
R_2xLEJgAIIdtiFCa,allergy,1,NA,Noun,Nonsocial,3.68
R_2xLEJgAIIdtiFCa,artistry,1,NA,Noun,Social,2
R_2xLEJgAIIdtiFCa,event,1,NA,Noun,Social,2.69
R_2xLEJgAIIdtiFCa,recreate,1,0.932,Verb,Nonsocial,2.41
R_2xLEJgAIIdtiFCa,flirtation,1,NA,Noun,Social,2.19
R_2xLEJgAIIdtiFCa,classify,1,0.892,Verb,Nonsocial,2.41
R_2xLEJgAIIdtiFCa,rebellion,1,NA,Noun,Social,2.93
R_2xLEJgAIIdtiFCa,figment,1,NA,Noun,Nonsocial,2.04
R_2xLEJgAIIdtiFCa,conjure,1,0.856,Verb,Nonsocial,2.3
R_2xLEJgAIIdtiFCa,restore,1,0.679,Verb,Nonsocial,2.79
R_2xLEJgAIIdtiFCa,govern,1,0.8,Verb,Social,2.21
R_2xLEJgAIIdtiFCa,outage,1,NA,Noun,Nonsocial,2.83
R_2xLEJgAIIdtiFCa,dialect,1,NA,Noun,Social,2.67
R_2xLEJgAIIdtiFCa,environment,1,NA,Noun,Social,3.74
R_2xLEJgAIIdtiFCa,retain,1,1.099,Verb,Nonsocial,2.32
R_2xLEJgAIIdtiFCa,diplomacy,1,NA,Noun,Social,2.04
R_2xLEJgAIIdtiFCa,replicate,1,0.768,Verb,Nonsocial,3.33
R_2xLEJgAIIdtiFCa,renew,1,0.719,Verb,Nonsocial,2.07
R_2xLEJgAIIdtiFCa,trajectory,1,NA,Noun,Nonsocial,3.1
R_2xLEJgAIIdtiFCa,invite,1,0.8,Verb,Social,3
R_2xLEJgAIIdtiFCa,ancestry,1,NA,Noun,Social,2.83
R_2xLEJgAIIdtiFCa,conspire,1,0.762,Verb,Social,2.67
R_2xLEJgAIIdtiFCa,congratulate,1,0.79,Verb,Social,3.04
R_2xLEJgAIIdtiFCa,ventilation,1,NA,Noun,Nonsocial,3.48
R_2xLEJgAIIdtiFCa,commandeer,1,0.879,Verb,Social,3.7
R_2xLEJgAIIdtiFCa,percentage,1,NA,Noun,Nonsocial,2.9
R_2xLEJgAIIdtiFCa,confide,1,0.704,Verb,Social,1.81
R_2xLEJgAIIdtiFCa,deteriorate,1,0.766,Verb,Nonsocial,3
R_2xLEJgAIIdtiFCa,remarry,1,0.832,Verb,Social,2.72
R_2xLEJgAIIdtiFCa,make,1,0.781,Verb,Nonsocial,2.67
R_2xLEJgAIIdtiFCa,magnetism,1,NA,Noun,Nonsocial,2.54
R_2xLEJgAIIdtiFCa,confess,1,0.726,Verb,Social,2.57
R_2xLEJgAIIdtiFCa,fluke,1,NA,Noun,Nonsocial,2.34
R_2xLEJgAIIdtiFCa,sterilize,1,0.755,Verb,Nonsocial,2.97
R_2xLEJgAIIdtiFCa,reconcile,1,0.744,Verb,Social,1.79
R_2xLEJgAIIdtiFCa,openness,1,NA,Noun,Social,1.9
R_2xLEJgAIIdtiFCa,delusion,1,NA,Noun,Nonsocial,2.3
R_2xLEJgAIIdtiFCa,stepson,1,NA,Noun,Social,3.68
R_2xLEJgAIIdtiFCa,discontinue,1,1.254,Verb,Nonsocial,2.5
R_2xLEJgAIIdtiFCa,diversity,1,NA,Noun,Social,2.28
R_2xLEJgAIIdtiFCa,radiate,1,0.715,Verb,Nonsocial,2.93
R_2xLEJgAIIdtiFCa,seminar,1,NA,Noun,Social,3.48
R_2xLEJgAIIdtiFCa,job,1,NA,Noun,Social,3.19
R_2xLEJgAIIdtiFCa,jiffy,1,NA,Noun,Nonsocial,2.33
R_2xLEJgAIIdtiFCa,decipher,1,1.053,Verb,Nonsocial,2.83
R_2xLEJgAIIdtiFCa,advertise,1,0.77,Verb,Social,2.81
R_2xLEJgAIIdtiFCa,replace,1,1.058,Verb,Nonsocial,3
R_2xLEJgAIIdtiFCa,dioxide,1,NA,Noun,Nonsocial,2.81
R_2xLEJgAIIdtiFCa,patriot,1,NA,Noun,Social,3.36
R_2xLEJgAIIdtiFCa,cleanse,1,0.802,Verb,Nonsocial,3.31
R_2xLEJgAIIdtiFCa,drawback,1,NA,Noun,Nonsocial,2.52
R_2xLEJgAIIdtiFCa,adjust,1,0.852,Verb,Nonsocial,2.93
R_2xLEJgAIIdtiFCa,terminate,1,0.877,Verb,Nonsocial,2.29
R_2xLEJgAIIdtiFCa,reinforce,1,0.845,Verb,Nonsocial,2.32
R_2xLEJgAIIdtiFCa,manhood,1,NA,Noun,Social,2.59
R_2xLEJgAIIdtiFCa,simplicity,1,NA,Noun,Nonsocial,1.96
R_2xLEJgAIIdtiFCa,anomaly,1,NA,Noun,Nonsocial,1.79
R_2xLEJgAIIdtiFCa,participate,1,0.772,Verb,Social,2.59
R_2xLEJgAIIdtiFCa,agility,1,NA,Noun,Nonsocial,2.38
R_2xLEJgAIIdtiFCa,dignify,1,1.018,Verb,Social,1.71
R_2xLEJgAIIdtiFCa,compound,1,NA,Noun,Nonsocial,3.03
R_2xLEJgAIIdtiFCa,avenge,1,0.736,Verb,Social,2.07
R_2xLEJgAIIdtiFCa,finale,1,NA,Noun,Nonsocial,2.76
R_2xLEJgAIIdtiFCa,reunite,1,0.796,Verb,Social,2.86
R_2xLEJgAIIdtiFCa,temptress,1,NA,Noun,Social,3.08
R_2xLEJgAIIdtiFCa,savior,1,NA,Noun,Social,3.04
R_2xLEJgAIIdtiFCa,immigration,1,NA,Noun,Social,3.03
R_2xLEJgAIIdtiFCa,fireside,1,NA,Noun,Nonsocial,3.84
R_2xLEJgAIIdtiFCa,management,1,NA,Noun,Social,2.72
R_2xLEJgAIIdtiFCa,invade,1,0.61,Verb,Social,3.28
R_2xLEJgAIIdtiFCa,distortion,1,NA,Noun,Nonsocial,2.3
R_2xLEJgAIIdtiFCa,postpone,1,0.993,Verb,Nonsocial,2.29
R_2xLEJgAIIdtiFCa,chapter,1,NA,Noun,Nonsocial,3.43
R_2xLEJgAIIdtiFCa,solitude,1,NA,Noun,Social,2.07
R_2xLEJgAIIdtiFCa,straddle,1,1.323,Verb,Nonsocial,3.74
R_2xLEJgAIIdtiFCa,enhance,1,0.707,Verb,Nonsocial,2.21
R_2xLEJgAIIdtiFCa,tremble,1,0.683,Verb,Nonsocial,3.61
R_2xLEJgAIIdtiFCa,alignment,1,NA,Noun,Nonsocial,3.26
R_2xLEJgAIIdtiFCa,banish,1,0.769,Verb,Social,2.41
R_2xLEJgAIIdtiFCa,propose,1,0.766,Verb,Social,2.19
R_2xLEJgAIIdtiFCa,volume,1,NA,Noun,Nonsocial,3.07
R_2xLEJgAIIdtiFCa,exhibition,1,NA,Noun,Social,3.52
R_2xLEJgAIIdtiFCa,heroism,1,NA,Noun,Social,2.67
R_2xLEJgAIIdtiFCa,fraction,1,NA,Noun,Nonsocial,3.1
R_2xLEJgAIIdtiFCa,esteem,1,NA,Noun,Social,1.83
R_2xLEJgAIIdtiFCa,geology,1,NA,Noun,Nonsocial,2.9
R_2xLEJgAIIdtiFCa,summarize,1,0.934,Verb,Nonsocial,2.32
R_2xLEJgAIIdtiFCa,stealth,1,NA,Noun,Nonsocial,2.76
R_2xLEJgAIIdtiFCa,unload,1,0.722,Verb,Nonsocial,3.21
R_2xLEJgAIIdtiFCa,potency,1,NA,Noun,Nonsocial,2.32
R_2xLEJgAIIdtiFCa,dynasty,1,NA,Noun,Social,2.46
R_2xLEJgAIIdtiFCa,gravity,1,NA,Noun,Nonsocial,2.86
R_2xLEJgAIIdtiFCa,mingle,1,0.759,Verb,Social,3.17
R_2xLEJgAIIdtiFCa,dissolve,1,0.932,Verb,Nonsocial,3.15
R_2xLEJgAIIdtiFCa,seduce,1,0.634,Verb,Social,2.18
R_2xLEJgAIIdtiFCa,amendment,1,NA,Noun,Nonsocial,2.44
R_2xLEJgAIIdtiFCa,vantage,1,NA,Noun,Nonsocial,1.93
R_2xLEJgAIIdtiFCa,community,1,NA,Noun,Social,3.52
R_2xLEJgAIIdtiFCa,motivate,1,0.956,Verb,Social,2.07
R_2xLEJgAIIdtiFCa,absorb,1,0.718,Verb,Nonsocial,3.11
R_2xLEJgAIIdtiFCa,pray,1,0.682,Verb,Social,3.21
R_2xLEJgAIIdtiFCa,wrestle,1,0.946,Verb,Social,4.33
R_2xLEJgAIIdtiFCa,donate,1,1.008,Verb,Social,2.88
R_2xLEJgAIIdtiFCa,enter,1,0.668,Verb,Nonsocial,3.12
R_2xLEJgAIIdtiFCa,reviewer,1,NA,Noun,Social,3.67
R_2xLEJgAIIdtiFCa,array,1,NA,Noun,Nonsocial,2.54
R_2xLEJgAIIdtiFCa,aggressor,1,NA,Noun,Social,3.29
R_2xLEJgAIIdtiFCa,precedent,1,NA,Noun,Nonsocial,1.63
R_2xLEJgAIIdtiFCa,attendance,1,NA,Noun,Social,3.07
R_2xLEJgAIIdtiFCa,untie,1,0.907,Verb,Nonsocial,3.89
R_2xLEJgAIIdtiFCa,colony,1,NA,Noun,Social,3.77
R_2xLEJgAIIdtiFCa,persuasion,1,NA,Noun,Social,1.9
R_2xLEJgAIIdtiFCa,dominate,1,0.736,Verb,Social,2.12
R_2xLEJgAIIdtiFCa,standstill,1,NA,Noun,Nonsocial,2.39
R_2xLEJgAIIdtiFCa,reflect,1,0.735,Verb,Nonsocial,2.81
R_2xLEJgAIIdtiFCa,attract,1,0.814,Verb,Social,2.73
R_2xLEJgAIIdtiFCa,reproduce,1,0.657,Verb,Social,3.48
R_2xLEJgAIIdtiFCa,physics,1,NA,Noun,Nonsocial,3.07
R_2xLEJgAIIdtiFCa,assist,1,1.043,Verb,Social,2.52
R_2xLEJgAIIdtiFCa,summary,1,NA,Noun,Nonsocial,3.03
R_2xLEJgAIIdtiFCa,nightfall,1,NA,Noun,Nonsocial,3.79
R_2xLEJgAIIdtiFCa,corruption,1,NA,Noun,Social,2.39
R_2xLEJgAIIdtiFCa,accompany,1,1.139,Verb,Social,3.07
R_2xLEJgAIIdtiFCa,simplify,1,0.654,Verb,Nonsocial,1.89
R_2xLEJgAIIdtiFCa,detail,0,0.883,Noun,Nonsocial,2.5
R_2xLEJgAIIdtiFCa,category,1,NA,Noun,Nonsocial,2.82
R_2xLEJgAIIdtiFCa,layer,0,1.151,Noun,Nonsocial,3.52
R_2xLEJgAIIdtiFCa,cooperate,1,0.817,Verb,Social,1.87
R_2xLEJgAIIdtiFCa,impress,1,0.723,Verb,Social,2.07
R_2xLEJgAIIdtiFCa,humanity,1,NA,Noun,Social,2.36
R_2xLEJgAIIdtiFCa,entrust,1,0.763,Verb,Social,2.16
R_2xLEJgAIIdtiFCa,stardom,1,NA,Noun,Social,2.26
R_2xLEJgAIIdtiFCa,behavior,1,NA,Noun,Social,2.19
R_2xLEJgAIIdtiFCa,excursion,1,NA,Noun,Social,2.93
R_2xLEJgAIIdtiFCa,implore,1,0.736,Verb,Social,1.61
R_2xLEJgAIIdtiFCa,adulthood,1,NA,Noun,Social,2.5
R_2xLEJgAIIdtiFCa,warfare,1,NA,Noun,Social,3.03
R_2xLEJgAIIdtiFCa,advise,1,0.785,Verb,Social,2.03
R_2xLEJgAIIdtiFCa,lighten,1,0.92,Verb,Nonsocial,2.93
R_2xLEJgAIIdtiFCa,speech,1,NA,Noun,Social,3.37
R_2xLEJgAIIdtiFCa,authorize,1,0.762,Verb,Social,2.22
R_2xLEJgAIIdtiFCa,tell,1,0.697,Verb,Social,2.9
R_2xLEJgAIIdtiFCa,solution,1,NA,Noun,Nonsocial,2.61
R_2xLEJgAIIdtiFCa,accelerate,1,0.792,Verb,Nonsocial,3.48
R_2xLEJgAIIdtiFCa,decompose,1,0.87,Verb,Nonsocial,3
R_2xLEJgAIIdtiFCa,manipulate,1,0.79,Verb,Social,2.55
R_2xLEJgAIIdtiFCa,attend,1,0.685,Verb,Social,3.17
R_2xLEJgAIIdtiFCa,obstruct,1,0.679,Verb,Nonsocial,2.46
R_2xLEJgAIIdtiFCa,arise,1,0.654,Verb,Nonsocial,3.17
R_2xLEJgAIIdtiFCa,uprising,0,0.743,Noun,Social,2.41
R_2xLEJgAIIdtiFCa,hometown,1,NA,Noun,Social,3.33
R_2xLEJgAIIdtiFCa,sinner,1,NA,Noun,Social,3.07
R_2xLEJgAIIdtiFCa,fidelity,1,NA,Noun,Social,1.87
R_2xLEJgAIIdtiFCa,deduct,1,1.151,Verb,Nonsocial,2.31
R_2xLEJgAIIdtiFCa,metaphor,1,NA,Noun,Nonsocial,1.94
R_2xLEJgAIIdtiFCa,lend,1,0.881,Verb,Social,3.07
R_2xLEJgAIIdtiFCa,unravel,1,0.826,Verb,Nonsocial,2.59
R_2xLEJgAIIdtiFCa,foreigner,1,NA,Noun,Social,3.32
R_2xLEJgAIIdtiFCa,labor,0,1.128,Noun,Social,3.08
R_2xLEJgAIIdtiFCa,dimension,1,NA,Noun,Nonsocial,2.5
R_2xLEJgAIIdtiFCa,interact,1,0.857,Verb,Social,2.88
R_2xLEJgAIIdtiFCa,derive,1,1.126,Verb,Nonsocial,2
R_2xLEJgAIIdtiFCa,taunt,1,0.834,Verb,Social,2.93
R_2xLEJgAIIdtiFCa,inhabit,1,1.088,Verb,Social,3.21
R_2xLEJgAIIdtiFCa,contain,1,0.866,Verb,Nonsocial,2.74
R_2xLEJgAIIdtiFCa,administer,1,0.927,Verb,Social,2.53
R_2xLEJgAIIdtiFCa,pacify,1,0.768,Verb,Social,2.04
R_2xLEJgAIIdtiFCa,feedback,1,NA,Noun,Social,2.48
R_2xLEJgAIIdtiFCa,carpentry,1,NA,Noun,Nonsocial,3.48
R_2xLEJgAIIdtiFCa,conclude,1,0.746,Verb,Nonsocial,1.78
R_2xLEJgAIIdtiFCa,freshen,1,0.835,Verb,Nonsocial,2.17
R_2xLEJgAIIdtiFCa,bleeder,1,NA,Noun,Nonsocial,3.5
R_2xLEJgAIIdtiFCa,morale,1,NA,Noun,Social,1.85
R_2xLEJgAIIdtiFCa,generate,1,0.707,Verb,Nonsocial,2.23
R_2xLEJgAIIdtiFCa,outcome,1,NA,Noun,Nonsocial,2.27
R_2xLEJgAIIdtiFCa,communicate,1,1.241,Verb,Social,3.43
R_2xLEJgAIIdtiFCa,bicker,1,0.731,Verb,Social,3.15
R_2xLEJgAIIdtiFCa,befriend,1,0.717,Verb,Social,2.36
R_2xLEJgAIIdtiFCa,terrorize,1,0.706,Verb,Social,2.84
R_2xLEJgAIIdtiFCa,expire,1,0.681,Verb,Nonsocial,2.73
R_2xLEJgAIIdtiFCa,migraine,1,NA,Noun,Nonsocial,3.2
R_2xLEJgAIIdtiFCa,career,1,NA,Noun,Social,2.54
R_2xLEJgAIIdtiFCa,monogamy,1,NA,Noun,Social,1.7
R_2xLEJgAIIdtiFCa,size,0,1.326,Noun,Nonsocial,3.13
R_2xLEJgAIIdtiFCa,maximize,1,0.719,Verb,Nonsocial,1.79
R_2xLEJgAIIdtiFCa,unhook,1,0.974,Verb,Nonsocial,3.34
R_2xLEJgAIIdtiFCa,contribute,1,0.636,Verb,Social,2.13
R_2xLEJgAIIdtiFCa,option,1,NA,Noun,Nonsocial,2.39
R_2xLEJgAIIdtiFCa,reconstruct,1,0.748,Verb,Nonsocial,3.2
R_2xLEJgAIIdtiFCa,goodwill,1,NA,Noun,Social,2.54
R_2xLEJgAIIdtiFCa,extend,1,0.689,Verb,Nonsocial,2.93
R_2xLEJgAIIdtiFCa,royalty,1,NA,Noun,Social,3.11
R_2xLEJgAIIdtiFCa,connect,1,0.905,Verb,Social,2.88
R_2xLEJgAIIdtiFCa,nobility,1,NA,Noun,Social,2.81
R_2xLEJgAIIdtiFCa,rearrange,1,0.707,Verb,Nonsocial,3.26
R_2xLEJgAIIdtiFCa,variation,1,NA,Noun,Nonsocial,2.46
R_2xLEJgAIIdtiFCa,liberate,1,0.886,Verb,Social,2.29
R_2xLEJgAIIdtiFCa,negotiate,1,0.832,Verb,Social,2
R_2xLEJgAIIdtiFCa,catalyst,1,NA,Noun,Nonsocial,2.85
R_2xLEJgAIIdtiFCa,persuade,1,0.669,Verb,Social,2.07
R_2xLEJgAIIdtiFCa,straighten,1,1.061,Verb,Nonsocial,3.72
R_2xLEJgAIIdtiFCa,tolerate,1,0.665,Verb,Social,1.78
R_2xLEJgAIIdtiFCa,compete,1,0.738,Verb,Social,2.57
R_2xLEJgAIIdtiFCa,wrapper,1,NA,Noun,Nonsocial,4.39
R_2xLEJgAIIdtiFCa,congress,1,NA,Noun,Social,3.9
R_2xLEJgAIIdtiFCa,foresight,1,NA,Noun,Nonsocial,1.79
R_2xLEJgAIIdtiFCa,guidance,1,NA,Noun,Social,2.46
R_2xLEJgAIIdtiFCa,fortnight,1,NA,Noun,Nonsocial,2.71
R_2xLEJgAIIdtiFCa,genie,1,NA,Noun,Nonsocial,3.25
R_2xLEJgAIIdtiFCa,etiquette,1,NA,Noun,Social,2.15
R_2xLEJgAIIdtiFCa,refuel,1,0.836,Verb,Nonsocial,3.53
R_2xLEJgAIIdtiFCa,confront,1,0.72,Verb,Social,2.43
R_31Z3E0yfBLe6Dxd,labor,1,NA,Noun,Social,3.08
R_31Z3E0yfBLe6Dxd,visualize,1,1.4598,Verb,Nonsocial,2.45
R_31Z3E0yfBLe6Dxd,consult,1,0.778900001,Verb,Social,3.04
R_31Z3E0yfBLe6Dxd,drawback,1,NA,Noun,Nonsocial,2.52
R_31Z3E0yfBLe6Dxd,uprising,1,NA,Noun,Social,2.41
R_31Z3E0yfBLe6Dxd,metaphor,1,NA,Noun,Nonsocial,1.94
R_31Z3E0yfBLe6Dxd,bleeder,1,NA,Noun,Nonsocial,3.5
R_31Z3E0yfBLe6Dxd,straddle,1,0.824099999,Verb,Nonsocial,3.74
R_31Z3E0yfBLe6Dxd,potency,1,NA,Noun,Nonsocial,2.32
R_31Z3E0yfBLe6Dxd,flirtation,1,NA,Noun,Social,2.19
R_31Z3E0yfBLe6Dxd,negotiate,1,0.7506,Verb,Social,2
