intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,,1,,,,,,,A2_B2,impress,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,24,24,63,1,20,A2_B1,5.333333333,Verb,1,10.17,2.07,6.25,2.717,7,,,
,,,,,1,,,,,,,A2_B2,contribute,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,25,25,183,1,57,A2_B1,5.333333333,Verb,1,9.37,2.13,6.15,2.29,10,,,
,,,,k,1,0.9328,,,,,,A1_B1,stealth,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,26,26,116,1,37,A2_B1,2.85,Noun,1,10.58,2.76,5.45,2.155,7,,,
,,,,,1,,,,,,,A1_B2,conclude,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,27,27,165,1,52,A1_B1,2.681818182,Verb,1,10.48,1.78,4.81,2.107,8,,,
,,,,,1,,,,,,,A1_B2,deteriorate,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,28,28,173,1,54,A2_B1,2.428571429,Verb,1,11.78,3,3.64,1.447,11,,,
,,,,,1,,,,,,,A1_B2,untie,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,29,29,229,1,70,A2_B1,2.476190476,Verb,1,4.84,3.89,4.95,2.423,5,,,
,,,,,1,,,,,,,A2_B2,cherish,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,30,30,59,1,19,A1_B2,5.473684211,Verb,1,8.9,1.73,6.75,2.358,7,,,
,,,,,1,,,,,,,A1_B2,suffice,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,31,31,261,1,7,A1_B1,2.375,Verb,1,12.26,1.72,5.52,1.929,7,,,
,,,,k,0,1.7765,,,,,,A2_B2,assist,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,32,32,139,1,43,A1_B2,5.958333333,Verb,0.93,8.75,2.52,5.95,2.603,6,,,
,,,,,1,,,,,,,A2_B2,mingle,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,33,33,83,1,26,A1_B2,5.391304348,Verb,1,10.29,3.17,5.21,2.14,6,,,
,,,,,1,,,,,,,A2_B2,authorize,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,34,34,23,1,7,A2_B1,5.086956522,Verb,1,9.84,2.22,5.37,2.025,9,,,
,,,,,1,,,,,,,A1_B2,expire,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,35,35,205,1,63,A2_B2,2,Verb,1,7.68,2.73,3.16,1.672,6,,,
,,,,k,1,1.0384,,,,,,A1_B1,carpentry,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,36,36,8,1,4,A1_B2,2.857142857,Noun,1,9.83,3.48,4.87,1.38,9,,,
,,,,,1,,,,,,,A1_B2,soften,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,37,37,221,1,68,A2_B2,2.583333333,Verb,1,7.37,2.57,6.57,1.887,6,,,
,,,,,1,,,,,,,A2_B2,endorse,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,38,38,243,1,2,A2_B2,5.416666667,Verb,1,12.06,2.41,5.2,1.949,7,,,
,,,,,1,,,,,,,A2_B2,administer,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,39,39,215,1,66,A1_B1,5,Verb,1,9.42,2.53,4.4,1.935,10,,,
,,,,k,1,0.7045,,,,,,A2_B1,manhood,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,40,40,178,1,55,A2_B1,5.25,Noun,1,12.95,2.59,6.5,2.167,7,,,
