intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,embResp.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,1,,,,,,A1_B1,delusion,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,2.0424,,,,0,36,36,184,1,58,A1_B2,2.695652174,Noun,1,9.95,2.3,3.3,2.143,8,,,
,,,,,0,,,,,,A2_B1,nobility,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,37,37,142,1,44,A2_B1,5.708333333,Noun,1,11.39,2.81,5.83,1.929,8,,,
,,,,,1,,,,,,A1_B2,finalize,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,38,38,197,1,61,A1_B2,2.545454545,Verb,1,10.3,2.14,5.6,1.431,8,,,
,,,,,1,,,,,,A2_B2,cooperate,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,39,39,211,1,65,A2_B1,6.541666667,Verb,1,8.28,1.87,6.39,2.724,9,,,
,,,,k,1,,,,,,A1_B1,alignment,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,2.0277,,,,0,40,40,64,1,21,A2_B1,2.826086957,Noun,1,11.76,3.26,6,1.833,9,,,
,,,,,1,,,,,,A1_B2,straighten,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,41,41,37,1,12,A1_B2,2,Verb,1,7.63,3.72,6.26,2.757,10,,,
,,,,k,1,,,,,,A2_B1,dialect,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.8319,,,,0,42,42,154,1,47,A2_B1,5.523809524,Noun,1,11.5,2.67,6,1.839,7,,,
,,,,,1,,,,,,A1_B2,simplify,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,43,43,209,1,65,A2_B1,2.761904762,Verb,1,8.53,1.89,6.35,1.672,8,,,
,,,,,1,,,,,,A2_B2,interact,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,44,44,103,1,33,A1_B1,5.217391304,Verb,1,9.58,2.88,6,1.869,8,,,
,,,,k,1,,,,,,A2_B1,foreigner,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.8383,,,,0,45,45,78,1,24,A1_B1,5.25,Noun,1,10.39,3.32,4.68,2.179,9,,,
,,,,,0,,,,,,A1_B1,array,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,46,46,40,1,14,A1_B2,2.363636364,Noun,1,10.79,2.54,5.9,2.037,5,,,
,,,,k,1,,,,,,A2_B1,seminar,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.0538,,,,0,47,47,90,1,28,A2_B2,5.368421053,Noun,1,11.8,3.48,5.2,2.338,7,,,
,,,,,0,,,,,,A1_B1,standstill,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,48,48,212,1,66,A1_B1,2.863636364,Noun,1,10,2.39,4.74,1.431,10,,,
,,,,,1,,,,,,A2_B2,befriend,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,49,49,127,1,40,A1_B2,6.608695652,Verb,1,8.5,2.36,7.14,1.362,8,,,
,,,,k,1,,,,,,A1_B1,solution,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.7332,,,,0,50,50,56,1,19,A1_B2,2.952380952,Noun,1,9,2.61,6.3,2.907,8,,,
,,,,k,1,,,,,,A1_B1,outage,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.916,,,,0,51,51,204,1,63,A2_B2,2.95,Noun,1,9.06,2.83,3.86,1.342,6,,,
,,,,,1,,,,,,A2_B2,reunite,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,52,52,195,1,60,A2_B1,5.619047619,Verb,1,9.44,2.86,6.86,1.568,7,,,
,,,,k,1,,,,,,A1_B1,potency,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,2.7349,,,,0,53,53,16,1,6,A2_B2,2.565217391,Noun,1,12.89,2.32,5.84,1.398,7,,,
,,,,k,1,,,,,,A2_B1,mankind,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.9911,,,,0,54,54,222,1,68,A2_B2,6.5,Noun,1,8.89,2.97,6.59,2.651,7,,,
,,,,,1,,,,,,A2_B2,connect,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,55,55,255,1,5,A2_B1,5.708333333,Verb,1,7.58,2.88,6.61,2.693,7,,,
,,,,,0,,,,,,A2_B1,stepson,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,56,56,226,1,69,A1_B2,5.083333333,Noun,1,7.94,3.68,4.81,1.447,7,,,
,,,,k,1,,,,,,A1_B1,percentage,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.7819,,,,0,57,57,96,1,32,A2_B1,1.714285714,Noun,1,10.26,2.9,4.81,2.286,10,,,
,,,,k,1,,,,,,A1_B1,dimension,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.8892,,,,0,58,58,52,1,18,A2_B2,2.434782609,Noun,1,10.26,2.5,5.24,2.375,9,,,
,,,,,1,,,,,,A2_B2,invite,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,59,59,95,1,30,A2_B2,6.090909091,Verb,0.96,6.79,3,5.68,3.179,6,,,
,,,,k,1,,,,,,A1_B1,allergy,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.6904,,,,0,60,60,104,1,34,A1_B2,2.714285714,Noun,1,8.11,3.68,2.9,1.94,7,,,
,,,,k,1,,,,,,A2_B1,talker,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.4992,,,,0,61,61,230,1,70,A2_B1,6.05,Noun,1,5.74,4.39,4.55,1.964,6,,,
,,,,,1,,,,,,A2_B2,coexist,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,62,62,155,1,47,A2_B1,5.347826087,Verb,1,11.56,2.25,5.95,1.415,7,,,
,,,,,1,,,,,,A1_B2,soften,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,63,63,221,1,68,A2_B2,2.583333333,Verb,1,7.37,2.57,6.57,1.887,6,,,
,,,,k,0,,,,,,A1_B2,obstruct,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.0273,,,,0,64,64,185,1,58,A1_B2,2.45,Verb,1,10.94,2.46,3.61,1.491,8,,,
,,,,,1,,,,,,A2_B2,inhabit,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,65,65,143,1,44,A2_B1,5.130434783,Verb,1,12.22,3.21,5.38,1.532,7,,,
,,,,k,0,,,,,,A2_B2,brainwash,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.8291,,,,0,66,66,187,1,58,A1_B2,5.083333333,Verb,0.91,11.53,2.21,3.11,1.362,9,,,
,,,,k,1,,,,,,A2_B1,feedback,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.7621,,,,0,67,67,62,1,20,A2_B1,5.545454545,Noun,1,10.7,2.48,5.91,2.149,8,,,
,,,,k,0,,,,,,A2_B2,govern,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,2.8733,,,,0,68,68,259,1,6,A1_B1,6.260869565,Verb,1,9.53,2.21,4.52,1.799,6,,,
,,,,,0,,,,,,A1_B1,stealth,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,69,69,116,1,37,A2_B1,2.85,Noun,1,10.58,2.76,5.45,2.155,7,,,
,,,,,1,,,,,,A1_B2,arise,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,70,70,45,1,16,A1_B2,2.619047619,Verb,1,6.89,3.17,6.17,2.182,5,,,
,,,,k,1,,,,,,A2_B1,reviewer,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.6108,,,,0,71,71,10,1,4,A1_B2,5.272727273,Noun,1,9.68,3.67,5.16,1.431,8,,,
,,,,,0,,,,,,A1_B1,fluke,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,72,72,232,1,71,A1_B1,2.526315789,Noun,1,10.1,2.34,4.3,1.954,5,,,
,,,,k,1,,,,,,A1_B1,option,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.2183,,,,0,73,73,220,1,68,A2_B2,2.791666667,Noun,1,8.79,2.39,6.37,2.868,6,,,
,,,,,0,,,,,,A2_B1,temptress,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,74,74,122,1,39,A2_B2,5.086956522,Noun,0.91,12.2,3.08,4.68,1.38,9,,,
,,,,,1,,,,,,A1_B2,replace,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,75,75,93,1,30,A2_B2,2.541666667,Verb,1,7.2,3,5.56,2.834,7,,,
,,,,k,0,,,,,,A2_B2,lend,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.9442,,,,0,76,76,27,1,8,A2_B1,5,Verb,1,8.45,3.07,4.95,2.775,4,,,
,,,,k,1,,,,,,A1_B1,dioxide,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,2.2869,,,,0,77,77,12,1,5,A2_B1,1.363636364,Noun,1,11.4,2.81,4.58,1.724,7,,,
,,,,k,0,,,,,,A1_B2,bode,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.317,,,,0,78,78,233,1,71,A1_B1,2.238095238,Verb,0.88,10.93,1.88,4.71,1.398,4,,,
,,,,k,1,,,,,,A1_B1,drawback,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.6569,,,,0,79,79,128,1,41,A1_B1,2.708333333,Noun,1,9.63,2.52,4.38,1.518,8,,,
,,,,k,1,,,,,,A2_B1,exhibition,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,1.0993,,,,0,80,80,66,1,21,A2_B1,5.272727273,Noun,1,11.25,3.52,5.53,2.318,10,,,
,,,,k,1,,,,,,A2_B1,colony,k,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,0.8503,,,,0,81,81,30,1,9,A1_B1,6.083333333,Noun,1,8.21,3.77,5.52,2.481,6,,,
,,,,,1,,,,,,A2_B2,motivate,,R_2eXV7WW1h6JZu74,MainNoun,2022-09-21_11h50.19.871,SCT,2021.2.3,MacIntel,59.95203837,,,,,0,82,82,119,1,37,A2_B1,5.260869565,Verb,1,9.9,2.07,6.05,1.74,8,,,
