intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,1,1.1913,,,,,,A1_B1,figment,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,39,39,256,1,6,A1_B1,2.333333333,Noun,1,9.63,2.04,5,1.748,7,,,
,,,,k,1,2.7332,,,,,,A1_B1,potency,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,40,40,16,1,6,A2_B2,2.565217391,Noun,1,12.89,2.32,5.84,1.398,7,,,
,,,,,1,,,,,,,A2_B2,donate,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,41,41,223,1,68,A2_B2,5.181818182,Verb,1,8.2,2.88,6.7,2.31,6,,,
,,,,,1,,,,,,,A2_B2,hypnotize,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,42,42,7,1,2,A2_B1,5.095238095,Verb,1,9.89,2.48,5.7,1.505,9,,,
,,,,,1,,,,,,,A2_B2,compete,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,43,43,251,1,4,A1_B1,5.428571429,Verb,1,6.94,2.57,5.35,2.636,7,,,
,,,,,1,,,,,,,A1_B2,lighten,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,44,44,145,1,45,A2_B2,2.636363636,Verb,1,7.95,2.93,6.21,2.48,7,,,
,,,,,1,,,,,,,A2_B2,motivate,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,45,45,119,1,37,A2_B1,5.260869565,Verb,1,9.9,2.07,6.05,1.74,8,,,
,,,,,1,,,,,,,A1_B2,visualize,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,46,46,49,1,17,A2_B1,2.458333333,Verb,1,9.88,2.45,6.58,1.949,9,,,
,,,,k,1,0.8832,,,,,,A2_B1,diplomacy,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,47,47,74,1,23,A1_B1,5.772727273,Noun,1,10.89,2.04,5.53,1.914,9,,,
,,,,k,1,1.4868,,,,,,A1_B1,series,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,48,48,24,1,8,A2_B1,2.708333333,Noun,1,9.05,2.92,5.23,3.012,6,,,
,,,,,0,,,,,,,A1_B1,size,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,49,49,264,1,8,A1_B2,2.3,Noun,0.99,4.84,3.13,5.61,3.372,4,,,
,,,,k,1,0.7694,,,,,,A2_B1,dynasty,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,50,50,258,1,6,A1_B1,5.571428571,Noun,1,10.5,2.46,5.16,2.117,7,,,
,,,,k,1,0.9064,,,,,,A1_B1,alignment,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,51,51,64,1,21,A2_B1,2.826086957,Noun,1,11.76,3.26,6,1.833,9,,,
,,,,k,1,0.9332,,,,,,A2_B1,privilege,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,52,52,182,1,57,A2_B1,5.12,Noun,1,9.24,1.93,5.81,2.735,9,,,
,,,,k,0,1.0847,,,,,,A2_B2,mingle,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,53,53,83,1,26,A1_B2,5.391304348,Verb,1,10.29,3.17,5.21,2.14,6,,,
,,,,,1,,,,,,,A1_B2,sterilize,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,54,54,141,1,44,A2_B1,2.954545455,Verb,1,11.68,2.97,5.59,1.398,9,,,
,,,,k,1,1.5783,,,,,,A2_B1,talker,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,55,55,230,1,70,A2_B1,6.05,Noun,1,5.74,4.39,4.55,1.964,6,,,
