intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,,1,,,,,,,A1_B2,subside,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,70,70,257,1,6,A1_B1,2.590909091,Verb,1,10.44,2.26,5.42,1.322,7,,,
,,,,,1,,,,,,,A2_B2,administer,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,71,71,215,1,66,A1_B1,5,Verb,1,9.42,2.53,4.4,1.935,10,,,
,,,,k,1,0.8358,,,,,,A2_B1,corruption,k,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,72,72,2,1,1,A2_B1,5.5,Noun,1,11.17,2.39,3,2.34,10,,,
,,,,,1,,,,,,,A1_B2,contain,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,73,73,85,1,27,A2_B2,2.52,Verb,1,7.88,2.74,5,2.493,7,,,
,,,,,0,,,,,,,A1_B1,jiffy,k,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,74,74,160,1,50,A1_B2,2.722222222,Noun,1,9.33,2.33,6.09,1.909,5,,,
,,,,k,1,1.201,,,,,,A1_B1,outcome,k,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,75,75,216,1,67,A2_B1,2.956521739,Noun,1,9.53,2.27,5.62,2.305,7,,,
,,,,k,1,1.3099,,,,,,A1_B1,dioxide,k,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,76,76,12,1,5,A2_B1,1.363636364,Noun,1,11.4,2.81,4.58,1.724,7,,,
,,,,,1,,,,,,,A1_B2,simplify,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,77,77,209,1,65,A2_B1,2.761904762,Verb,1,8.53,1.89,6.35,1.672,8,,,
,,,,k,1,0.7715,,,,,,A1_B1,series,k,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,78,78,24,1,8,A2_B1,2.708333333,Noun,1,9.05,2.92,5.23,3.012,6,,,
,,,,,1,,,,,,,A1_B2,deteriorate,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,79,79,173,1,54,A2_B1,2.428571429,Verb,1,11.78,3,3.64,1.447,11,,,
,,,,,1,,,,,,,A1_B2,freshen,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,80,80,57,1,19,A1_B2,2.333333333,Verb,1,8.84,2.17,6.56,2.121,7,,,
,,,,k,1,0.7218,,,,,,A1_B1,option,k,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,81,81,220,1,68,A2_B2,2.791666667,Noun,1,8.79,2.39,6.37,2.868,6,,,
,,,,,1,,,,,,,A1_B2,restore,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,82,82,89,1,28,A2_B2,2.583333333,Verb,1,10.78,2.79,5.86,2.405,7,,,
,,,,,0,,,,,,,A1_B1,shallows,k,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,83,83,108,1,35,A1_B2,2.347826087,Noun,1,11.39,3.33,5.37,1.322,8,,,
,,,,,1,,,,,,,A2_B2,supervise,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,84,84,99,1,32,A2_B1,5.318181818,Verb,1,11,2.48,5.05,1.996,9,,,
,,,,,1,,,,,,,A1_B2,expire,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,85,85,205,1,63,A2_B2,2,Verb,1,7.68,2.73,3.16,1.672,6,,,
,,,,,1,,,,,,,A2_B2,pray,,R_TdYknjBhg17UqgF,MainNoun,2022-09-21_13h57.52.270,SCT,2021.2.3,Win32,60.06006006,,,,0,86,86,267,1,8,A1_B2,5.045454545,Verb,0.96,5.79,3.21,6.57,3.267,4,,,
