participant,Word,ACC,RT,PoS,Socialness,Concreteness
R_3fDYWCWfxXdp822,conclude,1,NA,Verb,Nonsocial,1.78
R_3fDYWCWfxXdp822,maintain,1,NA,Verb,Nonsocial,2.32
R_3fDYWCWfxXdp822,patriot,1,0.8082,Noun,Social,3.36
R_3fDYWCWfxXdp822,reviewer,1,0.9513,Noun,Social,3.67
R_3fDYWCWfxXdp822,dignify,0,0.9509,Verb,Social,1.71
R_3fDYWCWfxXdp822,stealth,0,NA,Noun,Nonsocial,2.76
R_3fDYWCWfxXdp822,tell,1,NA,Verb,Social,2.9
R_3fDYWCWfxXdp822,behavior,1,1.2345,Noun,Social,2.19
R_3fDYWCWfxXdp822,solution,1,0.9842,Noun,Nonsocial,2.61
R_3fDYWCWfxXdp822,cooperate,1,NA,Verb,Social,1.87
R_3fDYWCWfxXdp822,absorb,1,NA,Verb,Nonsocial,3.11
R_3fDYWCWfxXdp822,contain,1,NA,Verb,Nonsocial,2.74
R_3fDYWCWfxXdp822,supervise,1,NA,Verb,Social,2.48
R_3fDYWCWfxXdp822,warfare,1,1.5679,Noun,Social,3.03
R_3fDYWCWfxXdp822,contribute,1,NA,Verb,Social,2.13
R_3fDYWCWfxXdp822,jiffy,1,0.9511,Noun,Nonsocial,2.33
R_3fDYWCWfxXdp822,congratulate,1,NA,Verb,Social,3.04
R_3fDYWCWfxXdp822,community,1,0.7007,Noun,Social,3.52
R_3fDYWCWfxXdp822,reinforce,1,NA,Verb,Nonsocial,2.32
R_3fDYWCWfxXdp822,solitude,1,0.7841,Noun,Social,2.07
R_3fDYWCWfxXdp822,inhabit,0,0.9378,Verb,Social,3.21
R_3fDYWCWfxXdp822,confide,1,NA,Verb,Social,1.81
R_3fDYWCWfxXdp822,hypnotize,1,NA,Verb,Social,2.48
R_3fDYWCWfxXdp822,administer,1,NA,Verb,Social,2.53
R_3fDYWCWfxXdp822,humility,1,0.8729,Noun,Social,1.75
R_3fDYWCWfxXdp822,conjure,1,NA,Verb,Nonsocial,2.3
R_3fDYWCWfxXdp822,greet,1,NA,Verb,Social,2.96
R_3fDYWCWfxXdp822,fortnight,1,1.9261,Noun,Nonsocial,2.71
R_3fDYWCWfxXdp822,diplomacy,1,0.8017,Noun,Social,2.04
R_3fDYWCWfxXdp822,job,1,0.7347,Noun,Social,3.19
R_3fDYWCWfxXdp822,precedent,1,0.8846,Noun,Nonsocial,1.63
R_3fDYWCWfxXdp822,replenish,1,NA,Verb,Nonsocial,2.18
R_3fDYWCWfxXdp822,rebellion,1,0.8673,Noun,Social,2.93
R_3fDYWCWfxXdp822,savior,1,1.1098,Noun,Social,3.04
R_3fDYWCWfxXdp822,alignment,1,1.0506,Noun,Nonsocial,3.26
R_3fDYWCWfxXdp822,artistry,1,0.8391,Noun,Social,2
R_3fDYWCWfxXdp822,persuasion,1,0.9519,Noun,Social,1.9
R_3fDYWCWfxXdp822,exhibition,1,0.7047,Noun,Social,3.52
R_3fDYWCWfxXdp822,reflect,0,1.1271,Verb,Nonsocial,2.81
R_3fDYWCWfxXdp822,fluke,1,1.5095,Noun,Nonsocial,2.34
R_3fDYWCWfxXdp822,flirtation,1,1.5006,Noun,Social,2.19
R_3fDYWCWfxXdp822,expire,1,NA,Verb,Nonsocial,2.73
R_3fDYWCWfxXdp822,teamwork,1,1.5874,Noun,Social,2.37
R_3fDYWCWfxXdp822,dynasty,1,0.7588,Noun,Social,2.46
R_3fDYWCWfxXdp822,befriend,0,1.2931,Verb,Social,2.36
R_3fDYWCWfxXdp822,unravel,1,NA,Verb,Nonsocial,2.59
R_3fDYWCWfxXdp822,cherish,0,1.0681,Verb,Social,1.73
R_3fDYWCWfxXdp822,nightfall,1,0.8696,Noun,Nonsocial,3.79
R_3fDYWCWfxXdp822,potency,1,0.7376,Noun,Nonsocial,2.32
R_3fDYWCWfxXdp822,assist,1,NA,Verb,Social,2.52
R_3fDYWCWfxXdp822,confront,1,NA,Verb,Social,2.43
R_3fDYWCWfxXdp822,connect,1,NA,Verb,Social,2.88
R_3fDYWCWfxXdp822,seduce,1,NA,Verb,Social,2.18
R_3fDYWCWfxXdp822,obstruct,1,NA,Verb,Nonsocial,2.46
R_3fDYWCWfxXdp822,persuade,1,NA,Verb,Social,2.07
R_3fDYWCWfxXdp822,speech,0,NA,Noun,Social,3.37
R_3fDYWCWfxXdp822,sinner,1,1.2236,Noun,Social,3.07
R_3fDYWCWfxXdp822,reunite,1,NA,Verb,Social,2.86
R_3fDYWCWfxXdp822,enter,1,NA,Verb,Nonsocial,3.12
R_3fDYWCWfxXdp822,fraction,1,0.8231,Noun,Nonsocial,3.1
R_3fDYWCWfxXdp822,restore,1,NA,Verb,Nonsocial,2.79
R_3fDYWCWfxXdp822,pray,1,NA,Verb,Social,3.21
R_3fDYWCWfxXdp822,option,1,1.4008,Noun,Nonsocial,2.39
R_3fDYWCWfxXdp822,hover,1,NA,Verb,Nonsocial,3.17
R_3fDYWCWfxXdp822,decipher,0,1.5914,Verb,Nonsocial,2.83
R_3fDYWCWfxXdp822,tremble,0,1.3838,Verb,Nonsocial,3.61
R_3fDYWCWfxXdp822,activate,1,NA,Verb,Nonsocial,2.97
R_3fDYWCWfxXdp822,advise,1,NA,Verb,Social,2.03
R_3fDYWCWfxXdp822,reconstruct,1,NA,Verb,Nonsocial,3.2
R_3fDYWCWfxXdp822,generate,1,NA,Verb,Nonsocial,2.23
R_3fDYWCWfxXdp822,anomaly,1,1.8906,Noun,Nonsocial,1.79
R_3fDYWCWfxXdp822,postpone,1,NA,Verb,Nonsocial,2.29
R_3fDYWCWfxXdp822,gravity,0,NA,Noun,Nonsocial,2.86
R_3fDYWCWfxXdp822,ancestry,0,NA,Noun,Social,2.83
R_3fDYWCWfxXdp822,lighten,1,NA,Verb,Nonsocial,2.93
R_3fDYWCWfxXdp822,array,1,1.3882,Noun,Nonsocial,2.54
R_3fDYWCWfxXdp822,monarchy,1,0.8337,Noun,Social,2.55
R_3fDYWCWfxXdp822,dimension,1,0.8675,Noun,Nonsocial,2.5
R_3fDYWCWfxXdp822,genie,1,0.8517,Noun,Nonsocial,3.25
R_3fDYWCWfxXdp822,distortion,1,0.8181,Noun,Nonsocial,2.3
R_3fDYWCWfxXdp822,percentage,1,0.8842,Noun,Nonsocial,2.9
R_3fDYWCWfxXdp822,feedback,1,0.7177,Noun,Social,2.48
R_3fDYWCWfxXdp822,derive,1,NA,Verb,Nonsocial,2
R_3fDYWCWfxXdp822,pacify,1,NA,Verb,Social,2.04
R_3fDYWCWfxXdp822,career,1,1.0679,Noun,Social,2.54
R_3fDYWCWfxXdp822,advertise,1,NA,Verb,Social,2.81
R_3fDYWCWfxXdp822,unload,1,NA,Verb,Nonsocial,3.21
R_3fDYWCWfxXdp822,trajectory,1,0.9682,Noun,Nonsocial,3.1
R_3fDYWCWfxXdp822,entrust,1,NA,Verb,Social,2.16
R_3fDYWCWfxXdp822,series,1,0.9729,Noun,Nonsocial,2.92
R_3fDYWCWfxXdp822,untie,0,1.9115,Verb,Nonsocial,3.89
R_3fDYWCWfxXdp822,labor,1,0.7511,Noun,Social,3.08
R_3fDYWCWfxXdp822,govern,0,0.6844,Verb,Social,2.21
R_3fDYWCWfxXdp822,discontinue,0,1.4262,Verb,Nonsocial,2.5
R_3fDYWCWfxXdp822,reconcile,1,NA,Verb,Social,1.79
R_3fDYWCWfxXdp822,fidelity,1,0.7514,Noun,Social,1.87
R_3fDYWCWfxXdp822,voucher,1,1.2001,Noun,Nonsocial,3.81
R_3fDYWCWfxXdp822,tolerate,1,NA,Verb,Social,1.78
R_3fDYWCWfxXdp822,migraine,1,1.39,Noun,Nonsocial,3.2
R_3fDYWCWfxXdp822,calculate,1,NA,Verb,Nonsocial,2.74
R_3fDYWCWfxXdp822,physics,1,2.0556,Noun,Nonsocial,3.07
R_3fDYWCWfxXdp822,mankind,1,1.3727,Noun,Social,2.97
R_3fDYWCWfxXdp822,cleanse,0,1.7836,Verb,Nonsocial,3.31
R_3fDYWCWfxXdp822,ingredient,1,0.751,Noun,Nonsocial,3.84
R_3fDYWCWfxXdp822,negotiate,1,NA,Verb,Social,2
R_3fDYWCWfxXdp822,countdown,1,1.4714,Noun,Nonsocial,3.3
R_3fDYWCWfxXdp822,implore,1,NA,Verb,Social,1.61
R_3fDYWCWfxXdp822,lend,1,NA,Verb,Social,3.07
R_3fDYWCWfxXdp822,reference,1,1.2011,Noun,Nonsocial,2.38
R_3fDYWCWfxXdp822,preach,0,1.356,Verb,Social,3.37
R_3fDYWCWfxXdp822,stardom,1,1.3515,Noun,Social,2.26
R_3fDYWCWfxXdp822,visualize,1,NA,Verb,Nonsocial,2.45
R_3fDYWCWfxXdp822,attend,1,NA,Verb,Social,3.17
R_3fDYWCWfxXdp822,goodwill,1,1.0724,Noun,Social,2.54
R_3fDYWCWfxXdp822,compound,1,2.3429,Noun,Nonsocial,3.03
R_3fDYWCWfxXdp822,seminar,1,2.4424,Noun,Social,3.48
R_3fDYWCWfxXdp822,soften,1,NA,Verb,Nonsocial,2.57
R_3fDYWCWfxXdp822,simplify,1,NA,Verb,Nonsocial,1.89
R_3fDYWCWfxXdp822,size,0,NA,Noun,Nonsocial,3.13
R_3fDYWCWfxXdp822,impregnate,1,NA,Verb,Social,3.29
R_3fDYWCWfxXdp822,subside,1,NA,Verb,Nonsocial,2.26
R_3fDYWCWfxXdp822,suffice,0,1.2503,Verb,Nonsocial,1.72
R_3fDYWCWfxXdp822,straighten,0,2.0864,Verb,Nonsocial,3.72
R_3fDYWCWfxXdp822,confine,1,NA,Verb,Nonsocial,3.07
R_3fDYWCWfxXdp822,delusion,1,1.1224,Noun,Nonsocial,2.3
R_3fDYWCWfxXdp822,wrestle,1,NA,Verb,Social,4.33
R_3fDYWCWfxXdp822,classify,1,NA,Verb,Nonsocial,2.41
R_3fDYWCWfxXdp822,conspire,1,NA,Verb,Social,2.67
R_3fDYWCWfxXdp822,geology,1,0.7742,Noun,Nonsocial,2.9
R_3fDYWCWfxXdp822,ventilation,1,0.855,Noun,Nonsocial,3.48
R_3fDYWCWfxXdp822,engage,1,NA,Verb,Social,2.07
R_3fDYWCWfxXdp822,layer,1,1.2674,Noun,Nonsocial,3.52
R_3fDYWCWfxXdp822,radiate,1,NA,Verb,Nonsocial,2.93
R_3fDYWCWfxXdp822,colony,1,0.8843,Noun,Social,3.77
R_3fDYWCWfxXdp822,corruption,1,0.8673,Noun,Social,2.39
R_3fDYWCWfxXdp822,participate,1,NA,Verb,Social,2.59
R_3fDYWCWfxXdp822,install,1,NA,Verb,Nonsocial,3.19
R_3fDYWCWfxXdp822,deteriorate,1,NA,Verb,Nonsocial,3
R_3fDYWCWfxXdp822,finalize,1,NA,Verb,Nonsocial,2.14
R_3fDYWCWfxXdp822,aggressor,1,0.8108,Noun,Social,3.29
R_3fDYWCWfxXdp822,talker,1,1.1176,Noun,Social,4.39
R_3fDYWCWfxXdp822,remarry,0,1.0184,Verb,Social,2.72
R_3fDYWCWfxXdp822,excavation,1,0.8027,Noun,Nonsocial,3.23
R_3fDYWCWfxXdp822,scramble,0,0.8088,Verb,Nonsocial,3.31
R_3fDYWCWfxXdp822,foresight,1,1.1583,Noun,Nonsocial,1.79
R_3fDYWCWfxXdp822,vantage,1,1.574,Noun,Nonsocial,1.93
R_3fDYWCWfxXdp822,freshen,0,2.0013,Verb,Nonsocial,2.17
R_3fDYWCWfxXdp822,etiquette,1,0.8195,Noun,Social,2.15
R_3fDYWCWfxXdp822,taunt,0,1.7845,Verb,Social,2.93
R_3fDYWCWfxXdp822,fireside,1,1.2673,Noun,Nonsocial,3.84
R_3fDYWCWfxXdp822,terrorize,1,NA,Verb,Social,2.84
R_3fDYWCWfxXdp822,heroism,1,1.6681,Noun,Social,2.67
R_3fDYWCWfxXdp822,variation,1,0.9841,Noun,Nonsocial,2.46
R_3fDYWCWfxXdp822,sterilize,1,NA,Verb,Nonsocial,2.97
R_3fDYWCWfxXdp822,renew,1,NA,Verb,Nonsocial,2.07
R_3fDYWCWfxXdp822,shallows,0,NA,Noun,Nonsocial,3.33
R_3fDYWCWfxXdp822,refuel,1,NA,Verb,Nonsocial,3.53
R_3fDYWCWfxXdp822,deduct,1,NA,Verb,Nonsocial,2.31
R_3fDYWCWfxXdp822,esteem,1,1.9002,Noun,Social,1.83
R_3fDYWCWfxXdp822,endorse,1,NA,Verb,Social,2.41
R_3fDYWCWfxXdp822,assess,1,NA,Verb,Nonsocial,2.26
R_3fDYWCWfxXdp822,presenter,1,2.1843,Noun,Social,3.96
R_3fDYWCWfxXdp822,time,0,NA,Noun,Nonsocial,3.07
R_3fDYWCWfxXdp822,accelerate,0,1.5508,Verb,Nonsocial,3.48
R_3fDYWCWfxXdp822,authorize,1,NA,Verb,Social,2.22
R_3fDYWCWfxXdp822,dialect,1,0.9745,Noun,Social,2.67
R_3fDYWCWfxXdp822,communicate,1,NA,Verb,Social,3.43
R_3fDYWCWfxXdp822,hierarchy,1,1.8178,Noun,Social,2.59
R_3fDYWCWfxXdp822,nobility,1,0.8182,Noun,Social,2.81
R_3fDYWCWfxXdp822,drawback,0,NA,Noun,Nonsocial,2.52
R_3fDYWCWfxXdp822,detail,1,0.8686,Noun,Nonsocial,2.5
R_3FInK2tMdHrIWYj,renew,1,NA,Verb,Nonsocial,2.07
R_3FInK2tMdHrIWYj,reconstruct,1,NA,Verb,Nonsocial,3.2
R_3FInK2tMdHrIWYj,catalyst,1,1.5251,Noun,Nonsocial,2.85
R_3FInK2tMdHrIWYj,persuade,1,NA,Verb,Social,2.07
R_3FInK2tMdHrIWYj,variation,1,0.7584,Noun,Nonsocial,2.46
R_3FInK2tMdHrIWYj,metaphor,1,0.6444,Noun,Nonsocial,1.94
R_3FInK2tMdHrIWYj,foresight,1,0.7965,Noun,Nonsocial,1.79
R_3FInK2tMdHrIWYj,colony,1,0.7621,Noun,Social,3.77
R_3FInK2tMdHrIWYj,advise,1,NA,Verb,Social,2.03
R_3FInK2tMdHrIWYj,standstill,1,1.2514,Noun,Nonsocial,2.39
R_3FInK2tMdHrIWYj,derive,1,NA,Verb,Nonsocial,2
R_3FInK2tMdHrIWYj,career,1,0.7075,Noun,Social,2.54
R_3FInK2tMdHrIWYj,pray,1,NA,Verb,Social,3.21
R_3FInK2tMdHrIWYj,maximize,1,NA,Verb,Nonsocial,1.79
R_3FInK2tMdHrIWYj,figment,1,0.7744,Noun,Nonsocial,2.04
R_3FInK2tMdHrIWYj,reconcile,1,NA,Verb,Social,1.79
R_3FInK2tMdHrIWYj,vantage,1,0.9103,Noun,Nonsocial,1.93
R_3FInK2tMdHrIWYj,greet,1,NA,Verb,Social,2.96
R_3FInK2tMdHrIWYj,etiquette,1,0.7926,Noun,Social,2.15
R_3FInK2tMdHrIWYj,volumes,1,0.9068,Noun,Nonsocial,3.03
R_3FInK2tMdHrIWYj,humility,1,1.352,Noun,Social,1.75
R_3FInK2tMdHrIWYj,solution,1,1.1001,Noun,Nonsocial,2.61
R_3FInK2tMdHrIWYj,soften,1,NA,Verb,Nonsocial,2.57
R_3FInK2tMdHrIWYj,straighten,1,NA,Verb,Nonsocial,3.72
R_3FInK2tMdHrIWYj,option,1,0.7304,Noun,Nonsocial,2.39
R_3FInK2tMdHrIWYj,foreigner,1,0.7062,Noun,Social,3.32
R_3FInK2tMdHrIWYj,trajectory,1,0.7337,Noun,Nonsocial,3.1
R_3FInK2tMdHrIWYj,simplicity,1,1.0935,Noun,Nonsocial,1.96
R_3FInK2tMdHrIWYj,migraine,1,0.885,Noun,Nonsocial,3.2
R_3FInK2tMdHrIWYj,manhood,1,0.8926,Noun,Social,2.59
R_3FInK2tMdHrIWYj,accelerate,1,NA,Verb,Nonsocial,3.48
R_3FInK2tMdHrIWYj,heroism,1,0.6744,Noun,Social,2.67
R_3FInK2tMdHrIWYj,guidance,1,0.7485,Noun,Social,2.46
R_3FInK2tMdHrIWYj,finale,1,0.7559,Noun,Nonsocial,2.76
R_3FInK2tMdHrIWYj,gravity,1,0.7911,Noun,Nonsocial,2.86
R_3FInK2tMdHrIWYj,monarchy,1,0.5839,Noun,Social,2.55
R_3FInK2tMdHrIWYj,excursion,1,0.8959,Noun,Social,2.93
R_3FInK2tMdHrIWYj,management,1,0.5921,Noun,Social,2.72
R_3FInK2tMdHrIWYj,impress,1,NA,Verb,Social,2.07
R_3FInK2tMdHrIWYj,physics,1,0.7012,Noun,Nonsocial,3.07
R_3FInK2tMdHrIWYj,remarry,1,NA,Verb,Social,2.72
R_3FInK2tMdHrIWYj,stealth,1,0.9503,Noun,Nonsocial,2.76
R_3FInK2tMdHrIWYj,carpentry,1,0.9599,Noun,Nonsocial,3.48
R_3FInK2tMdHrIWYj,taunt,1,NA,Verb,Social,2.93
R_3FInK2tMdHrIWYj,dominate,1,NA,Verb,Social,2.12
R_3FInK2tMdHrIWYj,tell,1,NA,Verb,Social,2.9
R_3FInK2tMdHrIWYj,seduce,1,NA,Verb,Social,2.18
R_3FInK2tMdHrIWYj,compete,1,NA,Verb,Social,2.57
R_3FInK2tMdHrIWYj,teamwork,1,0.6045,Noun,Social,2.37
R_3FInK2tMdHrIWYj,dimension,1,0.7346,Noun,Nonsocial,2.5
R_3FInK2tMdHrIWYj,finalize,1,NA,Verb,Nonsocial,2.14
R_3FInK2tMdHrIWYj,generate,1,NA,Verb,Nonsocial,2.23
R_3FInK2tMdHrIWYj,shallows,1,0.8276,Noun,Nonsocial,3.33
R_3FInK2tMdHrIWYj,assess,1,NA,Verb,Nonsocial,2.26
R_3FInK2tMdHrIWYj,category,1,0.7279,Noun,Nonsocial,2.82
R_3FInK2tMdHrIWYj,reference,1,0.8785,Noun,Nonsocial,2.38
R_3FInK2tMdHrIWYj,detail,1,0.6368,Noun,Nonsocial,2.5
R_3FInK2tMdHrIWYj,rebellion,1,1.223,Noun,Social,2.93
R_3FInK2tMdHrIWYj,countdown,1,0.6337,Noun,Nonsocial,3.3
R_3FInK2tMdHrIWYj,hypnotize,1,NA,Verb,Social,2.48
R_3FInK2tMdHrIWYj,manipulate,1,NA,Verb,Social,2.55
R_3FInK2tMdHrIWYj,unravel,1,NA,Verb,Nonsocial,2.59
R_3FInK2tMdHrIWYj,immigration,1,0.9469,Noun,Social,3.03
R_3FInK2tMdHrIWYj,terminate,1,NA,Verb,Nonsocial,2.29
R_3FInK2tMdHrIWYj,history,1,0.6263,Noun,Social,2.96
R_3FInK2tMdHrIWYj,stepson,1,0.7233,Noun,Social,3.68
R_3FInK2tMdHrIWYj,diversity,1,0.8458,Noun,Social,2.28
R_3FInK2tMdHrIWYj,unload,1,NA,Verb,Nonsocial,3.21
R_3FInK2tMdHrIWYj,scramble,1,NA,Verb,Nonsocial,3.31
R_3FInK2tMdHrIWYj,invade,1,NA,Verb,Social,3.28
R_3FInK2tMdHrIWYj,outcome,1,0.8147,Noun,Nonsocial,2.27
R_3FInK2tMdHrIWYj,lighten,0,0.6393,Verb,Nonsocial,2.93
R_3FInK2tMdHrIWYj,govern,1,NA,Verb,Social,2.21
R_3FInK2tMdHrIWYj,stardom,1,0.8129,Noun,Social,2.26
R_3FInK2tMdHrIWYj,humanity,1,0.717,Noun,Social,2.36
R_3FInK2tMdHrIWYj,calculate,1,NA,Verb,Nonsocial,2.74
R_3FInK2tMdHrIWYj,engage,1,NA,Verb,Social,2.07
R_3FInK2tMdHrIWYj,environment,1,0.6216,Noun,Social,3.74
R_3FInK2tMdHrIWYj,adulthood,1,0.7058,Noun,Social,2.5
R_3FInK2tMdHrIWYj,donate,1,NA,Verb,Social,2.88
R_3FInK2tMdHrIWYj,community,1,0.7005,Noun,Social,3.52
R_3FInK2tMdHrIWYj,assist,1,NA,Verb,Social,2.52
R_3FInK2tMdHrIWYj,contain,1,NA,Verb,Nonsocial,2.74
R_3FInK2tMdHrIWYj,banish,1,NA,Verb,Social,2.41
R_3FInK2tMdHrIWYj,cleanse,1,NA,Verb,Nonsocial,3.31
R_3FInK2tMdHrIWYj,behavior,1,0.864,Noun,Social,2.19
R_3FInK2tMdHrIWYj,decompose,1,NA,Verb,Nonsocial,3
R_3FInK2tMdHrIWYj,royalty,1,0.7309,Noun,Social,3.11
R_3FInK2tMdHrIWYj,excavation,1,0.7101,Noun,Nonsocial,3.23
R_3FInK2tMdHrIWYj,invite,1,NA,Verb,Social,3
R_3FInK2tMdHrIWYj,dissolve,1,NA,Verb,Nonsocial,3.15
R_3FInK2tMdHrIWYj,mingle,1,NA,Verb,Social,3.17
R_3FInK2tMdHrIWYj,contribute,1,NA,Verb,Social,2.13
R_3FInK2tMdHrIWYj,warfare,1,1.2189,Noun,Social,3.03
R_3FInK2tMdHrIWYj,enter,1,NA,Verb,Nonsocial,3.12
R_3FInK2tMdHrIWYj,uprising,1,1.5949,Noun,Social,2.41
R_3FInK2tMdHrIWYj,esteem,1,0.8929,Noun,Social,1.83
R_3FInK2tMdHrIWYj,coexist,1,NA,Verb,Social,2.25
R_3FInK2tMdHrIWYj,precedent,1,1.4804,Noun,Nonsocial,1.63
R_3FInK2tMdHrIWYj,aggressor,1,0.6229,Noun,Social,3.29
R_3FInK2tMdHrIWYj,attract,1,NA,Verb,Social,2.73
R_3FInK2tMdHrIWYj,deduct,1,NA,Verb,Nonsocial,2.31
R_3FInK2tMdHrIWYj,dignify,1,NA,Verb,Social,1.71
R_3FInK2tMdHrIWYj,advertise,1,NA,Verb,Social,2.81
R_3FInK2tMdHrIWYj,reflect,1,NA,Verb,Nonsocial,2.81
R_3FInK2tMdHrIWYj,conclude,1,NA,Verb,Nonsocial,1.78
R_3FInK2tMdHrIWYj,diplomacy,1,0.704,Noun,Social,2.04
R_3FInK2tMdHrIWYj,goodwill,1,1.2758,Noun,Social,2.54
R_3FInK2tMdHrIWYj,hover,1,NA,Verb,Nonsocial,3.17
R_3FInK2tMdHrIWYj,activate,1,NA,Verb,Nonsocial,2.97
R_3FInK2tMdHrIWYj,interact,1,NA,Verb,Social,2.88
R_3FInK2tMdHrIWYj,untie,1,NA,Verb,Nonsocial,3.89
R_3FInK2tMdHrIWYj,artistry,1,0.871,Noun,Social,2
R_3FInK2tMdHrIWYj,install,0,0.6007,Verb,Nonsocial,3.19
R_3FInK2tMdHrIWYj,mutiny,0,NA,Noun,Social,2.24
R_3FInK2tMdHrIWYj,allergy,1,0.7446,Noun,Nonsocial,3.68
R_3FInK2tMdHrIWYj,drawback,1,0.7807,Noun,Nonsocial,2.52
R_3FInK2tMdHrIWYj,distortion,1,0.8999,Noun,Nonsocial,2.3
R_3FInK2tMdHrIWYj,ventilation,1,0.8289,Noun,Nonsocial,3.48
R_3FInK2tMdHrIWYj,extend,1,NA,Verb,Nonsocial,2.93
R_3FInK2tMdHrIWYj,obstruct,1,NA,Verb,Nonsocial,2.46
R_3FInK2tMdHrIWYj,speech,1,0.6697,Noun,Social,3.37
R_3FInK2tMdHrIWYj,make,1,NA,Verb,Nonsocial,2.67
R_3FInK2tMdHrIWYj,classify,1,NA,Verb,Nonsocial,2.41
R_3FInK2tMdHrIWYj,congress,1,1.0345,Noun,Social,3.9
R_3FInK2tMdHrIWYj,inhabit,1,NA,Verb,Social,3.21
R_3FInK2tMdHrIWYj,time,1,0.8173,Noun,Nonsocial,3.07
R_3FInK2tMdHrIWYj,infiltrate,1,NA,Verb,Social,2.71
R_3FInK2tMdHrIWYj,voucher,1,0.6691,Noun,Nonsocial,3.81
R_3FInK2tMdHrIWYj,hometown,1,0.6002,Noun,Social,3.33
R_3FInK2tMdHrIWYj,impregnate,1,NA,Verb,Social,3.29
R_3FInK2tMdHrIWYj,impediment,1,0.8728,Noun,Nonsocial,2.56
R_3FInK2tMdHrIWYj,replenish,1,NA,Verb,Nonsocial,2.18
R_3FInK2tMdHrIWYj,compound,0,NA,Noun,Nonsocial,3.03
R_3FInK2tMdHrIWYj,privilege,1,0.7569,Noun,Social,1.93
R_3FInK2tMdHrIWYj,consult,0,0.9508,Verb,Social,3.04
R_3FInK2tMdHrIWYj,expire,1,NA,Verb,Nonsocial,2.73
R_3FInK2tMdHrIWYj,openness,1,1.267,Noun,Social,1.9
R_3FInK2tMdHrIWYj,wrestle,1,NA,Verb,Social,4.33
R_3FInK2tMdHrIWYj,replicate,1,NA,Verb,Nonsocial,3.33
R_3FInK2tMdHrIWYj,enhance,1,NA,Verb,Nonsocial,2.21
R_3FInK2tMdHrIWYj,conspire,1,NA,Verb,Social,2.67
R_3FInK2tMdHrIWYj,attendance,1,0.7682,Noun,Social,3.07
R_3FInK2tMdHrIWYj,feedback,1,0.617,Noun,Social,2.48
R_3FInK2tMdHrIWYj,fluke,1,1.0776,Noun,Nonsocial,2.34
R_3FInK2tMdHrIWYj,cooperate,1,NA,Verb,Social,1.87
R_3FInK2tMdHrIWYj,presenter,1,0.6569,Noun,Social,3.96
R_3FInK2tMdHrIWYj,pronounce,1,NA,Verb,Nonsocial,2.63
R_3FInK2tMdHrIWYj,bode,1,NA,Verb,Nonsocial,1.88
R_3FInK2tMdHrIWYj,simplify,1,NA,Verb,Nonsocial,1.89
R_3FInK2tMdHrIWYj,amendment,1,1.1312,Noun,Nonsocial,2.44
R_3FInK2tMdHrIWYj,preach,0,0.8778,Verb,Social,3.37
R_3FInK2tMdHrIWYj,magnetism,1,0.8837,Noun,Nonsocial,2.54
R_3FInK2tMdHrIWYj,array,1,1.3015,Noun,Nonsocial,2.54
R_3FInK2tMdHrIWYj,morale,1,0.8252,Noun,Social,1.85
R_3FInK2tMdHrIWYj,adjust,1,NA,Verb,Nonsocial,2.93
R_3FInK2tMdHrIWYj,summary,1,0.7898,Noun,Nonsocial,3.03
R_3FInK2tMdHrIWYj,confine,1,NA,Verb,Nonsocial,3.07
R_3FInK2tMdHrIWYj,recreate,1,NA,Verb,Nonsocial,2.41
R_3FInK2tMdHrIWYj,hierarchy,1,0.6839,Noun,Social,2.59
R_3FInK2tMdHrIWYj,lend,1,NA,Verb,Social,3.07
R_3FInK2tMdHrIWYj,attend,1,NA,Verb,Social,3.17
R_3FInK2tMdHrIWYj,series,1,0.6729,Noun,Nonsocial,2.92
R_3FInK2tMdHrIWYj,terrorize,1,NA,Verb,Social,2.84
R_3FInK2tMdHrIWYj,confess,1,NA,Verb,Social,2.57
R_3FInK2tMdHrIWYj,communicate,1,NA,Verb,Social,3.43
R_3FInK2tMdHrIWYj,labor,1,0.8065,Noun,Social,3.08
R_3FInK2tMdHrIWYj,radiate,1,NA,Verb,Nonsocial,2.93
R_3FInK2tMdHrIWYj,fraction,1,0.8622,Noun,Nonsocial,3.1
R_3FInK2tMdHrIWYj,dynamo,1,0.6791,Noun,Nonsocial,2.71
R_3FInK2tMdHrIWYj,accompany,1,NA,Verb,Social,3.07
R_3FInK2tMdHrIWYj,tourism,1,0.7251,Noun,Social,3
R_3FInK2tMdHrIWYj,event,1,0.5728,Noun,Social,2.69
R_3FInK2tMdHrIWYj,bleeder,1,1.0961,Noun,Nonsocial,3.5
R_3FInK2tMdHrIWYj,subside,0,0.8808,Verb,Nonsocial,2.26
R_3FInK2tMdHrIWYj,agility,1,0.6597,Noun,Nonsocial,2.38
R_3FInK2tMdHrIWYj,ancestry,1,0.6637,Noun,Social,2.83
R_3FInK2tMdHrIWYj,congratulate,1,NA,Verb,Social,3.04
R_3FInK2tMdHrIWYj,persuasion,1,0.9261,Noun,Social,1.9
R_3FInK2tMdHrIWYj,corruption,1,0.623,Noun,Social,2.39
R_3FInK2tMdHrIWYj,wrapper,1,0.6453,Noun,Nonsocial,4.39
R_3FInK2tMdHrIWYj,anomaly,1,0.83,Noun,Nonsocial,1.79
R_3FInK2tMdHrIWYj,confront,1,NA,Verb,Social,2.43
