intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,embResp.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,,1,,,,,,A2_B1,temptress,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,13,13,122,1,39,A2_B2,5.086956522,Noun,0.91,12.2,3.08,4.68,1.38,9,,,
,,,,k,1,,,,,,A1_B2,radiate,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.119,,,,0,14,14,177,1,55,A2_B1,2.619047619,Verb,0.89,12.5,2.93,6.9,1.447,7,,,
,,,,k,1,,,,,,A1_B2,tremble,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.1505,,,,0,15,15,105,1,34,A1_B2,2.227272727,Verb,1,8.89,3.61,3.18,2.061,7,,,
,,,,k,1,,,,,,A2_B2,persuade,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.9188,,,,0,16,16,167,1,52,A1_B1,5.173913043,Verb,1,10.79,2.07,5.67,2.514,8,,,
,,,,k,1,,,,,,A1_B2,untie,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.3309,,,,0,17,17,229,1,70,A2_B1,2.476190476,Verb,1,4.84,3.89,4.95,2.423,5,,,
,,,,,1,,,,,,A1_B1,excavation,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,18,18,76,1,24,A1_B1,2.565217391,Noun,1,10.89,3.23,4.89,1.518,10,,,
,,,,,1,,,,,,A2_B1,sinner,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,19,19,206,1,63,A2_B2,5.818181818,Noun,0.92,7.35,3.07,3.25,2.104,6,,,
,,,,k,1,,,,,,A2_B2,hypnotize,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.0616,,,,0,20,20,7,1,2,A2_B1,5.095238095,Verb,1,9.89,2.48,5.7,1.505,9,,,
,,,,,1,,,,,,A1_B1,ventilation,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,21,21,188,1,59,A1_B1,1.65,Noun,1,10.39,3.48,6.44,2.045,11,,,
,,,,k,1,,,,,,A2_B2,engage,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.7443,,,,0,22,22,43,1,14,A1_B2,5.1,Verb,1,10.42,2.07,6.6,2.498,6,,,
,,,,k,1,,,,,,A2_B2,invade,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.8024,,,,0,23,23,107,1,34,A1_B2,5.818181818,Verb,1,9.39,3.28,3.32,2.196,6,,,
,,,,k,1,,,,,,A1_B2,lighten,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.7887,,,,0,24,24,145,1,45,A2_B2,2.636363636,Verb,1,7.95,2.93,6.21,2.48,7,,,
