intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,embResp.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,1,,,,,,A2_B2,seduce,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.6741,,,,0,13,13,179,1,55,A2_B1,5.727272727,Verb,0.97,11.95,2.18,6.74,2.248,6,,,
,,,,k,1,,,,,,A1_B2,discontinue,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,1.46,,,,0,14,14,121,1,39,A2_B2,2.227272727,Verb,1,11.63,2.5,3.94,1.544,11,,,
,,,,k,1,,,,,,A2_B2,reunite,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.6503,,,,0,15,15,195,1,60,A2_B1,5.619047619,Verb,1,9.44,2.86,6.86,1.568,7,,,
,,,,,1,,,,,,A2_B1,talker,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,16,16,230,1,70,A2_B1,6.05,Noun,1,5.74,4.39,4.55,1.964,6,,,
,,,,,1,,,,,,A1_B1,drawback,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,17,17,128,1,41,A1_B1,2.708333333,Noun,1,9.63,2.52,4.38,1.518,8,,,
,,,,k,1,,,,,,A1_B2,arise,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,1.075,,,,0,18,18,45,1,16,A1_B2,2.619047619,Verb,1,6.89,3.17,6.17,2.182,5,,,
,,,,k,1,,,,,,A2_B2,greet,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.6364,,,,0,19,19,47,1,16,A1_B2,6.045454545,Verb,1,6.47,2.96,6.25,2.43,5,,,
,,,,k,1,,,,,,A2_B2,coexist,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.6313,,,,0,20,20,155,1,47,A2_B1,5.347826087,Verb,1,11.56,2.25,5.95,1.415,7,,,
,,,,,1,,,,,,A1_B1,stealth,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,21,21,116,1,37,A2_B1,2.85,Noun,1,10.58,2.76,5.45,2.155,7,,,
,,,,k,1,,,,,,A1_B2,enter,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5385,,,,0,22,22,265,1,8,A1_B2,2.739130435,Verb,1,5.67,3.12,6.09,3.181,5,,,
,,,,,1,,,,,,A2_B1,bribery,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,23,23,34,1,10,A2_B2,5.761904762,Noun,1,10.65,2.89,3.59,1.845,7,,,
,,,,,1,,,,,,A2_B1,hometown,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,24,24,254,1,5,A2_B1,5.958333333,Noun,0.99,7.22,3.33,6.8,2.301,8,,,
,,,,,1,,,,,,A1_B1,fraction,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,25,25,88,1,28,A2_B2,1.916666667,Noun,1,10.06,3.1,5.21,2.021,8,,,
,,,,k,1,,,,,,A1_B2,straighten,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.7497,,,,0,26,26,37,1,12,A1_B2,2,Verb,1,7.63,3.72,6.26,2.757,10,,,
,,,,,1,,,,,,A1_B1,fireside,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,27,27,132,1,42,A1_B1,2.095238095,Noun,1,9.39,3.84,6,1.322,8,,,
,,,,k,1,,,,,,A2_B2,advertise,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.6258,,,,0,28,28,11,1,4,A1_B2,5.434782609,Verb,1,9.63,2.81,5.16,1.929,9,,,
,,,,,1,,,,,,A2_B1,foreigner,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,29,29,78,1,24,A1_B1,5.25,Noun,1,10.39,3.32,4.68,2.179,9,,,
,,,,,1,,,,,,A2_B1,mankind,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,30,30,222,1,68,A2_B2,6.5,Noun,1,8.89,2.97,6.59,2.651,7,,,
,,,,k,1,,,,,,A1_B2,obstruct,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.9524,,,,0,31,31,185,1,58,A1_B2,2.45,Verb,1,10.94,2.46,3.61,1.491,8,,,
