intro_resp.keys,intro_resp.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
space,15.9558,R_3JwnsNvwmflQkii,MainVerb,2022-06-13_22h18.09.218,SCT_verb,2021.2.3,Win32,72.84382284
