intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,embResp.rt,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,,1,,,,,,A1_B1,fortnight,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,176,176,60,1,20,A2_B1,2.347826087,Noun,1,10.53,2.71,5.5,1.672,9,,,
,,,,k,1,,,,,,A2_B2,motivate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.8494,0,177,177,119,1,37,A2_B1,5.260869565,Verb,1,9.9,2.07,6.05,1.74,8,,,
,,,,,1,,,,,,A2_B1,seminar,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,178,178,90,1,28,A2_B2,5.368421053,Noun,1,11.8,3.48,5.2,2.338,7,,,
,,,,k,1,,,,,,A1_B2,retain,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.3665,0,179,179,41,1,14,A1_B2,2.608695652,Verb,1,11.32,2.32,6.25,2.086,6,,,
,,,,,1,,,,,,A1_B1,foresight,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,180,180,72,1,23,A1_B1,2.65,Noun,1,10.78,1.79,5.79,1.591,9,,,
,,,,,1,,,,,,A1_B1,finale,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,181,181,248,1,4,A1_B1,2.875,Noun,1,7.74,2.76,5.26,2.1,6,,,
,,,,,1,,,,,,A2_B1,exhibition,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,182,182,66,1,21,A2_B1,5.272727273,Noun,1,11.25,3.52,5.53,2.318,10,,,
,,,,k,1,,,,,,A1_B2,install,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.1717,0,183,183,101,1,33,A1_B1,2.571428571,Verb,1,10.14,3.19,5.95,2.143,7,,,
,,,,,1,,,,,,A2_B1,labor,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,space,,0,184,184,26,1,8,A2_B1,5.523809524,Noun,0.97,8.28,3.08,4.74,2.794,5,3.8637,,
,,,,,0,,,,,,A1_B2,extend,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,185,185,169,1,53,A1_B1,2.909090909,Verb,1,9.89,2.93,5.86,2.516,6,,,
,,,,,1,,,,,,A2_B1,hierarchy,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,186,186,110,1,35,A1_B2,6.208333333,Noun,1,11.11,2.59,4.95,1.518,9,,,
,,,,,1,,,,,,A2_B1,royalty,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,187,187,250,1,4,A1_B1,5.136363636,Noun,1,8,3.11,5.52,2.303,7,,,
,,,,,1,,,,,,A2_B1,dialect,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,188,188,154,1,47,A2_B1,5.523809524,Noun,1,11.5,2.67,6,1.839,7,,,
,,,,k,1,,,,,,A2_B2,connect,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.8143,0,189,189,255,1,5,A2_B1,5.708333333,Verb,1,7.58,2.88,6.61,2.693,7,,,
,,,,,1,,,,,,A2_B1,fidelity,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,190,190,18,1,6,A2_B2,5.75,Noun,1,12.82,1.87,6.7,2.009,8,,,
,,,,,1,,,,,,A2_B1,reviewer,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,191,191,10,1,4,A1_B2,5.272727273,Noun,1,9.68,3.67,5.16,1.431,8,,,
,,,,k,1,,,,,,A2_B2,administer,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9901,0,192,192,215,1,66,A1_B1,5,Verb,1,9.42,2.53,4.4,1.935,10,,,
,,,,,1,,,,,,A1_B1,nightfall,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,193,193,252,1,5,A2_B1,1.708333333,Noun,1,8.17,3.79,6.63,2.075,9,,,
,,,,,1,,,,,,A2_B1,rebellion,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,194,194,130,1,41,A1_B1,6,Noun,1,10,2.93,4.79,2.117,9,,,
,,,,,1,,,,,,A1_B1,voucher,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,195,195,80,1,26,A1_B2,2.4,Noun,1,10.3,3.81,5.67,1.672,7,,,
,,,,,1,,,,,,A2_B1,nobility,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,196,196,142,1,44,A2_B1,5.708333333,Noun,1,11.39,2.81,5.83,1.929,8,,,
,,,,,1,,,,,,A1_B1,simplicity,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,197,197,124,1,40,A1_B2,2.772727273,Noun,1,9.89,1.96,7.05,1.845,10,,,
,,,,k,1,,,,,,A2_B2,advertise,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.2149,0,198,198,11,1,4,A1_B2,5.434782609,Verb,1,9.63,2.81,5.16,1.929,9,,,
,,,,,1,,,,,,A1_B1,summary,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,199,199,224,1,69,A1_B2,2.523809524,Noun,1,8,3.03,5.05,1.935,7,,,
,,,,k,1,,,,,,A2_B2,interact,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0996,0,200,200,103,1,33,A1_B1,5.217391304,Verb,1,9.58,2.88,6,1.869,8,,,
,,,,,1,,,,,,A2_B1,critique,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,201,201,242,1,2,A2_B2,5.304347826,Noun,1,11.83,2.55,4.8,1.415,8,,,
,,,,,1,,,,,,A1_B1,bleeder,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,202,202,148,1,46,A2_B2,2.8,Noun,1,9.76,3.5,3.29,1.785,7,,,
,,,,k,1,,,,,,A2_B2,wrestle,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.6762,0,203,203,231,1,70,A2_B1,5.04,Verb,0.91,5,4.33,4.53,2.248,7,,,
,,,,,1,,,,,,A2_B1,foreigner,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,204,204,78,1,24,A1_B1,5.25,Noun,1,10.39,3.32,4.68,2.179,9,,,
,,,,,1,,,,,,A1_B1,outage,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,205,205,204,1,63,A2_B2,2.95,Noun,1,9.06,2.83,3.86,1.342,6,,,
,,,,k,0,,,,,,A2_B1,teamwork,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,2.323,0,206,206,210,1,65,A2_B1,6.72,Noun,1,7.8,2.37,6.26,2.013,8,,,
,,,,,1,,,,,,A1_B1,physics,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,207,207,140,1,44,A2_B1,1.913043478,Noun,1,11.68,3.07,5.53,2.684,7,,,
,,,,,1,,,,,,A1_B1,series,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,208,208,24,1,8,A2_B1,2.708333333,Noun,1,9.05,2.92,5.23,3.012,6,,,
,,,,k,1,,,,,,A1_B2,decipher,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.606,0,209,209,109,1,35,A1_B2,2.947368421,Verb,1,10.84,2.83,5.09,1.944,8,,,
,,,,k,1,,,,,,A1_B2,absorb,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.8605,0,210,210,29,1,9,A1_B1,2.166666667,Verb,1,8.83,3.11,5.5,2.009,6,,,
,,,,,1,,,,,,A1_B1,reference,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,211,211,180,1,57,A2_B1,2.761904762,Noun,0.95,8.67,2.38,5.63,2.636,9,,,
,,,,,1,,,,,,A2_B1,corruption,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,212,212,2,1,1,A2_B1,5.5,Noun,1,11.17,2.39,3,2.34,10,,,
,,,,k,1,,,,,,A2_B2,dominate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.6652,0,213,213,131,1,41,A1_B1,5.826086957,Verb,1,8.89,2.12,4.4,1.982,8,,,
,,,,,1,,,,,,A1_B1,metaphor,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,214,214,244,1,3,A2_B1,2.652173913,Noun,1,11.59,1.94,6.11,2.299,8,,,
,,,,,1,,,,,,A1_B1,alignment,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,215,215,64,1,21,A2_B1,2.826086957,Noun,1,11.76,3.26,6,1.833,9,,,
,,,,k,1,,,,,,A2_B2,bicker,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.6263,0,216,216,151,1,46,A2_B2,5.545454545,Verb,1,8.94,3.15,2.81,1.415,6,,,
,,,,,0,,,,,,A1_B2,accelerate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,217,217,189,1,59,A1_B1,2.25,Verb,1,10.74,3.48,6.1,1.819,10,,,
,,,,,1,,,,,,A1_B1,array,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,218,218,40,1,14,A1_B2,2.363636364,Noun,1,10.79,2.54,5.9,2.037,5,,,
,,,,,1,,,,,,A2_B1,environment,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,219,219,190,1,59,A1_B1,5.347826087,Noun,1,9.85,3.74,6.7,2.815,11,,,
,,,,,1,,,,,,A2_B1,colony,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,220,220,30,1,9,A1_B1,6.083333333,Noun,1,8.21,3.77,5.52,2.481,6,,,
,,,,,1,,,,,,A1_B1,amendment,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,221,221,4,1,2,A2_B1,2.95,Noun,1,10.06,2.44,5.6,2.322,9,,,
,,,,,0,,,,,,A1_B2,postpone,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,222,222,13,1,5,A2_B1,2.916666667,Verb,1,10.42,2.29,4.32,2.301,8,,,
,,,,,0,,,,,,A1_B2,terminate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,223,223,1,1,1,A2_B1,2.80952381,Verb,1,11.21,2.29,3.05,2.149,9,,,
,,,,,0,,,,,,A1_B2,restore,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,224,224,89,1,28,A2_B2,2.583333333,Verb,1,10.78,2.79,5.86,2.405,7,,,
,,,,,0,,,,,,A2_B2,endorse,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,225,225,243,1,2,A2_B2,5.416666667,Verb,1,12.06,2.41,5.2,1.949,7,,,
,,,,,1,,,,,,A1_B1,percentage,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,226,226,96,1,32,A2_B1,1.714285714,Noun,1,10.26,2.9,4.81,2.286,10,,,
,,,,,0,,,,,,A2_B2,inhabit,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,227,227,143,1,44,A2_B1,5.130434783,Verb,1,12.22,3.21,5.38,1.532,7,,,
,,,,,1,,,,,,A2_B1,tourism,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,228,228,70,1,22,A2_B2,6.130434783,Noun,1,9.53,3,5.35,1.532,7,,,
,,,,k,1,,,,,,A2_B2,tolerate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,2.2727,0,229,229,247,1,3,A2_B1,5.761904762,Verb,1,10.45,1.78,6.19,2.55,8,,,
,,,,k,1,,,,,,A2_B2,authorize,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.8464,0,230,230,23,1,7,A2_B1,5.086956522,Verb,1,9.84,2.22,5.37,2.025,9,,,
,,,,k,1,,,,,,A2_B2,assist,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.8239,0,231,231,139,1,43,A1_B2,5.958333333,Verb,0.93,8.75,2.52,5.95,2.603,6,,,
,,,,k,1,,,,,,A2_B2,engage,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9503,0,232,232,43,1,14,A1_B2,5.1,Verb,1,10.42,2.07,6.6,2.498,6,,,
,,,,,1,,,,,,A2_B1,career,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,233,233,170,1,53,A1_B1,5.24,Noun,0.99,9.95,2.54,6.11,3.363,6,,,
,,,,,0,,,,,,A1_B2,lighten,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,234,234,145,1,45,A2_B2,2.636363636,Verb,1,7.95,2.93,6.21,2.48,7,,,
,,,,,1,,,,,,A2_B1,flirtation,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,235,235,22,1,7,A2_B1,5.391304348,Noun,1,10.53,2.19,5.78,1.568,10,,,
,,,,,1,,,,,,A2_B1,mankind,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,236,236,222,1,68,A2_B2,6.5,Noun,1,8.89,2.97,6.59,2.651,7,,,
,,,,,1,,,,,,A2_B1,manhood,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,237,237,178,1,55,A2_B1,5.25,Noun,1,12.95,2.59,6.5,2.167,7,,,
,,,,,1,,,,,,A1_B1,dioxide,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,238,238,12,1,5,A2_B1,1.363636364,Noun,1,11.4,2.81,4.58,1.724,7,,,
,,,,,1,,,,,,A1_B1,time,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,239,239,200,1,62,A1_B1,2.88,Noun,0.99,5.16,3.07,5.6,5,4,,,
,,,,,1,,,,,,A1_B1,fireside,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,240,240,132,1,42,A1_B1,2.095238095,Noun,1,9.39,3.84,6,1.322,8,,,
,,,,k,1,,,,,,A1_B2,adjust,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0773,0,241,241,137,1,43,A1_B2,2.608695652,Verb,1,8.43,2.93,5.76,2.459,6,,,
,,,,,1,,,,,,A1_B1,vantage,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,242,242,260,1,7,A1_B1,2.65,Noun,1,12.1,1.93,5.95,1.602,7,,,
,,,,k,1,,,,,,A2_B2,propose,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.1712,0,243,243,219,1,67,A2_B1,5.541666667,Verb,1,9,2.19,6.26,2.822,7,,,
,,,,,0,,,,,,A1_B2,assess,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,244,244,17,1,6,A2_B2,2.652173913,Verb,1,11.37,2.26,5.84,1.924,6,,,
,,,,,1,,,,,,A1_B1,fraction,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,245,245,88,1,28,A2_B2,1.916666667,Noun,1,10.06,3.1,5.21,2.021,8,,,
,,,,,0,,,,,,A2_B2,brainwash,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,246,246,187,1,58,A1_B2,5.083333333,Verb,0.91,11.53,2.21,3.11,1.362,9,,,
,,,,,1,,,,,,A1_B1,potency,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,247,247,16,1,6,A2_B2,2.565217391,Noun,1,12.89,2.32,5.84,1.398,7,,,
,,,,k,1,,,,,,A2_B2,tell,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9913,0,248,248,203,1,62,A1_B1,5.238095238,Verb,1,4.26,2.9,5.27,4.944,4,,,
,,,,k,1,,,,,,A2_B2,cooperate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.893,0,249,249,211,1,65,A2_B1,6.541666667,Verb,1,8.28,1.87,6.39,2.724,9,,,
,,,,k,1,,,,,,A2_B2,commandeer,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.2868,0,250,250,79,1,24,A1_B1,5.55,Verb,1,11.88,3.7,4.43,1.462,10,,,
,,,,k,1,,,,,,A2_B2,supervise,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9745,0,251,251,99,1,32,A2_B1,5.318181818,Verb,1,11,2.48,5.05,1.996,9,,,
,,,,,1,,,,,,A2_B1,heroism,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,252,252,194,1,60,A2_B1,6.086956522,Noun,1,9.55,2.67,7.05,1.756,7,,,
,,,,,1,,,,,,A1_B1,delusion,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,253,253,184,1,58,A1_B2,2.695652174,Noun,1,9.95,2.3,3.3,2.143,8,,,
,,,,,1,,,,,,A2_B1,solitude,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,254,254,158,1,49,A2_B2,5,Noun,0.97,12,2.07,4.76,2.013,8,,,
,,,,,1,,,,,,A2_B1,uprising,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,255,255,14,1,5,A2_B1,5.285714286,Noun,1,11.17,2.41,4.33,1.778,8,,,
,,,,k,1,,,,,,A2_B2,manipulate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0865,0,256,256,3,1,1,A2_B1,5.47826087,Verb,1,11.1,2.55,3.21,2.25,10,,,
,,,,,1,,,,,,A2_B1,warfare,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,257,257,150,1,46,A2_B2,5.571428571,Noun,1,8.95,3.03,3.14,2.179,7,,,
,,,,,1,,,,,,A2_B1,privilege,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,258,258,182,1,57,A2_B1,5.12,Noun,1,9.24,1.93,5.81,2.735,9,,,
,,,,k,1,,,,,,A2_B2,dignify,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.904,0,259,259,199,1,61,A1_B2,5.173913043,Verb,1,10.47,1.71,5.68,1.491,7,,,
,,,,k,1,,,,,,A1_B2,conjure,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.3318,0,260,260,241,1,2,A2_B2,2.578947368,Verb,1,11.37,2.3,5.05,1.813,7,,,
,,,,k,1,,,,,,A1_B2,conclude,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.1386,0,261,261,165,1,52,A1_B1,2.681818182,Verb,1,10.48,1.78,4.81,2.107,8,,,
,,,,,1,,,,,,A1_B1,ingredient,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,262,262,36,1,12,A1_B2,1.736842105,Noun,1,7.85,3.84,5.86,2.127,10,,,
,,,,k,1,,,,,,A1_B2,pronounce,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.2993,0,263,263,217,1,67,A2_B1,2.958333333,Verb,1,8.42,2.63,5.61,2.521,9,,,
,,,,,1,,,,,,A2_B1,presenter,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,264,264,134,1,42,A1_B1,5.238095238,Noun,1,8.9,3.96,5.71,1.322,9,,,
,,,,,1,,,,,,A1_B1,layer,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,265,265,28,1,9,A1_B1,2.095238095,Noun,0.97,8.28,3.52,5.2,2.279,5,,,
,,,,,1,,,,,,A1_B1,gravity,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,266,266,208,1,65,A2_B1,2.041666667,Noun,1,8.39,2.86,5.81,2.546,7,,,
,,,,,1,,,,,,A1_B1,variation,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,267,267,20,1,7,A2_B1,2.090909091,Noun,1,10.11,2.46,5.53,1.813,9,,,
,,,,,,,,,,,,,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,,,,,,,space,6.0608
