intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,embResp.rt,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,,1,,,,,,A2_B1,monogamy,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,81,81,262,1,7,A1_B1,5.6,Noun,1,13.06,1.7,6.43,1.672,8,,,
,,,,,0,,,,,,A2_B2,reunite,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,82,82,195,1,60,A2_B1,5.619047619,Verb,1,9.44,2.86,6.86,1.568,7,,,
,,,,,1,,,,,,A2_B1,talker,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,83,83,230,1,70,A2_B1,6.05,Noun,1,5.74,4.39,4.55,1.964,6,,,
,,,,,0,,,,,,A1_B2,derive,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,84,84,157,1,49,A2_B2,2.941176471,Verb,1,12,2,4.72,1.556,6,,,
,,,,,1,,,,,,A1_B1,timing,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,85,85,136,1,43,A1_B2,2.714285714,Noun,0.96,8.84,2.86,5.67,2.884,6,,,
,,,,,1,,,,,,A2_B1,congress,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,86,86,106,1,34,A1_B2,5.571428571,Noun,1,9.05,3.9,3.55,2.623,8,,,
,,,,,0,,,,,,A1_B2,maximize,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,87,87,245,1,3,A2_B1,2.916666667,Verb,1,10.58,1.79,6.2,1.663,8,,,
,,,,,0,,,,,,A1_B2,reflect,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,88,88,61,1,20,A2_B1,2.909090909,Verb,1,9.89,2.81,6.1,2.33,7,,,
,,,,k,1,,,,,,A2_B2,pacify,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.2555,0,89,89,163,1,50,A1_B2,5.476190476,Verb,1,10.37,2.04,5.67,1.322,6,,,
,,,,,0,,,,,,A1_B2,unhook,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,90,90,225,1,69,A1_B2,2.136363636,Verb,1,7.22,3.34,4.55,1.653,6,,,
,,,,,1,,,,,,A1_B1,shallows,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,91,91,108,1,35,A1_B2,2.347826087,Noun,1,11.39,3.33,5.37,1.322,8,,,
,,,,,0,,,,,,A2_B2,implore,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,space,,0,92,92,159,1,49,A2_B2,5,Verb,1,12.44,1.61,4.47,1.732,7,7.0253,,
,,,,,1,,,,,,A1_B1,dimension,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,93,93,52,1,18,A2_B2,2.434782609,Noun,1,10.26,2.5,5.24,2.375,9,,,
,,,,,1,,,,,,A1_B1,outcome,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,94,94,216,1,67,A2_B1,2.956521739,Noun,1,9.53,2.27,5.62,2.305,7,,,
,,,,,0,,,,,,A1_B2,unravel,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,95,95,129,1,41,A1_B1,2.8,Verb,1,10.16,2.59,4.39,1.699,7,,,
,,,,,0,,,,,,A1_B2,rearrange,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,96,96,237,1,1,A2_B1,2.727272727,Verb,1,8.11,3.26,5.52,1.949,9,,,
,,,,,1,,,,,,A2_B1,artistry,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,97,97,50,1,17,A2_B1,5.181818182,Noun,1,10.58,2,6.91,1.398,8,,,
,,,,,1,,,,,,A1_B1,excavation,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,98,98,76,1,24,A1_B1,2.565217391,Noun,1,10.89,3.23,4.89,1.518,10,,,
,,,,,0,,,,,,A2_B2,taunt,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,99,99,207,1,63,A2_B2,5.526315789,Verb,0.88,8.06,2.93,3.4,1.518,5,,,
,,,,,0,,,,,,A1_B2,decompose,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,100,100,113,1,36,A1_B2,1.826086957,Verb,1,10.48,3,2.42,1.398,9,,,
,,,,k,1,,,,,,A2_B2,advise,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0063,0,101,101,171,1,53,A1_B1,5.590909091,Verb,1,8.89,2.03,5.44,2.795,6,,,
,,,,k,1,,,,,,A1_B2,minimize,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,2.4829,0,102,102,53,1,18,A2_B2,2.625,Verb,1,10.89,2.37,5.16,1.74,8,,,
,,,,,0,,,,,,A1_B2,suffice,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,103,103,261,1,7,A1_B1,2.375,Verb,1,12.26,1.72,5.52,1.929,7,,,
,,,,k,1,,,,,,A1_B2,cleanse,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.1482,0,104,104,253,1,5,A2_B1,2.75,Verb,1,8.11,3.31,6.65,1.875,7,,,
,,,,,1,,,,,,A1_B1,drawback,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,105,105,128,1,41,A1_B1,2.708333333,Noun,1,9.63,2.52,4.38,1.518,8,,,
,,,,k,1,,,,,,A2_B2,invite,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.8918,0,106,106,95,1,30,A2_B2,6.090909091,Verb,0.96,6.79,3,5.68,3.179,6,,,
,,,,,1,,,,,,A2_B1,persuasion,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,107,107,166,1,52,A1_B1,5.083333333,Noun,1,10.9,1.9,5.67,2.004,10,,,
,,,,,0,,,,,,A2_B2,remarry,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,108,108,71,1,22,A2_B2,5.652173913,Verb,1,8.65,2.72,5.52,1.653,7,,,
,,,,,1,,,,,,A2_B1,aggressor,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,109,109,114,1,36,A1_B2,5.086956522,Noun,1,11.47,3.29,2.8,1.477,9,,,
,,,,k,0,,,,,,A2_B1,hometown,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.7223,0,110,110,254,1,5,A2_B1,5.958333333,Noun,0.99,7.22,3.33,6.8,2.301,8,,,
,,,,,0,,,,,,A1_B2,replace,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,111,111,93,1,30,A2_B2,2.541666667,Verb,1,7.2,3,5.56,2.834,7,,,
,,,,k,1,,,,,,A2_B2,greet,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.021,0,112,112,47,1,16,A1_B2,6.045454545,Verb,1,6.47,2.96,6.25,2.43,5,,,
,,,,k,1,,,,,,A2_B2,infiltrate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.9291,0,113,113,123,1,39,A2_B2,5,Verb,1,12,2.71,4.41,1.935,10,,,
,,,,k,1,,,,,,A2_B2,attend,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9429,0,114,114,31,1,9,A1_B1,5.76,Verb,1,7.72,3.17,5.4,2.855,6,,,
,,,,,1,,,,,,A1_B1,volumes,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,115,115,144,1,45,A2_B2,2,Noun,1,9.58,3.03,6,1.74,7,,,
,,,,,1,,,,,,A2_B1,management,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,116,116,98,1,32,A2_B1,6.181818182,Noun,1,10.05,2.72,4.95,2.775,10,,,
,,,,k,1,,,,,,A1_B2,reconstruct,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.2599,0,117,117,65,1,21,A2_B1,2.681818182,Verb,1,10.63,3.2,5.7,1.771,11,,,
,,,,,1,,,,,,A1_B1,agility,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,118,118,48,1,17,A2_B1,2.869565217,Noun,1,10.06,2.38,6.55,1.38,7,,,
,,,,k,1,,,,,,A2_B2,attract,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.6656,0,119,119,147,1,45,A2_B2,5.181818182,Verb,1,8.78,2.73,6.38,2.464,7,,,
,,,,,0,,,,,,A1_B2,straighten,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,120,120,37,1,12,A1_B2,2,Verb,1,7.63,3.72,6.26,2.757,10,,,
,,,,,1,,,,,,A1_B1,chapter,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,121,121,92,1,30,A2_B2,1.833333333,Noun,1,6.42,3.43,5.7,2.782,7,,,
,,,,k,1,,,,,,A2_B2,conspire,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.2215,0,122,122,15,1,5,A2_B1,5.5,Verb,0.9,11,2.67,3.9,1.505,8,,,
,,,,,0,,,,,,A1_B2,finalize,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,123,123,197,1,61,A1_B2,2.545454545,Verb,1,10.3,2.14,5.6,1.431,8,,,
,,,,,1,,,,,,A1_B1,solution,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,124,124,56,1,19,A1_B2,2.952380952,Noun,1,9,2.61,6.3,2.907,8,,,
,,,,k,1,,,,,,A2_B2,mingle,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,2.3436,0,125,125,83,1,26,A1_B2,5.391304348,Verb,1,10.29,3.17,5.21,2.14,6,,,
,,,,k,1,,,,,,A2_B2,liberate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.5498,0,126,126,75,1,23,A1_B1,5.217391304,Verb,1,11.75,2.29,5.79,1.778,8,,,
,,,,,1,,,,,,A1_B1,figment,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,127,127,256,1,6,A1_B1,2.333333333,Noun,1,9.63,2.04,5,1.748,7,,,
,,,,,0,,,,,,A2_B2,banish,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,128,128,35,1,10,A2_B2,5.136363636,Verb,1,9.89,2.41,3.85,1.845,6,,,
,,,,,0,,,,,,A1_B2,scramble,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,129,129,9,1,4,A1_B2,2.7,Verb,0.97,8.83,3.31,5.21,2.093,8,,,
,,,,,0,,,,,,A2_B2,confess,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,130,130,87,1,27,A2_B2,5.5,Verb,1,7.11,2.57,4.85,2.908,7,,,
,,,,,1,,,,,,A1_B1,wrapper,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,131,131,228,1,70,A2_B1,2.045454545,Noun,1,6.11,4.39,4.79,1.935,7,,,
,,,,k,1,,,,,,A1_B2,replenish,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.1543,0,132,132,125,1,40,A1_B2,2.166666667,Verb,1,9.33,2.18,6.9,1.431,9,,,
,,,,,1,,,,,,A1_B1,standstill,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,133,133,212,1,66,A1_B1,2.863636364,Noun,1,10,2.39,4.74,1.431,10,,,
,,,,,0,,,,,,A1_B2,soften,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,134,134,221,1,68,A2_B2,2.583333333,Verb,1,7.37,2.57,6.57,1.887,6,,,
,,,,k,1,,,,,,A1_B2,straddle,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.7967,0,135,135,133,1,42,A1_B1,2.714285714,Verb,1,9.11,3.74,5.62,1.431,8,,,
,,,,,1,,,,,,A1_B1,size,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,136,136,264,1,8,A1_B2,2.3,Noun,0.99,4.84,3.13,5.61,3.372,4,,,
,,,,k,1,,,,,,A1_B2,simplify,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.2422,0,137,137,209,1,65,A2_B1,2.761904762,Verb,1,8.53,1.89,6.35,1.672,8,,,
,,,,,1,,,,,,A2_B1,etiquette,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,138,138,198,1,61,A1_B2,5.19047619,Noun,1,9.5,2.15,6,1.987,9,,,
,,,,,1,,,,,,A1_B1,detail,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,139,139,168,1,53,A1_B1,2.826086957,Noun,0.96,9.79,2.5,5.67,2.996,6,,,
,,,,,1,,,,,,A2_B1,job,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,140,140,202,1,62,A1_B1,5.695652174,Noun,1,5.39,3.19,5.64,4.324,3,,,
,,,,,1,,,,,,A1_B1,allergy,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,141,141,104,1,34,A1_B2,2.714285714,Noun,1,8.11,3.68,2.9,1.94,7,,,
,,,,,1,,,,,,A1_B1,ventilation,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,142,142,188,1,59,A1_B1,1.65,Noun,1,10.39,3.48,6.44,2.045,11,,,
,,,,,0,,,,,,A1_B2,maintain,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,143,143,181,1,57,A2_B1,2.684210526,Verb,1,9.94,2.32,6.29,2.821,8,,,
,,,,k,1,,,,,,A2_B2,preach,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.1024,0,144,144,227,1,69,A1_B2,6.173913043,Verb,1,7.33,3.37,4.15,2.09,6,,,
,,,,,1,,,,,,A1_B1,dynamo,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,145,145,176,1,55,A2_B1,2.333333333,Noun,1,12.32,2.71,6.21,1.431,6,,,
,,,,k,1,,,,,,A2_B2,contribute,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0334,0,146,146,183,1,57,A2_B1,5.333333333,Verb,1,9.37,2.13,6.15,2.29,10,,,
,,,,,1,,,,,,A1_B1,catalyst,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,147,147,240,1,2,A2_B2,2.238095238,Noun,1,12.56,2.85,5.3,1.613,8,,,
,,,,,1,,,,,,A2_B1,savior,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,148,148,46,1,16,A1_B2,5.565217391,Noun,0.88,6.68,3.04,6.59,2.24,6,,,
,,,,,1,,,,,,A1_B1,volume,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,149,149,84,1,27,A2_B2,2.772727273,Noun,1,6.35,3.07,5.25,2.55,6,,,
,,,,k,1,,,,,,A1_B2,unload,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.06,0,150,150,25,1,8,A2_B1,2.454545455,Verb,1,7.86,3.21,5.21,2.373,6,,,
,,,,,1,,,,,,A2_B1,temptress,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,151,151,122,1,39,A2_B2,5.086956522,Noun,0.91,12.2,3.08,4.68,1.38,9,,,
,,,,,0,,,,,,A1_B2,enter,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,152,152,265,1,8,A1_B2,2.739130435,Verb,1,5.67,3.12,6.09,3.181,5,,,
,,,,k,1,,,,,,A2_B2,negotiate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0152,0,153,153,55,1,18,A2_B2,5.409090909,Verb,1,10.85,2,5.57,2.535,9,,,
,,,,,1,,,,,,A2_B1,monarchy,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,154,154,186,1,58,A1_B2,5.409090909,Noun,1,10.44,2.55,3.29,1.544,8,,,
,,,,,0,,,,,,A2_B2,reproduce,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,155,155,135,1,42,A1_B1,5.772727273,Verb,1,9.89,3.48,5.63,1.903,9,,,
,,,,k,1,,,,,,A1_B2,recreate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9645,0,156,156,117,1,37,A2_B1,2.894736842,Verb,1,9.21,2.41,6,1.732,8,,,
,,,,,0,,,,,,A1_B2,arise,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,157,157,45,1,16,A1_B2,2.619047619,Verb,1,6.89,3.17,6.17,2.182,5,,,
,,,,k,1,,,,,,A2_B2,confide,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9535,0,158,158,263,1,7,A1_B1,5.2,Verb,1,11.22,1.81,6.21,1.991,7,,,
,,,,,1,,,,,,A2_B1,speech,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,159,159,266,1,8,A1_B2,6.08,Noun,1,6.22,3.37,5.62,3.288,6,,,
,,,,k,1,,,,,,A2_B2,congratulate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0146,0,160,160,191,1,59,A1_B1,5.76,Verb,1,9.57,3.04,6.33,2.555,12,,,
,,,,k,1,,,,,,A1_B2,freshen,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,2.2139,0,161,161,57,1,19,A1_B2,2.333333333,Verb,1,8.84,2.17,6.56,2.121,7,,,
,,,,k,1,,,,,,A2_B2,communicate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.926,0,162,162,39,1,12,A1_B2,6.476190476,Verb,1,7.63,3.43,6.28,2.639,11,,,
,,,,,1,,,,,,A2_B1,stepson,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,163,163,226,1,69,A1_B2,5.083333333,Noun,1,7.94,3.68,4.81,1.447,7,,,
,,,,k,1,,,,,,A2_B2,compete,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.0534,0,164,164,251,1,4,A1_B1,5.428571429,Verb,1,6.94,2.57,5.35,2.636,7,,,
,,,,,1,,,,,,A2_B1,ancestry,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,165,165,102,1,33,A1_B1,5.142857143,Noun,1,10.11,2.83,6.29,1.398,8,,,
,,,,,0,,,,,,A1_B2,subside,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,166,166,257,1,6,A1_B1,2.590909091,Verb,1,10.44,2.26,5.42,1.322,7,,,
,,,,,0,,,,,,A1_B2,classify,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,167,167,69,1,22,A2_B2,2.8,Verb,1,9.65,2.41,5.6,1.518,8,,,
,,,,k,1,,,,,,A1_B2,activate,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,0.9491,0,168,168,153,1,47,A2_B1,2.7,Verb,1,11.11,2.97,5.7,2.378,8,,,
,,,,k,1,,,,,,A1_B2,refuel,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,2.1484,0,169,169,81,1,26,A1_B2,1.954545455,Verb,1,10.22,3.53,5.5,1.643,6,,,
,,,,,0,,,,,,A2_B2,hypnotize,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,170,170,7,1,2,A2_B1,5.095238095,Verb,1,9.89,2.48,5.7,1.505,9,,,
,,,,,1,,,,,,A1_B1,genie,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,171,171,44,1,16,A1_B2,2.545454545,Noun,0.99,6.67,3.25,6.1,2.253,5,,,
,,,,,1,,,,,,A2_B1,bribery,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,172,172,34,1,10,A2_B2,5.761904762,Noun,1,10.65,2.89,3.59,1.845,7,,,
,,,,k,1,,,,,,A2_B2,reconcile,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,1.4015,0,173,173,51,1,17,A2_B1,5.55,Verb,1,10.47,1.79,6.84,1.771,9,,,
,,,,,0,,,,,,A1_B2,dissolve,k,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,174,174,5,1,2,A2_B1,2.208333333,Verb,1,9.2,3.15,5.43,1.982,8,,,
,,,,,1,,,,,,A2_B1,guidance,,R_1rNfVOoIBwR0Cv1,MainVerb,2022-06-13_22h18.13.120,SCT_verb,2021.2.3,Win32,60.0024001,,,,,0,175,175,218,1,67,A2_B1,5.136363636,Noun,1,8.95,2.46,5.95,2.576,8,,,
